""	"SYM"	"MKCapRate.real"	"acumul.real"	"ClaseMKCap.real"
"413"	"HST"	5.30146217777726e-06	0.999425287194133	"BC"
"414"	"DPP"	5.28922698222818e-06	0.999430576421115	"BC"
"415"	"DTB"	5.2021759685784e-06	0.999435778597084	"BC"
"416"	"XCR"	5.12314621605898e-06	0.9994409017433	"BC"
"417"	"MBI"	5.09505331993421e-06	0.99944599679662	"BC"
"418"	"BSTY"	5.08522080629054e-06	0.999451082017426	"BC"
"419"	"CNMT"	5.04393164185453e-06	0.999456125949068	"BC"
"420"	"SUPER"	5.00179229766737e-06	0.999461127741366	"BC"
"421"	"SPHR"	4.95887670240308e-06	0.999466086618068	"BC"
"422"	"PIX"	4.94276025146835e-06	0.99947102937832	"BC"
"423"	"STC"	4.85485905806742e-06	0.999475884237378	"BC"
"424"	"DRP"	4.75989767629829e-06	0.999480644135054	"BC"
"425"	"EVC"	4.73272888859868e-06	0.999485376863943	"BC"
"426"	"BELA"	4.67347505637762e-06	0.999490050338999	"BC"
"427"	"WRC"	4.62172498456883e-06	0.999494672063983	"BC"
"428"	"SLR"	4.62113355517673e-06	0.999499293197539	"BC"
"429"	"ASTRO"	4.62039426843661e-06	0.999503913591807	"BC"
"430"	"TIME"	4.6068283567553e-06	0.999508520420164	"BC"
"431"	"CAN"	4.60050745512723e-06	0.999513120927619	"BC"
"432"	"OMNI"	4.59939852501704e-06	0.999517720326144	"BC"
"433"	"FRN"	4.58782868753408e-06	0.999522308154832	"BC"
"434"	"MMNXT"	4.58017706977378e-06	0.999526888331901	"BC"
"435"	"FYN"	4.47327620715162e-06	0.999531361608108	"BC"
"436"	"CEFS"	4.42559221241353e-06	0.999535787200321	"BC"
"437"	"ECOB"	4.4007152136083e-06	0.999540187915534	"BC"
"438"	"STP"	4.36859320474985e-06	0.999544556508739	"BC"
"439"	"LDC"	4.36378784093903e-06	0.99954892029658	"BC"
"440"	"VOL"	4.34382709895564e-06	0.999553264123679	"BC"
"441"	"AUR"	4.31455134404667e-06	0.999557578675023	"BC"
"442"	"CPAY"	4.3141447363396e-06	0.999561892819759	"BC"
"443"	"GBG"	4.30220525548657e-06	0.999566195025015	"BC"
"444"	"CTR"	4.25089875572186e-06	0.999570445923771	"BC"
"445"	"COVAL"	4.21607835026195e-06	0.999574662002121	"BC"
"446"	"PLAY"	4.17072310875525e-06	0.99957883272523	"BC"
"447"	"CAPP"	4.16698971071761e-06	0.99958299971494	"BC"
"448"	"ATL"	4.15283236964421e-06	0.99958715254731	"BC"
"449"	"GOLOS"	4.15209308290408e-06	0.999591304640393	"BC"
"450"	"BCY"	4.11387195843959e-06	0.999595418512351	"BC"
"451"	"SXC"	4.08540941894476e-06	0.99959950392177	"BC"
"452"	"MSP"	3.98911732104341e-06	0.999603493039091	"BC"
"453"	"HKN"	3.97921087872572e-06	0.99960747224997	"BC"
"454"	"ETT"	3.96893479303798e-06	0.999611441184763	"BC"
"455"	"BCDN"	3.90469077532107e-06	0.999615345875538	"BC"
"456"	"ADST"	3.90443202496202e-06	0.999619250307563	"BC"
"457"	"EBIT"	3.88125538565909e-06	0.999623131562949	"BC"
"458"	"DTC"	3.79930545051617e-06	0.9996269308684	"BC"
"459"	"GEO"	3.79464794405338e-06	0.999630725516344	"BC"
"460"	"SSC"	3.78677454027105e-06	0.999634512290884	"BC"
"461"	"DBIX"	3.70855800316576e-06	0.999638220848887	"BC"
"462"	"SWT"	3.70815139545869e-06	0.999641929000283	"BC"
"463"	"CRED"	3.69625257537637e-06	0.999645625252858	"BC"
"464"	"1WO"	3.67025186072616e-06	0.999649295504719	"BC"
"465"	"ZNY"	3.66155784866228e-06	0.999652957062567	"BC"
"466"	"EXP"	3.63644427810022e-06	0.999656593506845	"BC"
"467"	"URO"	3.52967279065759e-06	0.999660123179636	"BC"
"468"	"SIB"	3.52889284314675e-06	0.999663652072479	"BC"
"469"	"BTSE"	3.34005313468279e-06	0.999666992125614	"BC"
"470"	"GCC*"	3.2388189049237e-06	0.999670230944519	"BC"
"471"	"NEVA"	3.20141469230704e-06	0.999673432359211	"BC"
"472"	"CYP"	3.19459477212939e-06	0.999676626953983	"BC"
"473"	"STX"	3.16497524888626e-06	0.999679791929232	"BC"
"474"	"MRT"	3.14926910209229e-06	0.999682941198334	"BC"
"475"	"ZOI"	3.13471993904662e-06	0.999686075918273	"BC"
"476"	"TIT"	3.11647803873402e-06	0.999689192396312	"BC"
"477"	"POLL"	3.09535292013493e-06	0.999692287749232	"BC"
"478"	"ERO"	3.06622871900769e-06	0.999695353977951	"BC"
"479"	"FUCK"	3.05373846953327e-06	0.999698407716421	"BC"
"480"	"ABY"	3.03762571503223e-06	0.999701445342136	"BC"
"481"	"MBC"	2.98724332369267e-06	0.999704432585459	"BC"
"482"	"SCOT"	2.93846888101289e-06	0.99970737105434	"BC"
"483"	"TIE"	2.86142780982441e-06	0.99971023248215	"BC"
"484"	"FLDC"	2.84928132868415e-06	0.999713081763479	"BC"
"485"	"DOPE"	2.83633641786455e-06	0.999715918099897	"BC"
"486"	"TRST"	2.83625879275683e-06	0.99971875435869	"BC"
"487"	"CESC"	2.83412595051157e-06	0.99972158848464	"BC"
"488"	"DIEM"	2.77748549691685e-06	0.999724365970137	"BC"
"489"	"HPC"	2.71981373831966e-06	0.999727085783875	"BC"
"490"	"EDRC"	2.71243935308691e-06	0.999729798223228	"BC"
"491"	"EXCL"	2.7059336297738e-06	0.999732504156858	"BC"
"492"	"808"	2.62579125071049e-06	0.999735129948109	"BC"
"493"	"PINK"	2.59981641109618e-06	0.99973772976452	"BC"
"494"	"SEQ"	2.58660905348384e-06	0.999740316373574	"BC"
"495"	"MYB"	2.57584873498131e-06	0.999742892222308	"BC"
"496"	"42"	2.57561216322447e-06	0.999745467834472	"BC"
"497"	"VRM"	2.56054919589442e-06	0.999748028383668	"BC"
"498"	"KORE"	2.53092227978388e-06	0.999750559305947	"BC"
"499"	"ICOS"	2.46848951458028e-06	0.999753027795462	"BC"
"500"	"J"	2.45405863741303e-06	0.999755481854099	"BC"
"501"	"EC"	2.38407775459275e-06	0.999757865931854	"BC"
"502"	"NOBL"	2.36893716215498e-06	0.999760234869016	"BC"
"503"	"BRIT"	2.3584873440833e-06	0.99976259335636	"BC"
"504"	"PRIX"	2.35756693209185e-06	0.999764950923292	"BC"
"505"	"BTCZ"	2.33599454501498e-06	0.999767286917837	"BC"
"506"	"BRO"	2.33567295528303e-06	0.999769622590793	"BC"
"507"	"BRX"	2.33034639432042e-06	0.999771952937187	"BC"
"508"	"ERC"	2.31563828462563e-06	0.999774268575472	"BC"
"509"	"TRIA"	2.30400191133605e-06	0.999776572577383	"BC"
"510"	"SWIFT"	2.28434427691611e-06	0.99977885692166	"BC"
"511"	"ADC"	2.23040961279025e-06	0.999781087331273	"BC"
"512"	"ADN"	2.22148272540324e-06	0.999783308813998	"BC"
"513"	"PBL"	2.19284645352448e-06	0.999785501660452	"BC"
"514"	"BTZ"	2.12146462233165e-06	0.999787623125074	"BC"
"515"	"WTT"	2.11448205907117e-06	0.999789737607133	"BC"
"516"	"CDX"	2.10036537876847e-06	0.999791837972512	"BC"
"517"	"REBL"	2.08791579006476e-06	0.999793925888302	"BC"
"518"	"NDC"	2.06707529686062e-06	0.999795992963599	"BC"
"519"	"PAC"	2.04279342388119e-06	0.999798035757023	"BC"
"520"	"VTR"	2.03859797163098e-06	0.999800074354994	"BC"
"521"	"NKA"	2.02254805650286e-06	0.999802096903051	"BC"
"522"	"XBC"	1.98402382447491e-06	0.999804080926875	"BC"
"523"	"BBP"	1.97167773591482e-06	0.999806052604611	"BC"
"524"	"TX"	1.96977776899269e-06	0.99980802238238	"BC"
"525"	"VOISE"	1.96907544658958e-06	0.999809991457827	"BC"
"526"	"APX"	1.9439101259557e-06	0.999811935367953	"BC"
"527"	"NEOS"	1.93403695154133e-06	0.999813869404904	"BC"
"528"	"LOCI"	1.91257915390918e-06	0.999815781984058	"BC"
"529"	"ZER"	1.89291043018814e-06	0.999817674894488	"BC"
"530"	"TRC"	1.88976106867521e-06	0.999819564655557	"BC"
"531"	"TRCT"	1.88700722556824e-06	0.999821451662782	"BC"
