""	"SYM"	"MKCapRate.real"	"acumul.real"	"ClaseMKCap.real"
"532"	"XCPO"	1.85950575883557e-06	0.999823311168541	"BC"
"533"	"BRK"	1.84476068480377e-06	0.999825155929226	"BC"
"534"	"FYP"	1.80280616230164e-06	0.999826958735388	"BC"
"535"	"MEME"	1.79716540447448e-06	0.999828755900793	"BC"
"536"	"PSB"	1.77908984367841e-06	0.999830534990637	"BC"
"537"	"BUZZ"	1.77446190868523e-06	0.999832309452545	"BC"
"538"	"TZC"	1.75817172536656e-06	0.999834067624271	"BC"
"539"	"GIM"	1.72967222153472e-06	0.999835797296492	"BC"
"540"	"MAX"	1.72458592876266e-06	0.999837521882421	"BC"
"541"	"OCL"	1.71884167079188e-06	0.999839240724092	"BC"
"542"	"DNR"	1.70751949436686e-06	0.999840948243586	"BC"
"543"	"GP"	1.70352364953648e-06	0.999842651767236	"BC"
"544"	"EMB"	1.70051475250417e-06	0.999844352281988	"BC"
"545"	"LDOGE"	1.68345571097577e-06	0.999846035737699	"BC"
"546"	"WDC"	1.66562411480395e-06	0.999847701361814	"BC"
"547"	"BIO"	1.65628692327616e-06	0.999849357648737	"BC"
"548"	"KRB"	1.64714933916821e-06	0.999851004798076	"BC"
"549"	"IETH"	1.63678084263795e-06	0.999852641578919	"BC"
"550"	"TOK"	1.61787728069294e-06	0.9998542594562	"BC"
"551"	"PIE"	1.60199370508134e-06	0.999855861449905	"BC"
"552"	"DFS"	1.59836750362102e-06	0.999857459817408	"BC"
"553"	"SONG"	1.59802003885317e-06	0.999859057837447	"BC"
"554"	"CTC"	1.59558778547815e-06	0.999860653425233	"BC"
"555"	"XMCC"	1.58319733971365e-06	0.999862236622572	"BC"
"556"	"SIFT"	1.5805728717862e-06	0.999863817195444	"BC"
"557"	"VRS"	1.55841644818464e-06	0.999865375611892	"BC"
"558"	"PRFT"	1.55131559904573e-06	0.999866926927491	"BC"
"559"	"ARG"	1.54479508999783e-06	0.999868471722581	"BC"
"560"	"PTC"	1.51095054303488e-06	0.999869982673124	"BC"
"561"	"REX"	1.49477864559463e-06	0.99987147745177	"BC"
"562"	"FLLW"	1.47618558408048e-06	0.999872953637354	"BC"
"563"	"PDC"	1.4692325922896e-06	0.999874422869946	"BC"
"564"	"STU"	1.43105212859581e-06	0.999875853922075	"BC"
"565"	"ORB"	1.39897817337547e-06	0.999877252900248	"BC"
"566"	"QAU"	1.3785960379502e-06	0.999878631496286	"BC"
"567"	"BTXC"	1.33633101501723e-06	0.999879967827301	"BC"
"568"	"EBTC"	1.29761087200315e-06	0.999881265438173	"BC"
"569"	"CARBON"	1.29721905003089e-06	0.999882562657223	"BC"
"570"	"ATX"	1.26328578865912e-06	0.999883825943012	"BC"
"571"	"NXC"	1.25758958432646e-06	0.999885083532596	"BC"
"572"	"SMART*"	1.25406318657606e-06	0.999886337595783	"BC"
"573"	"XC"	1.22682786306983e-06	0.999887564423646	"BC"
"574"	"ZBC"	1.20329266969794e-06	0.999888767716316	"BC"
"575"	"KAYI"	1.16277236347165e-06	0.999889930488679	"BC"
"576"	"RUP"	1.1559672290288e-06	0.999891086455908	"BC"
"577"	"SMLY"	1.13541505765331e-06	0.999892221870966	"BC"
"578"	"BLITZ"	1.12834008355031e-06	0.999893350211049	"BC"
"579"	"888"	1.12817374403378e-06	0.999894478384793	"BC"
"580"	"STS"	1.12800740451725e-06	0.999895606392198	"BC"
"581"	"HYP"	1.124170506336e-06	0.999896730562704	"BC"
"582"	"TROLL"	1.12032621528735e-06	0.99989785088892	"BC"
"583"	"UNI"	1.11270047256295e-06	0.999898963589392	"BC"
"584"	"GEMZ"	1.09211133685046e-06	0.999900055700729	"BC"
"585"	"ACC"	1.07255350614043e-06	0.999901128254235	"BC"
"586"	"ELIX"	1.07039848529297e-06	0.99990219865272	"BC"
"587"	"FT"	1.0582039505146e-06	0.999903256856671	"BC"
"588"	"BBT"	1.05440771310405e-06	0.999904311264384	"BC"
"589"	"MND"	1.04990545685669e-06	0.999905361169841	"BC"
"590"	"CMPCO"	1.04972802803906e-06	0.999906410897869	"BC"
"591"	"ETHB"	1.04375828761254e-06	0.999907454656157	"BC"
"592"	"BXT"	1.03211821788927e-06	0.999908486774374	"BC"
"593"	"TES"	1.01895891391503e-06	0.999909505733288	"BC"
"594"	"ENRG"	1.01800893045397e-06	0.999910523742219	"BC"
"595"	"OMC"	1.01359538861542e-06	0.999911537337607	"BC"
"596"	"ROC"	1.00859041738477e-06	0.999912545928025	"BC"
"597"	"CDN"	1.00695289725539e-06	0.999913552880922	"BC"
"598"	"KEN"	9.94063432941305e-07	0.999914546944355	"BC"
"599"	"ZCG"	9.91797519082821e-07	0.999915538741874	"BC"
"600"	"KOLION"	9.90134123917538e-07	0.999916528875998	"BC"
"601"	"IOP"	9.85617081935371e-07	0.99991751449308	"BC"
"602"	"DFT"	9.81990880475055e-07	0.99991849648396	"BC"
"603"	"MZC"	9.66488037534623e-07	0.999919462971998	"BC"
"604"	"MONK"	9.58906652014635e-07	0.99992042187865	"BC"
"605"	"DAS"	9.43289219629483e-07	0.99992136516787	"BC"
"606"	"DLC"	9.32569561897663e-07	0.999922297737431	"BC"
"607"	"SCORE"	9.05629953087488e-07	0.999923203367385	"BC"
"608"	"XAP"	8.96340815197811e-07	0.9999240997082	"BC"
"609"	"START"	8.45544423283785e-07	0.999924945252623	"BC"
"610"	"UIS"	8.19976191376543e-07	0.999925765228814	"BC"
"611"	"BLX"	8.15924900040655e-07	0.999926581153714	"BC"
"612"	"EGC"	8.15924900040655e-07	0.999927397078615	"BC"
"613"	"EMV"	7.87299717462994e-07	0.999928184378332	"BC"
"614"	"ARC*"	7.82364978472656e-07	0.99992896674331	"BC"
"615"	"FLT"	7.62237896972738e-07	0.999929728981207	"BC"
"616"	"LTBC"	7.57147907766974e-07	0.999930486129115	"BC"
"617"	"CASH"	7.53407116861939e-07	0.999931239536232	"BC"
"618"	"EXC"	7.47393019231017e-07	0.999931986929251	"BC"
"619"	"OBITS"	7.4469831906326e-07	0.99993273162757	"BC"
"620"	"MOIN"	7.18793711689261e-07	0.999933450421282	"BC"
"621"	"KEK"	7.1878631882186e-07	0.999934169207601	"BC"
"622"	"RC"	7.07504803167544e-07	0.999934876712404	"BC"
"623"	"Q2C"	7.01172812238369e-07	0.999935577885216	"BC"
"624"	"SUMO"	6.99527899241589e-07	0.999936277413116	"BC"
"625"	"DCY"	6.9352858734547e-07	0.999936970941703	"BC"
"626"	"OPAL"	6.67590712068166e-07	0.999937638532415	"BC"
"627"	"USC"	6.62955384207579e-07	0.999938301487799	"BC"
"628"	"BPL"	6.62005400746517e-07	0.9999389634932	"BC"
"629"	"INSANE"	6.60497255796661e-07	0.999939623990456	"BC"
"630"	"COMP"	6.52660816351331e-07	0.999940276651272	"BC"
"631"	"NTRN"	6.39763959169841e-07	0.999940916415231	"BC"
"632"	"ETBS"	6.26541815822695e-07	0.999941542957047	"BC"
"633"	"RIYA"	6.19463145285993e-07	0.999942162420192	"BC"
"634"	"CCO"	6.1632117664046e-07	0.999942778741369	"BC"
"635"	"SPF"	6.09634328076024e-07	0.999943388375697	"BC"
"636"	"NAUT"	6.07741754021303e-07	0.999943996117451	"BC"
"637"	"WOMEN"	5.77793248178817e-07	0.999944573910699	"BC"
"638"	"HBN"	5.74167046718501e-07	0.999945148077746	"BC"
"639"	"DAY"	5.70459523716772e-07	0.99994571853727	"BC"
"640"	"DBIC"	5.68770253515585e-07	0.999946287307523	"BC"
"641"	"NAMO"	5.59484812059608e-07	0.999946846792335	"BC"
"642"	"OXY"	5.43738004494934e-07	0.99994739053034	"BC"
"643"	"SYNC"	5.33883312249061e-07	0.999947924413652	"BC"
"644"	"SUR"	5.31780041473403e-07	0.999948456193693	"BC"
"645"	"ETG"	5.26963588361486e-07	0.999948983157282	"BC"
"646"	"MOJO"	5.26945106192982e-07	0.999949510102388	"BC"
"647"	"WGO"	5.23814226848551e-07	0.999950033916615	"BC"
"648"	"BTCR"	5.20029078739108e-07	0.999950553945694	"BC"
"649"	"NTO"	5.11039351979181e-07	0.999951064985046	"BC"
"650"	"XGR"	5.04574289436783e-07	0.999951569559335	"BC"
"651"	"ITZ"	5.00364051451769e-07	0.999952069923386	"BC"
"652"	"SDC"	4.9742908309347e-07	0.99995256735247	"BC"
"653"	"BOST"	4.95407133859227e-07	0.999953062759603	"BC"
"654"	"HXX"	4.85452637903436e-07	0.999953548212241	"BC"
"655"	"CRYPT"	4.84850119210234e-07	0.999954033062361	"BC"
"656"	"AMM"	4.84314136323643e-07	0.999954517376497	"BC"
"657"	"HYPER"	4.83578546017218e-07	0.999955000955043	"BC"
"658"	"PXC"	4.83463956572499e-07	0.999955484418999	"BC"
"659"	"ECASH"	4.82384597931915e-07	0.999955966803597	"BC"
"660"	"TRK"	4.8199647239335e-07	0.99995644880007	"BC"
"661"	"MEOW"	4.75143284312386e-07	0.999956923943354	"BC"
"662"	"INN"	4.73790389577956e-07	0.999957397733744	"BC"
"663"	"BTDX"	4.72877370453901e-07	0.999957870611114	"BC"
"664"	"MCI"	4.72711030937373e-07	0.999958343322145	"BC"
"665"	"EGAS"	4.6833814986953e-07	0.999958811660295	"BC"
"666"	"ITT"	4.66416004345204e-07	0.999959278076299	"BC"
"667"	"MAT"	4.6457148392859e-07	0.999959742647783	"BC"
"668"	"ELLA"	4.64479073086075e-07	0.999960207126856	"BC"
"669"	"KRONE"	4.59219047930082e-07	0.999960666345904	"BC"
"670"	"CFT"	4.58402136082243e-07	0.99996112474804	"BC"
"671"	"DDF"	4.5503098854727e-07	0.999961579779029	"BC"
"672"	"XRA"	4.50484375095498e-07	0.999962030263404	"BC"
"673"	"WILD"	4.47157584764933e-07	0.999962477420989	"BC"
"674"	"SND"	4.46030172486242e-07	0.999962923451161	"BC"
"675"	"KBR"	4.45409171624536e-07	0.999963368860333	"BC"
"676"	"SWING"	4.41380058890852e-07	0.999963810240392	"BC"
"677"	"PIGGY"	4.40467039766797e-07	0.999964250707431	"BC"
"678"	"BCOIN"	4.38692751590496e-07	0.999964689400183	"BC"
"679"	"MEC"	4.34489906472882e-07	0.99996512389009	"BC"
"680"	"CON"	4.2587721595042e-07	0.999965549767305	"BC"
"681"	"SPR"	4.12141268318887e-07	0.999965961908574	"BC"
"682"	"BTD"	4.08570513364081e-07	0.999966370479087	"BC"
"683"	"WARP"	4.04840811760147e-07	0.999966775319899	"BC"
"684"	"MED"	4.0291127336842e-07	0.999967178231172	"BC"
"685"	"MEDI"	3.96660603980658e-07	0.999967574891776	"BC"
"686"	"C2"	3.95939799409036e-07	0.999967970831576	"BC"
"687"	"ONX"	3.89171629303187e-07	0.999968360003205	"BC"
"688"	"ATS"	3.83279513984386e-07	0.999968743282719	"BC"
"689"	"TRUMP"	3.81723315396422e-07	0.999969125006034	"BC"
"690"	"FC"	3.81704833227919e-07	0.999969506710868	"BC"
"691"	"LINX"	3.79069275999371e-07	0.999969885780144	"BC"
"692"	"NETKO"	3.72400909603439e-07	0.999970258181053	"BC"
"693"	"GAP"	3.72264141556515e-07	0.999970630445195	"BC"
"694"	"MCAP"	3.6964337006277e-07	0.999971000088565	"BC"
"695"	"ETHD"	3.61124938599674e-07	0.999971361213503	"BC"
"696"	"UNIFY"	3.41340886147174e-07	0.99997170255439	"BC"
"697"	"SAGA"	3.40210516721522e-07	0.999972042764906	"BC"
"698"	"KURT"	3.37070765936209e-07	0.999972379835672	"BC"
"699"	"XMG"	3.35689778305655e-07	0.999972715525451	"BC"
"700"	"GRW"	3.35056579212737e-07	0.99997305058203	"BC"
"701"	"LCP"	3.33825297147058e-07	0.999973384407327	"BC"
"702"	"IOU"	3.32174469856358e-07	0.999973716581797	"BC"
"703"	"ZET"	3.25263617409664e-07	0.999974041845414	"BC"
"704"	"VSL"	3.24213460595316e-07	0.999974366058875	"BC"
"705"	"IFLT"	3.23056846490389e-07	0.999974689115721	"BC"
"706"	"GAKH"	3.22786637186874e-07	0.999975011902358	"BC"
"707"	"ODN"	3.19398486056878e-07	0.999975331300844	"BC"
"708"	"GEN"	3.18333913151097e-07	0.999975649634758	"BC"
"709"	"AUA"	3.18096971750887e-07	0.999975967731729	"BC"
"710"	"GER"	3.17894776827463e-07	0.999976285626506	"BC"
"711"	"XBL"	3.17667815798244e-07	0.999976603294322	"BC"
"712"	"BTCRED"	3.174090654392e-07	0.999976920703388	"BC"
"713"	"UTC"	3.14790881449046e-07	0.999977235494269	"BC"
"714"	"KOBO"	3.12626249873958e-07	0.999977548120519	"BC"
"715"	"CCT"	3.09615134981427e-07	0.999977857735654	"BC"
"716"	"U"	3.04942842783833e-07	0.999978162678497	"BC"
"717"	"NET"	3.03752960775601e-07	0.999978466431457	"BC"
"718"	"B3"	3.0356555158698e-07	0.999978769997009	"BC"
"719"	"AMS"	3.0103829986586e-07	0.999979071035309	"BC"
"720"	"DGC"	2.99062925696245e-07	0.999979370098234	"BC"
"721"	"LTCU"	2.95068929082717e-07	0.999979665167164	"BC"
"722"	"XPY"	2.88209826707832e-07	0.99997995337699	"BC"
"723"	"CRB"	2.87168541334365e-07	0.999980240545532	"BC"
"724"	"BTA"	2.86578960159115e-07	0.999980527124492	"BC"
"725"	"MINEX"	2.83625879275684e-07	0.999980810750371	"BC"
"726"	"SMC"	2.8019004415095e-07	0.999981090940415	"BC"
"727"	"TOR"	2.70459182434048e-07	0.999981361399598	"BC"
"728"	"TRUST"	2.69186130667551e-07	0.999981630585728	"BC"
"729"	"MARS"	2.67005604427551e-07	0.999981897591333	"BC"
"730"	"BYC"	2.66328048130226e-07	0.999982163919381	"BC"
"731"	"ETL"	2.62446792744567e-07	0.999982426366174	"BC"
"732"	"APC"	2.57079571011256e-07	0.999982683445745	"BC"
"733"	"HZ"	2.55518936702851e-07	0.999982938964681	"BC"
"734"	"BITS"	2.54180088416483e-07	0.99998319314477	"BC"
"735"	"LTB"	2.48137528246067e-07	0.999983441282298	"BC"
"736"	"ADZ"	2.47820743877923e-07	0.999983689103042	"BC"
"737"	"BUCKS"	2.47218225184721e-07	0.999983936321267	"BC"
"738"	"ELTCOIN"	2.43346580526684e-07	0.999984179667848	"BC"
"739"	"GLC"	2.42754781491213e-07	0.999984422422629	"BC"
"740"	"SNRG"	2.41048507695003e-07	0.999984663471137	"BC"
"741"	"BHC*"	2.3755205105758e-07	0.999984901023188	"BC"
"742"	"TRI"	2.36510026397373e-07	0.999985137533214	"BC"
"743"	"GDC"	2.25910872404193e-07	0.999985363444087	"BC"
"744"	"EMD"	2.23224304390576e-07	0.999985586668391	"BC"
"745"	"ELITE"	2.21786022037662e-07	0.999985808454413	"BC"
"746"	"MIC"	2.21786022037662e-07	0.999986030240435	"BC"
"747"	"FIND"	2.19483883128911e-07	0.999986249724318	"BC"
"748"	"VIVO"	2.17155129897516e-07	0.999986466879448	"BC"
"749"	"DOC"	2.15480645431131e-07	0.999986682360093	"BC"
"750"	"SPACE"	2.13652019679431e-07	0.999986896012113	"BC"
"751"	"TGC"	2.11365036148853e-07	0.999987107377149	"BC"
"752"	"PASL"	2.1105675357822e-07	0.999987318433903	"BC"
"753"	"300"	2.10932183762509e-07	0.999987529366087	"BC"
"754"	"XJO"	2.09657283779163e-07	0.99998773902337	"BC"
"755"	"RBT"	2.08919845255887e-07	0.999987947943216	"BC"
"756"	"HIRE"	2.08515825052409e-07	0.999988156459041	"BC"
"757"	"ISL"	2.07026531914426e-07	0.999988363485573	"BC"
"758"	"1CR"	2.06388527457698e-07	0.9999885698741	"BC"
"759"	"INSN"	2.06008903716643e-07	0.999988775883004	"BC"
"760"	"PROC"	2.04417219365153e-07	0.999988980300223	"BC"
"761"	"DAXX"	1.99646602031123e-07	0.999989179946825	"BC"
"762"	"XCI"	1.98197969663847e-07	0.999989378144795	"BC"
"763"	"FLVR"	1.93127941200066e-07	0.999989571272736	"BC"
"764"	"KING"	1.91639387348823e-07	0.999989762912123	"BC"
"765"	"HTC"	1.86570467815152e-07	0.999989949482591	"BC"
"766"	"TOKC"	1.70427032914401e-07	0.999990119909624	"BC"
"767"	"MNE"	1.69989744807617e-07	0.999990289899369	"BC"
"768"	"KED"	1.68399169386236e-07	0.999990458298538	"BC"
"769"	"GB"	1.67028162126674e-07	0.9999906253267	"BC"
"770"	"CFC"	1.6494411280626e-07	0.999990790270813	"BC"
"771"	"ALTOCAR"	1.6353318406273e-07	0.999990953803997	"BC"
"772"	"ACP"	1.6258763632211e-07	0.999991116391634	"BC"
"773"	"SIGT"	1.60164624031348e-07	0.999991276556258	"BC"
"774"	"RPC"	1.58450587724367e-07	0.999991435006846	"BC"
"775"	"CLD"	1.53311435950384e-07	0.999991588318281	"BC"
"776"	"KLC"	1.45120508513163e-07	0.99999173343879	"BC"
"777"	"RYZ"	1.43729540511617e-07	0.99999187716833	"BC"
"778"	"LIR"	1.42644637220483e-07	0.999992019812968	"BC"
"779"	"REC"	1.42295693879144e-07	0.999992162108662	"BC"
"780"	"CCN"	1.41198962000167e-07	0.999992303307624	"BC"
"781"	"USDE"	1.39791729690339e-07	0.999992443099353	"BC"
"782"	"OCTO"	1.3491391577899e-07	0.999992578013269	"BC"
"783"	"SQL"	1.3385525716713e-07	0.999992711868526	"BC"
"784"	"TCOIN"	1.33215774136922e-07	0.9999928450843	"BC"
"785"	"BIC"	1.29109405938894e-07	0.999992974193706	"BC"
"786"	"EXN"	1.27759468351425e-07	0.999993101953175	"BC"
"787"	"MBRS"	1.27759468351425e-07	0.999993229712643	"BC"
"788"	"RBX"	1.27759468351425e-07	0.999993357472111	"BC"
"789"	"FRK"	1.26721140124919e-07	0.999993484193251	"BC"
"790"	"UNB"	1.2631527170459e-07	0.999993610508523	"BC"
"791"	"TER"	1.25044807441684e-07	0.999993735553331	"BC"
"792"	"BERN"	1.2460493183131e-07	0.999993860158262	"BC"
"793"	"LKY"	1.23456080237154e-07	0.999993983614343	"BC"
"794"	"CNO"	1.21261507549092e-07	0.99999410487585	"BC"
"795"	"QTL"	1.20323722319243e-07	0.999994225199572	"BC"
"796"	"EBET"	1.19287611952957e-07	0.999994344487184	"BC"
"797"	"CHC"	1.1471142703158e-07	0.999994459198612	"BC"
"798"	"XID"	1.14453785602646e-07	0.999994573652397	"BC"
"799"	"GRID"	1.10937368223239e-07	0.999994684589765	"BC"
"800"	"DRXNE"	1.10736282229925e-07	0.999994795326048	"BC"
"801"	"CKC"	1.10699317892918e-07	0.999994906025365	"BC"
"802"	"STV"	1.07211363053006e-07	0.999995013236728	"BC"
"803"	"XRE"	1.05228596015989e-07	0.999995118465325	"BC"
"804"	"IRL"	1.05083695814925e-07	0.99999522354902	"BC"
"805"	"NEOG"	1.03433238167594e-07	0.999995326982258	"BC"
"806"	"UNITS"	1.0270134429487e-07	0.999995429683603	"BC"
"807"	"CC"	1.02049293390079e-07	0.999995531732896	"BC"
"808"	"CTO"	1.01648969620301e-07	0.999995633381866	"BC"
"809"	"ELE"	9.58984277122348e-08	0.999995729280294	"BC"
"810"	"BTPL"	9.56252612617585e-08	0.999995824905555	"BC"
"811"	"GLT"	9.49987157495021e-08	0.999995919904271	"BC"
"812"	"NEWB"	9.45455329778051e-08	0.999996014449803	"BC"
"813"	"SANDG"	8.72158745928304e-08	0.999996101665678	"BC"
"814"	"HODL"	8.42191757917315e-08	0.999996185884854	"BC"
"815"	"HALLO"	8.40809291713281e-08	0.999996269965783	"BC"
"816"	"EREAL"	8.32056136710194e-08	0.999996353171397	"BC"
"817"	"BTCM"	8.31712368376036e-08	0.999996436342634	"BC"
"818"	"XLC"	8.1418757620136e-08	0.999996517761391	"BC"
"819"	"FUNC"	8.10709232089069e-08	0.999996598832314	"BC"
"820"	"NTWK"	7.95032656764707e-08	0.99999667833558	"BC"
"821"	"GRX"	7.66555331535071e-08	0.999996754991113	"BC"
"822"	"MRV"	7.44661354726254e-08	0.999996829457249	"BC"
"823"	"MCRN"	7.41914904486687e-08	0.999996903648739	"BC"
"824"	"WORM"	7.38273917291569e-08	0.999996977476131	"BC"
"825"	"SDRN"	7.02677260754524e-08	0.999997047743857	"BC"
"826"	"ANGL"	6.8627988085854e-08	0.999997116371845	"BC"
"827"	"ATOM"	6.85725415803445e-08	0.999997184944387	"BC"
"828"	"SOON"	6.84653450030263e-08	0.999997253409732	"BC"
"829"	"VISIO"	6.71712235644366e-08	0.999997320580955	"BC"
"830"	"PCOIN"	6.13478619124677e-08	0.999997381928817	"BC"
"831"	"UETL"	6.04207963403503e-08	0.999997442349613	"BC"
"832"	"IMS"	5.95377183292703e-08	0.999997501887332	"BC"
"833"	"VOLT"	5.95111040066258e-08	0.999997561398436	"BC"
"834"	"LEA"	5.86287652822859e-08	0.999997620027201	"BC"
"835"	"BVC"	5.76506889250999e-08	0.99999767767789	"BC"
"836"	"IMX"	5.65362141643606e-08	0.999997734214104	"BC"
"837"	"BIGUP"	5.63336495975662e-08	0.999997790547754	"BC"
"838"	"8BIT"	5.60715724481917e-08	0.999997846619326	"BC"
"839"	"DIGS"	5.11039351979181e-08	0.999997897723261	"BC"
"840"	"MAY"	5.10388779647871e-08	0.999997948762139	"BC"
"841"	"KUSH"	5.06226595300964e-08	0.999997999384799	"BC"
"842"	"PLNC"	5.01265981274722e-08	0.999998049511397	"BC"
"843"	"TKR"	4.9807595899108e-08	0.999998099318993	"BC"
"844"	"XIOS"	4.92143182901573e-08	0.999998148533311	"BC"
"845"	"MAR"	4.91976843385044e-08	0.999998197730996	"BC"
"846"	"ENTRC"	4.77549662651494e-08	0.999998245485962	"BC"
"847"	"EUC"	4.75061962770972e-08	0.999998292992158	"BC"
"848"	"ZYD"	4.61599551233286e-08	0.999998339152113	"BC"
"849"	"CAB"	4.61130104153306e-08	0.999998385265124	"BC"
"850"	"LIT"	4.57862456761951e-08	0.999998431051369	"BC"
"851"	"LTCR"	4.46939495176596e-08	0.999998475745319	"BC"
"852"	"OS76"	4.43161739934555e-08	0.999998520061493	"BC"
"853"	"COAL"	4.31188991178222e-08	0.999998563180392	"BC"
"854"	"BTCA"	4.30264882753065e-08	0.99999860620688	"BC"
"855"	"XNG"	4.20997923465591e-08	0.999998648306673	"BC"
"856"	"UMO"	4.09398514513021e-08	0.999998689246524	"BC"
"857"	"POST"	4.05461812621853e-08	0.999998729792705	"BC"
"858"	"SH"	3.97218765469453e-08	0.999998769514582	"BC"
"859"	"SOCC"	3.9613940682887e-08	0.999998809128522	"BC"
"860"	"KGC"	3.86975947685014e-08	0.999998847826117	"BC"
"861"	"TBT"	3.83279513984386e-08	0.999998886154069	"BC"
"862"	"WIC"	3.75372842298743e-08	0.999998923691353	"BC"
"863"	"BAS"	3.5786283585887e-08	0.999998959477637	"BC"
"864"	"NMS"	3.51482052004846e-08	0.999998994625842	"BC"
"865"	"SOJ"	3.40948694531538e-08	0.999999028720711	"BC"
"866"	"PHR"	3.20145904951145e-08	0.999999060735302	"BC"
"867"	"ADCN"	3.18517995549389e-08	0.999999092587101	"BC"
"868"	"UET"	3.1528583392156e-08	0.999999124115685	"BC"
"869"	"SOIL"	3.13250947169364e-08	0.999999155440779	"BC"
"870"	"ENT"	3.12212988586228e-08	0.999999186662078	"BC"
"871"	"VIP"	3.08561281733378e-08	0.999999217518206	"BC"
"872"	"LC"	3.04298184746444e-08	0.999999247948025	"BC"
"873"	"DEA"	3.00166311155882e-08	0.999999277964656	"BC"
"874"	"LDM"	2.99357161818815e-08	0.999999307900372	"BC"
"875"	"LNK"	2.92771965181147e-08	0.999999337177569	"BC"
"876"	"ARGUS"	2.92407866461635e-08	0.999999366418355	"BC"
"877"	"BSC"	2.91700738694705e-08	0.999999395588429	"BC"
"878"	"NEBU"	2.8107090430181e-08	0.99999942369552	"BC"
"879"	"IMPCH"	2.80334205065275e-08	0.99999945172894	"BC"
"880"	"TSC"	2.57535341286543e-08	0.999999477482474	"BC"
"881"	"PXI"	2.50731685417168e-08	0.999999502555643	"BC"
"882"	"ZNE"	2.44599671551196e-08	0.99999952701561	"BC"
"883"	"GPU"	2.35652453778827e-08	0.999999550580855	"BC"
"884"	"PRX"	2.27243806396639e-08	0.999999573305236	"BC"
"885"	"TRV"	2.14726942599574e-08	0.99999959477793	"BC"
"886"	"WBB"	2.01735826358717e-08	0.999999614951513	"BC"
"887"	"IBANK"	1.90832825515346e-08	0.999999634034795	"BC"
"888"	"MI"	1.89954552868077e-08	0.999999653030251	"BC"
"889"	"BNX"	1.84212512757522e-08	0.999999671451502	"BC"
"890"	"ELTC2"	1.77022949209801e-08	0.999999689153797	"BC"
"891"	"BENJI"	1.72383185628773e-08	0.999999706392115	"BC"
"892"	"LTG"	1.7201280297197e-08	0.999999723593396	"BC"
"893"	"MST"	1.71007742648769e-08	0.99999974069417	"BC"
"894"	"SCX"	1.60595997844211e-08	0.99999975675377	"BC"
"895"	"UNRC"	1.56194284593504e-08	0.999999772373198	"BC"
"896"	"SDP"	1.51140520438006e-08	0.99999978748725	"BC"
"897"	"BLRY"	1.37953862854386e-08	0.999999801282637	"BC"
"898"	"KSS"	1.27759468351425e-08	0.999999814058583	"BC"
"899"	"POS"	1.22062894375388e-08	0.999999826264873	"BC"
"900"	"ROOT"	1.21441154226942e-08	0.999999838408988	"BC"
"901"	"CXT"	1.20757313992326e-08	0.99999985048472	"BC"
"902"	"VLTC"	1.18282181986386e-08	0.999999862312938	"BC"
"903"	"VLT"	1.16256536318442e-08	0.999999873938591	"BC"
"904"	"FRAZ"	1.11580547687148e-08	0.999999885096646	"BC"
"905"	"BSTAR"	1.02594517360922e-08	0.999999895356098	"BC"
"906"	"CWV"	9.58196936744115e-09	0.999999904938067	"BC"
"907"	"ICE"	9.2477747965674e-09	0.999999914185842	"BC"
"908"	"BRC"	8.94315169529867e-09	0.999999923128994	"BC"
"909"	"ECO"	8.69330974147324e-09	0.999999931822304	"BC"
"910"	"YOC"	6.6514367295835e-09	0.99999993847374	"BC"
"911"	"FRE"	6.37265169988216e-09	0.999999944846392	"BC"
"912"	"ROYAL"	6.06887877836458e-09	0.999999950915271	"BC"
"913"	"SNC"	6.0513576826236e-09	0.999999956966628	"BC"
"914"	"XSTC"	5.93395894829167e-09	0.999999962900587	"BC"
"915"	"NKC"	5.47386384557454e-09	0.999999968374451	"BC"
"916"	"BLC"	5.29954003225293e-09	0.999999973673991	"BC"
"917"	"REV"	4.41919738211144e-09	0.999999978093189	"BC"
"918"	"ARENA"	3.80207777579164e-09	0.999999981895266	"BC"
"919"	"BTCE"	3.70744907305557e-09	0.999999985602716	"BC"
"920"	"CREVA"	3.61747048391490e-09	0.999999989220186	"BC"
"921"	"PRC"	3.57577840820552e-09	0.999999992795964	"BC"
"922"	"TEAM"	1.64071015166171e-09	0.999999994436675	"BC"
"923"	"ACH"	1.46344028068071e-09	0.999999995900115	"BC"
"924"	"CORE"	1.27759468351425e-09	0.999999997177709	"BC"
"925"	"MONEY"	5.43035682091815e-10	0.999999997720745	"BC"
"926"	"ELP"	4.82096276103266e-10	0.999999998202841	"BC"
"927"	"NBT"	4.07890369563165e-10	0.999999998610732	"BC"
"928"	"HRB"	3.19392571762957e-10	0.999999998930124	"BC"
"929"	"VUC"	2.34987834999454e-10	0.999999999165112	"BC"
"930"	"PIZZA"	1.42767358819344e-10	0.99999999930788	"BC"
"931"	"UNC"	1.25272138114273e-10	0.999999999433152	"BC"
"932"	"MHC"	1.23259060320911e-10	0.999999999556411	"BC"
"933"	"RAIN"	1.12432206011772e-10	0.999999999668843	"BC"
"934"	"EST"	1.10893011018831e-10	0.999999999779736	"BC"
"935"	"NLC"	9.83809525855764e-11	0.999999999878117	"BC"
"936"	"DXC"	3.70482460512813e-11	0.999999999915165	"BC"
"937"	"SGC"	2.95714696050216e-11	0.999999999944737	"BC"
