""	"SYM"	"MKCapRate"	"acumul"	"ClaseMKCaProxy"
"1365"	"NZC"	0	1	"BC"
"1366"	"OBITS"	0	1	"BC"
"1367"	"OBS"	0	1	"BC"
"1368"	"OCEAN"	0	1	"BC"
"1369"	"OCTO"	0	1	"BC"
"1370"	"ODNT"	0	1	"BC"
"1371"	"OLDSF"	0	1	"BC"
"1372"	"OLYMP"	0	1	"BC"
"1373"	"OMA"	0	1	"BC"
"1374"	"OMC"	0	1	"BC"
"1375"	"OPAL"	0	1	"BC"
"1376"	"OPES"	0	1	"BC"
"1377"	"OPTION"	0	1	"BC"
"1378"	"ORLY"	0	1	"BC"
"1379"	"ORO"	0	1	"BC"
"1380"	"OS76"	0	1	"BC"
"1381"	"OTX"	0	1	"BC"
"1382"	"OX"	0	1	"BC"
"1383"	"PAL"	0	1	"BC"
"1384"	"PARA"	0	1	"BC"
"1385"	"PBC"	0	1	"BC"
"1386"	"PCM"	0	1	"BC"
"1387"	"PCS"	0	1	"BC"
"1388"	"PDC"	0	1	"BC"
"1389"	"PEC"	0	1	"BC"
"1390"	"PEN*"	0	1	"BC"
"1391"	"PGL"	0	1	"BC"
"1392"	"PHO"	0	1	"BC"
"1393"	"PIE"	0	1	"BC"
"1394"	"PING"	0	1	"BC"
"1395"	"PINKX"	0	1	"BC"
"1396"	"PIO"	0	1	"BC"
"1397"	"PIZZA"	0	1	"BC"
"1398"	"PKB"	0	1	"BC"
"1399"	"PLANET"	0	1	"BC"
"1400"	"PLNC"	0	1	"BC"
"1401"	"PLX"	0	1	"BC"
"1402"	"PNC"	0	1	"BC"
"1403"	"PNK"	0	1	"BC"
"1404"	"POINTS"	0	1	"BC"
"1405"	"POP"	0	1	"BC"
"1406"	"POS"	0	1	"BC"
"1407"	"PRC"	0	1	"BC"
"1408"	"PRE"	0	1	"BC"
"1409"	"PRFT"	0	1	"BC"
"1410"	"PRIME"	0	1	"BC"
"1411"	"PRIX"	0	1	"BC"
"1412"	"PRM"	0	1	"BC"
"1413"	"PROC"	0	1	"BC"
"1414"	"PRT"	0	1	"BC"
"1415"	"PRX"	0	1	"BC"
"1416"	"PSB"	0	1	"BC"
"1417"	"PSEUD"	0	1	"BC"
"1418"	"PSI"	0	1	"BC"
"1419"	"PSY"	0	1	"BC"
"1420"	"PTA"	0	1	"BC"
"1421"	"PULSE"	0	1	"BC"
"1422"	"PX"	0	1	"BC"
"1423"	"PXI"	0	1	"BC"
"1424"	"PXL"	0	1	"BC"
"1425"	"PYC"	0	1	"BC"
"1426"	"QAU"	0	1	"BC"
"1427"	"QBK"	0	1	"BC"
"1428"	"QCN"	0	1	"BC"
"1429"	"QORA"	0	1	"BC"
"1430"	"QSLV"	0	1	"BC"
"1431"	"QTZ"	0	1	"BC"
"1432"	"RAC"	0	1	"BC"
"1433"	"RADI"	0	1	"BC"
"1434"	"RAIN"	0	1	"BC"
"1435"	"RATIO"	0	1	"BC"
"1436"	"RBIT"	0	1	"BC"
"1437"	"RBR"	0	1	"BC"
"1438"	"RBT"	0	1	"BC"
"1439"	"RBX"	0	1	"BC"
"1440"	"RBY"	0	1	"BC"
"1441"	"RCX"	0	1	"BC"
"1442"	"REE"	0	1	"BC"
"1443"	"REV"	0	1	"BC"
"1444"	"REX"	0	1	"BC"
"1445"	"RGC"	0	1	"BC"
"1446"	"RICE"	0	1	"BC"
"1447"	"RING"	0	1	"BC"
"1448"	"RIPO"	0	1	"BC"
"1449"	"RIPT"	0	1	"BC"
"1450"	"RIYA"	0	1	"BC"
"1451"	"RKC"	0	1	"BC"
"1452"	"RNC"	0	1	"BC"
"1453"	"ROC"	0	1	"BC"
"1454"	"ROOT"	0	1	"BC"
"1455"	"ROOTS"	0	1	"BC"
"1456"	"ROS"	0	1	"BC"
"1457"	"ROUND"	0	1	"BC"
"1458"	"RPC"	0	1	"BC"
"1459"	"RSC"	0	1	"BC"
"1460"	"RT2"	0	1	"BC"
"1461"	"RUBIT"	0	1	"BC"
"1462"	"RUST"	0	1	"BC"
"1463"	"RYC"	0	1	"BC"
"1464"	"RYCN"	0	1	"BC"
"1465"	"RZR"	0	1	"BC"
"1466"	"S8C"	0	1	"BC"
"1467"	"SANDG"	0	1	"BC"
"1468"	"SAR*"	0	1	"BC"
"1469"	"SAT2"	0	1	"BC"
"1470"	"SCASH"	0	1	"BC"
"1471"	"SCL"	0	1	"BC"
"1472"	"SCN"	0	1	"BC"
"1473"	"SCORE"	0	1	"BC"
"1474"	"SCOT"	0	1	"BC"
"1475"	"SCRPT"	0	1	"BC"
"1476"	"SCRT"	0	1	"BC"
"1477"	"SCT"	0	1	"BC"
"1478"	"SCX"	0	1	"BC"
"1479"	"SDC"	0	1	"BC"
"1480"	"SDP"	0	1	"BC"
"1481"	"SEC"	0	1	"BC"
"1482"	"SEED"	0	1	"BC"
"1483"	"SEEDS"	0	1	"BC"
"1484"	"SEL"	0	1	"BC"
"1485"	"SEN"	0	1	"BC"
"1486"	"SFR"	0	1	"BC"
"1487"	"SFT"	0	1	"BC"
"1488"	"SGC"	0	1	"BC"
"1489"	"SGR"	0	1	"BC"
"1490"	"SH"	0	1	"BC"
"1491"	"SHADE"	0	1	"BC"
"1492"	"SHLD"	0	1	"BC"
"1493"	"SHREK"	0	1	"BC"
"1494"	"SIC"	0	1	"BC"
"1495"	"SIFT"	0	1	"BC"
"1496"	"SIGT"	0	1	"BC"
"1497"	"SILK"	0	1	"BC"
"1498"	"SISA"	0	1	"BC"
"1499"	"SJCX"	0	1	"BC"
"1500"	"SKULL"	0	1	"BC"
"1501"	"SLM"	0	1	"BC"
"1502"	"SLT"	0	1	"BC"
"1503"	"SMAC"	0	1	"BC"
"1504"	"SMART*"	0	1	"BC"
"1505"	"SMC"	0	1	"BC"
"1506"	"SMF"	0	1	"BC"
"1507"	"SMLY"	0	1	"BC"
"1508"	"SMSR"	0	1	"BC"
"1509"	"SNIP"	0	1	"BC"
"1510"	"SNRG"	0	1	"BC"
"1511"	"SOJ"	0	1	"BC"
"1512"	"SOLE"	0	1	"BC"
"1513"	"SONG"	0	1	"BC"
"1514"	"SP"	0	1	"BC"
"1515"	"SPA"	0	1	"BC"
"1516"	"SPACE"	0	1	"BC"
"1517"	"SPC"	0	1	"BC"
"1518"	"SPEC"	0	1	"BC"
"1519"	"SPKTR"	0	1	"BC"
"1520"	"SPM"	0	1	"BC"
"1521"	"SPORT"	0	1	"BC"
"1522"	"SPOTS"	0	1	"BC"
"1523"	"SPR"	0	1	"BC"
"1524"	"SPRTS"	0	1	"BC"
"1525"	"SPT"	0	1	"BC"
"1526"	"SPX"	0	1	"BC"
"1527"	"SQL"	0	1	"BC"
"1528"	"SSD"	0	1	"BC"
"1529"	"SSTC"	0	1	"BC"
"1530"	"SSV"	0	1	"BC"
"1531"	"STA*"	0	1	"BC"
"1532"	"STAR*"	0	1	"BC"
"1533"	"START"	0	1	"BC"
"1534"	"STAX"	0	1	"BC"
"1535"	"STCN"	0	1	"BC"
"1536"	"STEPS"	0	1	"BC"
"1537"	"STHR"	0	1	"BC"
"1538"	"STP"	0	1	"BC"
"1539"	"STR*"	0	1	"BC"
"1540"	"STS"	0	1	"BC"
"1541"	"STV"	0	1	"BC"
"1542"	"SUB*"	0	1	"BC"
"1543"	"SUP"	0	1	"BC"
"1544"	"SUPER"	0	1	"BC"
"1545"	"SWARM"	0	1	"BC"
"1546"	"SWEET"	0	1	"BC"
"1547"	"SWIFT"	0	1	"BC"
"1548"	"SWING"	0	1	"BC"
"1549"	"SYNC"	0	1	"BC"
"1550"	"TAB"	0	1	"BC"
"1551"	"TAJ"	0	1	"BC"
"1552"	"TAK"	0	1	"BC"
"1553"	"TAM"	0	1	"BC"
"1554"	"TBCX"	0	1	"BC"
"1555"	"TCOIN"	0	1	"BC"
"1556"	"TCR"	0	1	"BC"
"1557"	"TDFB"	0	1	"BC"
"1558"	"TEAM"	0	1	"BC"
"1559"	"TEC"	0	1	"BC"
"1560"	"TECH"	0	1	"BC"
"1561"	"TELL"	0	1	"BC"
"1562"	"THNX"	0	1	"BC"
"1563"	"TIA"	0	1	"BC"
"1564"	"TIC"	0	1	"BC"
"1565"	"TIPS"	0	1	"BC"
"1566"	"TIT"	0	1	"BC"
"1567"	"TKN"	0	1	"BC"
"1568"	"TKN*"	0	1	"BC"
"1569"	"TMC"	0	1	"BC"
"1570"	"TME"	0	1	"BC"
"1571"	"TOA"	0	1	"BC"
"1572"	"TOM"	0	1	"BC"
"1573"	"TOR"	0	1	"BC"
"1574"	"TOT"	0	1	"BC"
"1575"	"TPG"	0	1	"BC"
"1576"	"TRA"	0	1	"BC"
"1577"	"TRC"	0	1	"BC"
"1578"	"TREE"	0	1	"BC"
"1579"	"TRIA"	0	1	"BC"
"1580"	"TRICK"	0	1	"BC"
"1581"	"TRV"	0	1	"BC"
"1582"	"TSC"	0	1	"BC"
"1583"	"TSE"	0	1	"BC"
"1584"	"TUR"	0	1	"BC"
"1585"	"TWIST"	0	1	"BC"
"1586"	"TWLV"	0	1	"BC"
"1587"	"U"	0	1	"BC"
"1588"	"UBC"	0	1	"BC"
"1589"	"UETL"	0	1	"BC"
"1590"	"UFO"	0	1	"BC"
"1591"	"UIS"	0	1	"BC"
"1592"	"UMC"	0	1	"BC"
"1593"	"UNAT"	0	1	"BC"
"1594"	"UNB"	0	1	"BC"
"1595"	"UNC"	0	1	"BC"
"1596"	"UNF"	0	1	"BC"
"1597"	"UNIFY"	0	1	"BC"
"1598"	"UNIQ"	0	1	"BC"
"1599"	"UNITS"	0	1	"BC"
"1600"	"UNITY"	0	1	"BC"
"1601"	"UNO"	0	1	"BC"
"1602"	"URO"	0	1	"BC"
"1603"	"USC"	0	1	"BC"
"1604"	"UTH"	0	1	"BC"
"1605"	"UTIL"	0	1	"BC"
"1606"	"VAPOR"	0	1	"BC"
"1607"	"VDO"	0	1	"BC"
"1608"	"VEG"	0	1	"BC"
"1609"	"VERSA"	0	1	"BC"
"1610"	"VIDZ"	0	1	"BC"
"1611"	"VIOR"	0	1	"BC"
"1612"	"VIP"	0	1	"BC"
"1613"	"VIRAL"	0	1	"BC"
"1614"	"VISIO"	0	1	"BC"
"1615"	"VLTC"	0	1	"BC"
"1616"	"VMC"	0	1	"BC"
"1617"	"VOL"	0	1	"BC"
"1618"	"VOLT"	0	1	"BC"
"1619"	"VOOT"	0	1	"BC"
"1620"	"VOYA"	0	1	"BC"
"1621"	"VRP*"	0	1	"BC"
"1622"	"VSL"	0	1	"BC"
"1623"	"VSX"	0	1	"BC"
"1624"	"VTA"	0	1	"BC"
"1625"	"VTL"	0	1	"BC"
"1626"	"VTN"	0	1	"BC"
"1627"	"VTX"	0	1	"BC"
"1628"	"VTY"	0	1	"BC"
"1629"	"VUC"	0	1	"BC"
"1630"	"WARP"	0	1	"BC"
"1631"	"WASH"	0	1	"BC"
"1632"	"WAY"	0	1	"BC"
"1633"	"WBB"	0	1	"BC"
"1634"	"WBTC*"	0	1	"BC"
"1635"	"WEALTH"	0	1	"BC"
"1636"	"WEX"	0	1	"BC"
"1637"	"WGC"	0	1	"BC"
"1638"	"WHO"	0	1	"BC"
"1639"	"WIC"	0	1	"BC"
"1640"	"WINE"	0	1	"BC"
"1641"	"WMC"	0	1	"BC"
"1642"	"WOLF"	0	1	"BC"
"1643"	"WOP"	0	1	"BC"
"1644"	"WORM"	0	1	"BC"
"1645"	"WRC*"	0	1	"BC"
"1646"	"WRT"	0	1	"BC"
"1647"	"WTT"	0	1	"BC"
"1648"	"X2"	0	1	"BC"
"1649"	"XAI"	0	1	"BC"
"1650"	"XAP"	0	1	"BC"
"1651"	"XAU"	0	1	"BC"
"1652"	"XBOT"	0	1	"BC"
"1653"	"XBP"	0	1	"BC"
"1654"	"XBS"	0	1	"BC"
"1655"	"XBTS"	0	1	"BC"
"1656"	"XC"	0	1	"BC"
"1657"	"XCE"	0	1	"BC"
"1658"	"XCI"	0	1	"BC"
"1659"	"XCO"	0	1	"BC"
"1660"	"XCPO"	0	1	"BC"
"1661"	"XCR"	0	1	"BC"
"1662"	"XCRE"	0	1	"BC"
"1663"	"XCT"	0	1	"BC"
"1664"	"XCXT"	0	1	"BC"
"1665"	"XDB"	0	1	"BC"
"1666"	"XDE2"	0	1	"BC"
"1667"	"XDP"	0	1	"BC"
"1668"	"XDQ"	0	1	"BC"
"1669"	"XEN"	0	1	"BC"
"1670"	"XFC"	0	1	"BC"
"1671"	"XG"	0	1	"BC"
"1672"	"XGB"	0	1	"BC"
"1673"	"XGR"	0	1	"BC"
"1674"	"XID"	0	1	"BC"
"1675"	"XID*"	0	1	"BC"
"1676"	"XIOS"	0	1	"BC"
"1677"	"XJO"	0	1	"BC"
"1678"	"XLB"	0	1	"BC"
"1679"	"XMG"	0	1	"BC"
"1680"	"XMO"	0	1	"BC"
"1681"	"XNA"	0	1	"BC"
"1682"	"XNC"	0	1	"BC"
"1683"	"XNG"	0	1	"BC"
"1684"	"XNN"	0	1	"BC"
"1685"	"XNX"	0	1	"BC"
"1686"	"XPB"	0	1	"BC"
"1687"	"XPH"	0	1	"BC"
"1688"	"XPO"	0	1	"BC"
"1689"	"XPOKE"	0	1	"BC"
"1690"	"XPRO"	0	1	"BC"
"1691"	"XPT"	0	1	"BC"
"1692"	"XPTX"	0	1	"BC"
"1693"	"XPY"	0	1	"BC"
"1694"	"XQN"	0	1	"BC"
"1695"	"XRA"	0	1	"BC"
"1696"	"XRL"	0	1	"BC"
"1697"	"XSEED"	0	1	"BC"
"1698"	"XSI"	0	1	"BC"
"1699"	"XSP"	0	1	"BC"
"1700"	"XSTC"	0	1	"BC"
"1701"	"XT"	0	1	"BC"
"1702"	"XTC"	0	1	"BC"
"1703"	"XTO"	0	1	"BC"
"1704"	"XUP"	0	1	"BC"
"1705"	"XVE"	0	1	"BC"
"1706"	"XWT"	0	1	"BC"
"1707"	"XXX"	0	1	"BC"
"1708"	"YAC"	0	1	"BC"
"1709"	"YAY"	0	1	"BC"
"1710"	"YBC"	0	1	"BC"
"1711"	"YMC"	0	1	"BC"
"1712"	"ZCC"	0	1	"BC"
"1713"	"ZCG"	0	1	"BC"
"1714"	"ZED"	0	1	"BC"
"1715"	"ZET"	0	1	"BC"
"1716"	"ZET2"	0	1	"BC"
"1717"	"ZLQ"	0	1	"BC"
"1718"	"ZNE"	0	1	"BC"
"1719"	"ZNY"	0	1	"BC"
"1720"	"ZOOM"	0	1	"BC"
"1721"	"ZUR"	0	1	"BC"
"1722"	"ZXT"	0	1	"BC"
"1723"	"ZYD"	0	1	"BC"
