""	"SYM"	"TradDays"	"nonTradDays"	"AlphaP"	"Sd.P"	"AlphaN"	"Sd.N"
"1256"	"RUBIT"	83	283	2.07175706453945	0.0729238315651332	1.83314344587293	0.0680258774977593
"1257"	"RUP"	321	45	2.80672592400227	0.130389212321824	2.97962269549406	0.150074809247844
"1258"	"RUPX"	350	16	2.29625707119424	0.10215936869692	2.29662857423235	0.0905604678604385
"1259"	"RUST"	140	226	2.05301562588737	0.0739072081102717	2.17196724447677	0.0917955591280025
"1260"	"RVT"	363	3	3.34769353755311	0.168990678626165	3.97815888499336	0.226425227156473
"1261"	"RYC"	NA	366	17.3771783078838	1.15804138382059	3.35676241801476	0.182920238970708
"1262"	"RYCN"	NA	366	NA	NA	NA	NA
"1263"	"RYZ"	243	123	3.55911898737763	0.177017961832341	2.16184692704312	0.0927254794232122
"1264"	"RZR"	NA	366	3.21631456667069	0.156717105933537	3.38499263376735	0.185111328650426
"1265"	"S8C"	NA	366	NA	NA	NA	NA
"1266"	"SAFEX"	308	58	4.33614491179515	0.246614928178584	4.07466790734023	0.227285991822728
"1267"	"SAGA"	365	1	3.51567914403442	0.18298873177396	3.5443119706315	0.191242198672522
"1268"	"SALT"	366	NA	4.26456673606919	0.240667052782124	3.24659118631444	0.166528418167243
"1269"	"SAN"	366	NA	3.09409959516667	0.153135728732117	2.54490056499656	0.115471289709072
"1270"	"SAND"	340	26	3.08249550666028	0.149130600743971	3.58901206721023	0.197986701132925
"1271"	"SANDG"	140	226	2.64590932747521	0.0956665364527102	4.9179150749914	0.468280418657222
"1272"	"SAR*"	NA	366	17.2922270475098	1.1520344225925	3.37397441283251	0.184256148853333
"1273"	"SAT2"	10	356	2.59238918378653	0.128737035330254	3.49487129236998	0.170945764200474
"1274"	"SBTC"	366	NA	1.99585192508958	0.0742264200008109	2.00643314206293	0.0737952583727021
"1275"	"SC"	366	NA	3.06094732695879	0.148350234740836	3.8717814616371	0.218337501424602
"1276"	"SCASH"	164	202	3.06306158488647	0.11793738095663	3.67360801345699	0.345161310346854
"1277"	"SCL"	12	354	NA	NA	NA	NA
"1278"	"SCN"	NA	366	NA	NA	NA	NA
"1279"	"SCOOBY"	195	171	1.67426628164127	0.0509697399616871	1.70453047314333	0.0509780359021171
"1280"	"SCORE"	NA	366	17.3771783073533	1.15804138378308	3.35676243279899	0.182920240118187
"1281"	"SCOT"	NA	366	17.5800862331513	1.16946911351108	3.27278966772081	0.176936435662187
"1282"	"SCRPT"	96	270	3.06072839778456	0.111923403135479	3.36357976839518	0.45487113851137
"1283"	"SCRT"	68	298	2.86270919431133	0.397130934589358	4.73743658500713	0.201509075816654
"1284"	"SCT"	130	236	4.09577868381573	0.173602648111558	3.55419333525184	0.368666052417499
"1285"	"SCX"	24	342	2.100344182537	0.0790001083140006	2.03381813757382	0.0788278939819616
"1286"	"SDAO"	202	164	1.69405375464824	0.047780630945612	3.50336432775494	0.201075061533778
"1287"	"SDC"	77	289	3.19231611744678	0.118373943714344	5.42225377910436	0.92210365556163
"1288"	"SDP"	175	191	3.87926539071916	0.205139165221026	1.88058090615013	0.0677369927807796
"1289"	"SDRN"	325	41	2.25836655565889	0.0927680132631236	5.19145455354438	0.310691282363083
"1290"	"SEC"	NA	366	17.4874987829341	1.16584221942176	3.36915523708078	0.183882108274016
"1291"	"SEED"	NA	366	3.20981564218502	0.156257562576113	3.38513528758122	0.185122400733689
"1292"	"SEEDS"	5	361	NA	NA	NA	NA
"1293"	"SEL"	5	361	NA	NA	NA	NA
"1294"	"SEN"	104	262	3.12814199830154	0.149735548484238	2.2578443378454	0.0982211410557997
"1295"	"SEND"	365	1	3.26568950936517	0.170782772591107	4.30395938841221	0.239694406762106
"1296"	"SEQ"	366	NA	3.24092281979793	0.167964266603251	3.28891408615605	0.166936216858281
"1297"	"SFC"	214	152	2.2139377737282	0.089250480155698	3.44901273140308	0.182033682733669
"1298"	"SFR"	NA	366	17.7909011031494	1.18729600322696	3.3758369410819	0.184400709081324
"1299"	"SFT"	NA	366	NA	NA	NA	NA
"1300"	"SGC"	68	298	1.45188309245571	0.0245429206398092	2.36862474073927	0.263391954161799
"1301"	"SGR"	159	207	1.89046027418795	0.0618912674378007	1.92249178831384	0.0731583575534254
"1302"	"SH"	79	287	2.75284305482103	0.0956254283344641	2.0303507147074	0.188115442862272
"1303"	"SHA"	327	39	3.68971985305706	0.189718210624163	3.97122245730283	0.231309354587926
"1304"	"SHADE"	NA	366	3.21761079440694	0.156808763075763	3.40517052637479	0.186677436845917
"1305"	"SHIFT"	366	NA	4.0655584885495	0.223578831434286	4.12468341650125	0.234204923874754
"1306"	"SHLD"	NA	366	17.8367570737791	1.19053851000598	3.37624709461503	0.18443254316936
"1307"	"SHND"	193	173	2.01258319459967	0.071245104955548	1.88613449693827	0.0691954789630583
"1308"	"SHORTY"	225	141	2.89749239662891	0.136232014707485	1.91838605947559	0.0700262805417107
"1309"	"SHREK"	172	194	2.94721574875198	0.114147808744605	4.1955027331552	0.368984872636668
"1310"	"SIB"	366	NA	3.49820107532522	0.188846250581276	2.26928618602715	0.0918423251057718
"1311"	"SIC"	78	288	4.67945509315417	0.19954646947028	4.86433409738919	0.757858268062671
"1312"	"SIFT"	96	270	2.04115872437191	0.0747508400578853	1.99889970106957	0.0761653881593877
"1313"	"SIGT"	138	228	2.5115104813814	0.0848948864880358	8.67474164132997	1.09639166304714
"1314"	"SILK"	NA	366	3.20036582356927	0.155589359493696	3.38404295421035	0.185037619221684
"1315"	"SISA"	173	193	1.85720558283694	0.0610733690102983	1.89542101930384	0.0688785399464494
"1316"	"SJCX"	101	265	1.9247867970727	0.0627786184226752	1.79219088960337	0.0648988063907453
"1317"	"SKB"	301	65	2.19951526000212	0.0852458375706458	4.79074434469862	0.292462275618426
"1318"	"SKC"	364	2	2.71140960881883	0.127560940755508	3.61153483579302	0.191487024723405
"1319"	"SKIN"	361	5	4.00046141060464	0.216539650388209	3.07787813852342	0.157523535160998
"1320"	"SKR"	349	17	4.13337514223693	0.229135083596329	8.68775537217185	0.574609814965346
"1321"	"SKULL"	103	263	4.49657747007529	0.192480254825505	5.0373701096253	0.672895018270884
"1322"	"SKY"	365	1	4.3058286582187	0.239830017847072	3.61301880049352	0.196963702985944
"1323"	"SLG"	245	121	2.25941250581444	0.0908902686565938	3.88459917143583	0.218680898837483
"1324"	"SLM"	NA	366	NA	NA	NA	NA
"1325"	"SLR"	366	NA	3.3518710584617	0.177784741039426	3.29716730512392	0.16621719260957
"1326"	"SLS"	366	NA	3.49251321744946	0.188416288940364	3.57563855814409	0.186366665308505
"1327"	"SLT"	16	350	1.93463419981289	0.0765682170495491	2.35466662922384	0.0919607629295438
"1328"	"SMAC"	NA	366	17.3781119949422	1.15810740546564	3.29323009863613	0.177989174662202
"1329"	"SMART"	366	NA	2.51419216493916	0.113813652640952	2.50013626909264	0.109118857235963
"1330"	"SMART*"	10	356	2.58523624149612	0.125323928814312	2.9605485046897	0.136597886933738
"1331"	"SMC"	108	258	4.63788198886743	0.202104554937079	3.59301110503003	0.400110299995039
"1332"	"SMF"	12	354	NA	NA	NA	NA
"1333"	"SMLY"	38	328	4.18526331877755	0.22751880848411	3.41431032780428	0.18516914936385
"1334"	"SMSR"	65	301	2.82069885934927	0.0975997034636616	3.20931757709094	0.520741146851879
"1335"	"SNC"	366	NA	3.11469453731052	0.155056926524001	3.15182282890845	0.160387404032506
"1336"	"SND"	214	152	1.58502526067516	0.0421110397219842	2.85286463422904	0.140870689542288
"1337"	"SNGLS"	366	NA	2.29814802491476	0.0951848313622085	3.26470663804218	0.168801266391911
"1338"	"SNIP"	93	273	1.82861983142717	0.0624595698793512	1.80856803000729	0.058659690236853
"1339"	"SNM"	366	NA	5.63831004907057	0.333011254192885	3.9967845806156	0.228502682069337
"1340"	"SNOV"	366	NA	3.18890129812087	0.164527896642279	3.88238073034987	0.209662347277943
"1341"	"SNRG"	83	283	4.61317913093552	0.198298966758665	2.14846520375649	0.19696015752964
"1342"	"SNT"	366	NA	3.19615837818574	0.161030145145457	3.66788815569043	0.198852642416345
"1343"	"SOAR"	355	11	3.20646114750215	0.159237617183352	2.39551267164539	0.105793542616394
"1344"	"SOCC"	321	45	4.76757502724933	0.276252004186305	3.93271566660714	0.218591719640406
"1345"	"SOIL"	326	40	4.73509127171872	0.282346360831306	3.24163756666039	0.162199201750496
"1346"	"SOJ"	66	300	1.82377498708484	0.0659547839163523	2.14721012494359	0.0791650196552409
"1347"	"SOLE"	NA	366	17.3848024299772	1.16148784903857	3.33290858325927	0.180525886110432
"1348"	"SONG"	10	356	NA	NA	NA	NA
"1349"	"SOON"	303	63	2.23697715881629	0.090456728551748	3.97158113734597	0.222106402301209
"1350"	"SOUL"	232	134	4.95022532596773	0.240849488902351	2.86815617744709	0.189682521064159
"1351"	"SP"	104	262	3.41161634875593	0.133362688820295	2.144027678535	0.18319104006573
"1352"	"SPA"	NA	366	17.3512504717556	1.15620800894581	3.26443562734684	0.17575429025934
"1353"	"SPACE"	130	236	5.30569792038446	0.24259859446591	7.89360623868801	0.965297952316606
"1354"	"SPANK"	340	26	3.08217559321887	0.150660938301286	2.60062984182882	0.120996242929935
"1355"	"SPC"	2	364	NA	NA	NA	NA
"1356"	"SPEC"	7	359	NA	NA	NA	NA
"1357"	"SPF"	366	NA	3.27516537887156	0.170530854917051	4.12877802507593	0.22818959001325
"1358"	"SPHR"	366	NA	3.02568612636238	0.146573503932899	3.16205434859467	0.163435946496779
"1359"	"SPKTR"	70	296	4.19319000685803	0.171915570952536	4.02858776958606	0.660892033473601
"1360"	"SPM"	132	234	1.82083825251783	0.0590852302979369	1.88979846602226	0.0676501246484102
"1361"	"SPORT"	174	192	1.72745446873327	0.0522281870849983	4.27973037852701	0.250077096900891
"1362"	"SPOTS"	NA	366	NA	NA	NA	NA
"1363"	"SPR"	116	250	2.87932554740803	0.105057491896409	2.67069993859331	0.246331267094064
"1364"	"SPRTS"	NA	366	17.3512504717548	1.15620800894576	3.26462320693186	0.175768849258692
"1365"	"SPT"	82	284	11.9043215300171	0.595766727939205	6.10916622592981	0.917633343113121
"1366"	"SPX"	173	193	1.96353866217146	0.0688241901551045	2.25651817336971	0.0963705446825018
"1367"	"SQL"	72	294	4.28275311521083	0.175470534892625	6.19445812336451	1.29861453084113
"1368"	"SRC"	354	12	2.35750926133623	0.101465006065846	4.03253774432377	0.221761122754867
"1369"	"SRN"	365	1	3.40723429999012	0.174639131309303	4.94639561466341	0.297470762003239
"1370"	"SSC"	361	5	2.59074062081676	0.118238819165068	2.63081459665723	0.119899873738641
"1371"	"SSD"	NA	366	3.23299224058921	0.158691848436713	3.36812206794547	0.182704584101571
"1372"	"SSTC"	114	252	1.47646066924025	0.0261098838379768	5.78449589078551	0.832873829597609
"1373"	"SSV"	NA	366	17.4308078302953	1.16768666657345	3.33435847652423	0.180099666470047
"1374"	"STA"	313	53	5.34388711685681	0.321109375540609	5.39517397504515	0.324900609189934
"1375"	"STA*"	103	263	2.98301614605022	0.109493749619693	7.47747518718803	1.05078523020489
"1376"	"STALIN"	224	142	2.91871940467584	0.113258425379489	5.0151638549709	0.451741227346325
"1377"	"STAR"	355	11	2.14534030824233	0.0833112485556277	2.18926758643905	0.0893908257579422
"1378"	"STAR*"	147	219	3.95241068988758	0.167147340976135	4.0346058491307	0.412957550046415
"1379"	"START"	164	202	5.41398174724283	0.254417678303216	5.82596647879267	0.598587471333466
"1380"	"STAX"	19	347	2.33951888467521	0.0995656545766618	2.97374072537448	0.145112304151735
"1381"	"STC"	320	46	3.172553241273	0.160162749871976	3.22732401988088	0.165100240771956
"1382"	"STCN"	NA	366	16.4615523798206	1.10439659855862	3.33235495147902	0.178883458934922
"1383"	"STEEM"	366	NA	3.19818854572932	0.167610305272614	6.45985858344401	0.391995001488271
"1384"	"STEPS"	73	293	14.1868769100057	0.72263640324178	3.07657623119869	0.361485522740385
"1385"	"STHR"	93	273	2.16325351704889	0.0814440366299548	2.23633402995161	0.0971355751544976
"1386"	"STN"	358	8	2.97930275575887	0.145916135065933	4.84519718552643	0.285024978619866
"1387"	"STO"	283	83	1.66585192503394	0.0465051156940196	1.68041553941107	0.0536242567176659
"1388"	"STORJ"	366	NA	8.25268702673127	0.527555353838416	3.67455595514697	0.201031936035753
"1389"	"STORM"	366	NA	1.97405793491618	0.0734223794133044	2.30602834828765	0.0947492548653096
"1390"	"STP"	89	277	1.69934048160658	0.057100911213612	1.76155146590053	0.0518170140090234
"1391"	"STR*"	NA	366	17.7296116608707	1.18296218520192	3.39707159574765	0.186048837919526
"1392"	"STRAT"	366	NA	3.53811474352264	0.181293910251617	5.78053112506457	0.366650000101966
"1393"	"STS"	64	302	5.88529568646742	0.264553593704538	1.97374216079818	0.194748432159635
"1394"	"STU"	360	6	3.4620655472289	0.182500440445826	3.47147756768275	0.182199743586046
"1395"	"STV"	92	274	3.75114619188548	0.150087329431009	3.50254901886731	0.456900849632016
"1396"	"STX"	366	NA	2.87642281522695	0.136852198994767	4.23509169552698	0.242480374260482
"1397"	"SUB"	366	NA	4.9333978597686	0.286872522686491	3.82097948708701	0.211441351957901
"1398"	"SUB*"	158	208	4.40324073607558	0.194868997674598	5.14187638001866	0.530312928765347
"1399"	"SUMO"	316	50	2.98560400218561	0.142926903552285	3.50149621146403	0.190185235168561
"1400"	"SUP"	NA	366	16.236166747887	1.07735968267199	3.38307716393135	0.184962659358407
"1401"	"SUPER"	7	359	NA	NA	NA	NA
"1402"	"SUR"	366	NA	3.0605910815702	0.15488351018003	4.77264350357655	0.274419435320999
"1403"	"SWARM"	NA	366	17.7296116608719	1.18296218520201	3.39750668227838	0.186082607183481
"1404"	"SWEET"	130	236	2.95014005761487	0.109703949196684	3.85824736621262	0.404217218991507
"1405"	"SWFTC"	366	NA	2.91021793603214	0.140442015795668	2.43819239089553	0.106899998532987
"1406"	"SWIFT"	132	234	2.4313576747288	0.0992467978800694	4.1559677687226	0.251075314703109
"1407"	"SWING"	89	277	2.70104955519637	0.093639696147776	2.73982031393775	0.289970052322958
"1408"	"SWT"	366	NA	3.34999722113276	0.175647039094416	3.99161298096784	0.218768407664255
"1409"	"SXC"	287	79	2.95987562074913	0.138238967672355	2.78290000195344	0.138798576906633
"1410"	"SXDT"	333	33	4.57159279009602	0.265474401365696	3.05789427391146	0.151299396090283
"1411"	"SXUT"	342	24	2.46120443033148	0.104371745023677	3.21384371908809	0.169794062332022
"1412"	"SYNC"	27	339	2.09353672299507	0.0783097912645108	2.10678368080978	0.0846378634563124
"1413"	"SYNX"	366	NA	3.7011896729218	0.198060836329728	4.353349197885	0.249943891958842
"1414"	"SYS"	366	NA	4.20230120853099	0.23417545675477	3.88543204536213	0.215667316845465
"1415"	"TAAS"	362	4	3.18379688715722	0.160555940312093	3.36723585858318	0.175955255647126
"1416"	"TAB"	156	210	2.78312574345363	0.129022450600622	2.96575617806917	0.148597199581709
"1417"	"TAG"	322	44	2.1024430769181	0.0817185177423302	2.41844734710306	0.1045693257798
"1418"	"TAJ"	76	290	2.52187980632783	0.0831491762267635	2.72076333785852	0.30905821901268
"1419"	"TAK"	92	274	2.99329886745233	0.110398613718662	3.64459821815092	0.418147693268988
"1420"	"TAM"	140	226	1.88008455694742	0.0635146319829032	1.96768426476439	0.0733599547919972
"1421"	"TAP"	221	145	2.54266298966018	0.0913794690685693	3.49485688530537	0.277206320589486
"1422"	"TBCX"	137	229	2.23667053214456	0.0702381663796118	3.21135434118598	0.295504653766898
"1423"	"TBT"	289	77	3.00819228545333	0.133582963769832	2.48256524761289	0.125299632693267
"1424"	"TCOIN"	16	350	NA	NA	NA	NA
"1425"	"TCR"	133	233	1.81440302243343	0.0570196166342875	1.89408239473392	0.0702457471395404
"1426"	"TCX"	221	145	6.0539895582277	0.308147181887341	12.446705011078	1.16223680364138
"1427"	"TDFB"	2	364	NA	NA	NA	NA
"1428"	"TEAM"	112	254	4.4822187104874	0.192862256925046	3.56037564893113	0.404830935812701
"1429"	"TEC"	127	239	1.97638978242179	0.0690411836231707	2.24615739576546	0.0967205717836193
"1430"	"TECH"	31	335	3.10024747651159	0.111626893953265	3.1194872240414	0.611843259672137
"1431"	"TEK"	213	153	3.25546626856567	0.135763115423727	3.09034847098387	0.220342075725314
"1432"	"TELL"	146	220	4.06513140885773	0.173528895044244	5.05111188010806	0.551286499843987
"1433"	"TER"	366	NA	2.96347129382826	0.140969023461572	2.42313132665491	0.108512746355208
"1434"	"TES"	359	7	2.77964290304551	0.134528358398842	3.15748533104109	0.156110159683225
"1435"	"TESLA"	308	58	1.78656628557232	0.0544079276519789	2.93691176780712	0.154582387825786
"1436"	"TFL"	366	NA	2.84788992639141	0.138505205760659	3.87304952878284	0.209538672544469
"1437"	"TGC"	268	98	2.17628399929346	0.082763053380841	10.5421042222253	0.745113156359037
"1438"	"TGT"	271	95	3.80210573128362	0.203823200299632	4.90148589692068	0.293253637772948
"1439"	"THC"	366	NA	2.45353336737497	0.104899735116255	3.16619688009388	0.16421896168059
"1440"	"THNX"	NA	366	NA	NA	NA	NA
"1441"	"THS"	214	152	2.41460204847179	0.0891115529614023	3.31952634998021	0.217243546898134
"1442"	"TIA"	156	210	2.14430402790207	0.0834569486504713	2.39758500983895	0.104753425293989
"1443"	"TIC"	NA	366	9.28836290478351	0.595069776907394	3.09915309241678	0.160058922751412
"1444"	"TIE"	317	49	3.72200556789049	0.201216441544143	2.92115110886375	0.142015576439005
"1445"	"TIME"	366	NA	2.58335836253781	0.119012502410661	4.35566567232391	0.244088761117288
"1446"	"TIPS"	172	194	2.38360447967569	0.10284251104643	2.51395880053712	0.111308464740249
"1447"	"TIT"	105	261	3.05656409845985	0.113210127653203	2.67260418293354	0.278767363822257
"1448"	"TIX"	366	NA	3.05629655018899	0.150774978356788	4.81831973796075	0.284600749796981
"1449"	"TKN"	128	238	4.2526737237307	0.183851988957433	4.76091472327323	0.516601367351739
"1450"	"TKN*"	77	289	2.51412587015466	0.0816361957789229	1.78853177819169	0.168115539979631
"1451"	"TKR"	291	75	3.49679550741605	0.177439530258191	2.40329981201739	0.108266930997729
"1452"	"TKS"	366	NA	3.57049097640544	0.193209933243226	4.48575297230454	0.253551219833378
"1453"	"TMC"	NA	366	18.8985128572754	1.25622933039791	3.43344935939041	0.190602464025904
"1454"	"TME"	NA	366	17.7344552867512	1.18330468127249	3.37945779962122	0.184681742207204
"1455"	"TNT"	366	NA	2.87843036539674	0.137733196926969	3.76800775064925	0.206315116423267
"1456"	"TOA"	15	351	3.76495005567665	0.181920357561156	2.40886887364071	0.121256126324455
"1457"	"TODAY"	231	135	1.6853182473561	0.047518270785645	5.37927845214038	0.34839668720341
"1458"	"TOK"	360	6	3.85761863263475	0.216015664109028	3.85604122789756	0.206655890417486
"1459"	"TOKC"	297	69	2.11711854420374	0.106032199843437	3.00031924284293	0.125264849979329
"1460"	"TOM"	1	365	3.08553178373571	0.137815819453284	3.10706496652745	0.180018708945944
"1461"	"TOR"	NA	366	NA	NA	NA	NA
"1462"	"TOT"	110	256	2.71405663278739	0.0944990011430211	2.82087119678963	0.29934938076571
"1463"	"TPG"	178	188	1.62548294707066	0.0432655601390353	1.71684827780012	0.0572107208665479
"1464"	"TRA"	1	365	NA	NA	NA	NA
"1465"	"TRC"	33	333	1.89127245837646	0.0476405168216067	2.161049101589	0.29026227539725
"1466"	"TRCT"	345	21	3.42910089700159	0.179075693975765	3.7058775318218	0.200572987143153
"1467"	"TREE"	3	363	NA	NA	NA	NA
"1468"	"TRI"	332	34	2.96420869786938	0.142498676056375	7.97894128598403	0.526057492716578
"1469"	"TRIA"	142	224	1.80781410612777	0.0554809005917086	1.79183972749215	0.0638082636240771
"1470"	"TRICK"	63	303	2.60970825976828	0.0867896528496473	2.1166956895026	0.238080320953177
"1471"	"TRIG"	286	80	3.82158462170918	0.201029580588031	3.47571172167675	0.190439363205904
"1472"	"TRK"	353	13	3.09492129116371	0.153607081772983	3.18519808355179	0.162875048637469
"1473"	"TROLL"	354	12	3.25859093800864	0.162576933167689	3.20278106115778	0.16747434284378
"1474"	"TRST"	186	180	2.63039879548811	0.0976094226959106	3.40934572862376	0.258308975641543
"1475"	"TRUMP"	221	145	2.11163818117168	0.0817292645275188	1.93003656923647	0.0691290737709265
"1476"	"TRUST"	300	66	2.40828395755758	0.101899850872937	2.33627784276462	0.101013110126887
"1477"	"TRV"	5	361	3.30697294251418	0.160345703784623	2.82849110918305	0.145008777360914
"1478"	"TRX"	366	NA	3.05889593170425	0.155195120178459	2.44839539870069	0.105077646252597
"1479"	"TSC"	10	356	3.01254120656463	0.130453670389736	2.72578030729356	0.152538869765685
"1480"	"TSE"	113	253	4.01880499286337	0.168493264005952	4.61991340429492	0.539624829644407
"1481"	"TTC"	201	165	6.08684135193785	0.303455513866582	6.17220664164214	0.561004577352062
"1482"	"TUBE"	204	162	4.38355393130002	0.247429968550665	5.05291762802643	0.302929286321989
"1483"	"TUR"	139	227	1.73016672261301	0.0532528813929961	1.82587204458299	0.061901726847075
"1484"	"TWIST"	29	337	7.57506155206309	0.349955215319375	5.22961964789853	1.1730854243237
"1485"	"TWLV"	NA	366	NA	NA	NA	NA
"1486"	"TX"	366	NA	3.37786388797746	0.17625899820764	5.36706355708527	0.321944196754708
"1487"	"TZC"	364	2	2.05100688511473	0.0752641663148511	3.37638388452206	0.181726617608602
"1488"	"U"	87	279	2.93126531311629	0.35862696542874	4.20093381232842	0.174365975423767
"1489"	"UBC"	NA	366	3.19863164513265	0.155466734560463	3.35613536909488	0.182871570535828
"1490"	"UBIQ"	237	129	3.1168681596204	0.150439269353817	2.26988278744327	0.0979735840808482
"1491"	"UBQ"	366	NA	4.07074531863691	0.218228367226342	3.5755592551334	0.198708710546477
"1492"	"UBTC"	363	3	2.58729885944011	0.116386399206788	3.07425400023165	0.154605764903961
"1493"	"UET"	319	47	2.40949070331014	0.105943808864998	3.68828685693364	0.195544095423068
"1494"	"UETL"	6	360	3.49790065902748	0.184147679723809	3.91225256840004	0.215870522627107
"1495"	"UFO"	NA	366	17.3512504717548	1.15620800894576	3.26462320693186	0.175768849258692
"1496"	"UIS"	72	294	5.51349706335656	0.241601958644788	2.32551877314231	0.321485524141462
"1497"	"UKG"	366	NA	2.59574826655646	0.117961106172742	3.64658505117553	0.195641196521935
"1498"	"UMC"	4	362	NA	NA	NA	NA
"1499"	"UMO"	324	42	3.6650445681135	0.199194783395596	7.14725472956421	0.449531786781539
"1500"	"UNAT"	NA	366	17.7170591324892	1.18207458740796	3.36445898207398	0.183517608194778
"1501"	"UNB"	NA	366	NA	NA	NA	NA
"1502"	"UNC"	NA	366	NA	NA	NA	NA
"1503"	"UNF"	153	213	3.27942039389183	0.164502997251221	2.82374098697266	0.138257447421863
"1504"	"UNI"	231	135	5.59921610685432	0.279899378729467	6.01293635636068	0.511630674422098
"1505"	"UNIFY"	129	237	3.5597399159432	0.145854718203816	6.48306701700787	0.719961971134103
"1506"	"UNIQ"	NA	366	17.670533580926	1.18174279329788	3.30355781371285	0.178254655373655
"1507"	"UNIT"	331	35	2.35540117799636	0.100469019699145	2.39828343563451	0.103082822504471
"1508"	"UNITS"	98	268	3.26583011778535	0.12607416023204	1.59042890704086	0.0900395642067738
"1509"	"UNITY"	NA	366	3.25875367928971	0.159718004365582	3.34784274187047	0.182227937837856
"1510"	"UNO"	36	330	1.74103930309885	0.0397238762829872	1.63235513778432	0.149047535348482
"1511"	"UNRC"	255	111	2.81726515919967	0.114704759743147	3.22242803094478	0.207242482482406
"1512"	"UQC"	346	20	1.94577068447478	0.0699133807409021	2.2476122553485	0.0922261517057218
"1513"	"UR"	199	167	3.20212750003206	0.15196123450528	2.97605320557609	0.158210875814762
"1514"	"URO"	2	364	NA	NA	NA	NA
"1515"	"USC"	166	200	2.61203118956273	0.0914099025101929	2.81210529047849	0.244344227521903
"1516"	"USDE"	236	130	3.17266719002196	0.159737668704761	3.39563699774049	0.178066295695364
"1517"	"USDT"	366	NA	1.60388113989342	0.0396467391753338	2.84791868347311	0.159635860369429
"1518"	"UTC"	350	16	3.59191331692213	0.187055231405146	4.37972269473031	0.256216116271427
"1519"	"UTH"	NA	366	17.7296116608707	1.18296218520192	3.39707159574765	0.186048837919526
"1520"	"UTIL"	NA	366	17.4671574167779	1.164403867627	3.26912791552583	0.176118482453029
"1521"	"UTT"	336	30	4.32865931192251	0.250907136194762	3.55591514095926	0.185425573206253
"1522"	"VAL"	288	78	3.47650739136327	0.160528131248613	3.16701119958616	0.191538539266821
"1523"	"VAPOR"	157	209	1.96689563706071	0.068199559859358	2.10002322057156	0.0856366915768118
"1524"	"VDO"	NA	366	17.7463607129271	1.18414652203067	3.26672979351509	0.175932352087094
"1525"	"VEC2"	212	154	2.90477571145352	0.130207787048802	3.03449315441394	0.165019185394918
"1526"	"VEG"	60	306	5.01158735897674	0.215353292859754	5.56663990517061	1.04765904516731
"1527"	"VERSA"	NA	366	NA	NA	NA	NA
"1528"	"VET"	217	149	2.87502571443197	0.113068304855253	2.7688593796464	0.185426846597667
"1529"	"VIA"	366	NA	5.152881006886	0.302077643907929	3.77832310495257	0.208831552634608
"1530"	"VIB"	366	NA	5.50775202460306	0.329639475039546	4.30810333242916	0.247259252110717
"1531"	"VIBE"	366	NA	2.48453811713648	0.113194970233785	2.84647106709073	0.132568896726939
"1532"	"VIDZ"	155	211	2.4634953574735	0.0829872081985335	5.91959825336786	0.663358493159003
"1533"	"VIOR"	NA	366	3.21747548937144	0.157192669698208	3.36312243018906	0.182863903780282
"1534"	"VIP"	98	268	2.54785081608144	0.0858593151407754	4.07875695827597	0.48082105611468
"1535"	"VIRAL"	NA	366	NA	NA	NA	NA
"1536"	"VISIO"	102	264	7.24445274139527	0.349075520301119	3.21121488465247	0.326025848071986
"1537"	"VIVO"	365	1	3.7493395015865	0.207239262456026	2.51262110114488	0.109737068429586
"1538"	"VLT"	281	85	1.9361775066923	0.0613310276527861	3.64019388240169	0.22893384369071
"1539"	"VLTC"	NA	366	NA	NA	NA	NA
"1540"	"VMC"	NA	366	3.23712093920386	0.158188338644547	3.38957101589733	0.185466680020133
"1541"	"VOISE"	222	144	2.9993860247979	0.147798867837991	3.29198631828581	0.169428503921373
"1542"	"VOL"	158	208	1.82496704435008	0.0603275650346879	2.1511111683448	0.0860380882879588
"1543"	"VOLT"	177	189	1.76748929096166	0.0555335760773743	2.74224850863606	0.131701607883548
"1544"	"VOOT"	NA	366	3.22029513820377	0.156998574845941	3.36034052247127	0.183197953736203
"1545"	"VOYA"	148	218	1.89252791429087	0.0626431789653024	3.0307033683089	0.159056963405369
"1546"	"VPRC"	229	137	3.32516023916588	0.142564721323888	2.94544701196356	0.194544701196356
"1547"	"VRC"	366	NA	3.35297724056151	0.172528662019625	4.27316772691757	0.243967517971538
"1548"	"VRM"	366	NA	3.16726994253432	0.15764569147724	3.45542221767388	0.184560835698447
"1549"	"VRP*"	107	259	4.91763073870032	0.216645474885604	5.07489593451219	0.652505562941292
"1550"	"VRS"	352	14	2.62202814568439	0.144501752210839	3.09184718136403	0.13502815493723
"1551"	"VSL"	177	189	3.92887712777574	0.203081089687098	1.93320833672706	0.0742420689936731
"1552"	"VSX"	1	365	NA	NA	NA	NA
"1553"	"VTA"	NA	366	NA	NA	NA	NA
"1554"	"VTC"	366	NA	4.0140781525764	0.219241925153873	2.20987511734681	0.0909397826333188
"1555"	"VTL"	171	195	5.11068765874234	0.24222459323638	6.38661658293708	0.609914224860209
"1556"	"VTN"	77	289	2.63561475965027	0.0887036646564712	2.23282684653974	0.241777236437968
"1557"	"VTR"	202	164	2.68365555815539	0.115362177968644	3.58804426279537	0.209230977632924
"1558"	"VTX"	113	253	3.82871873437359	0.158130184482163	2.87455760896163	0.276388440790349
