"Date","Price","Open","High","Low","Change %"
"Sep 10, 2019","19.4980","19.5773","19.6135","19.4740","-0.39%"
"Sep 09, 2019","19.5742","19.5654","19.6137","19.4827","0.19%"
"Sep 06, 2019","19.5373","19.7473","19.7572","19.5180","-1.05%"
"Sep 05, 2019","19.7442","19.7232","19.7680","19.6135","0.13%"
"Sep 04, 2019","19.7186","19.9732","19.9937","19.7070","-1.27%"
"Sep 03, 2019","19.9732","20.1433","20.1645","19.9647","-0.87%"
"Sep 02, 2019","20.1477","20.0628","20.1610","20.0383","0.40%"
"Aug 30, 2019","20.0678","20.1456","20.2023","20.0143","-0.36%"
"Aug 29, 2019","20.1403","20.1075","20.2653","20.0473","0.18%"
"Aug 28, 2019","20.1042","19.9940","20.1298","19.9495","0.58%"
"Aug 27, 2019","19.9885","19.9388","20.0936","19.8835","0.28%"
"Aug 26, 2019","19.9333","19.9117","20.1190","19.8062","0.06%"
"Aug 23, 2019","19.9204","19.8276","19.9449","19.7605","0.48%"
"Aug 22, 2019","19.8251","19.6955","19.8556","19.6635","0.70%"
"Aug 21, 2019","19.6880","19.7617","19.7697","19.6355","-0.40%"
"Aug 20, 2019","19.7662","19.8600","19.8924","19.7215","-0.48%"
"Aug 19, 2019","19.8610","19.6643","19.9068","19.6103","1.02%"
"Aug 16, 2019","19.6604","19.6127","19.6939","19.5252","0.26%"
"Aug 15, 2019","19.6100","19.6760","19.7680","19.5840","-0.33%"
"Aug 14, 2019","19.6752","19.3690","19.7525","19.3632","1.54%"
"Aug 13, 2019","19.3773","19.6100","19.6852","19.3550","-1.17%"
"Aug 12, 2019","19.6064","19.3943","19.7743","19.3924","1.01%"
"Aug 09, 2019","19.4102","19.4154","19.5013","19.3810","-0.00%"
"Aug 08, 2019","19.4110","19.6309","19.6592","19.4045","-1.11%"
"Aug 07, 2019","19.6289","19.5824","19.7474","19.5324","0.28%"
"Aug 06, 2019","19.5744","19.6094","19.7380","19.5267","-0.21%"
"Aug 05, 2019","19.6165","19.3000","19.6810","19.2987","1.61%"
"Aug 02, 2019","19.3065","19.2398","19.3775","19.1962","0.36%"
"Aug 01, 2019","19.2373","19.1340","19.2828","19.1135","0.54%"
"Jul 31, 2019","19.1340","19.0625","19.1946","18.9512","0.37%"
"Jul 30, 2019","19.0635","19.0594","19.0920","19.0091","-0.00%"
"Jul 29, 2019","19.0638","19.0478","19.1376","19.0134","0.11%"
"Jul 26, 2019","19.0438","19.0238","19.1188","18.9905","0.13%"
"Jul 25, 2019","19.0200","19.0550","19.1350","18.9617","-0.21%"
"Jul 24, 2019","19.0595","19.1842","19.1965","19.0585","-0.61%"
"Jul 23, 2019","19.1774","19.0602","19.1970","19.0435","0.64%"
"Jul 22, 2019","19.0561","19.0350","19.0920","19.0030","0.14%"
"Jul 19, 2019","19.0304","18.9450","19.0575","18.9276","0.45%"
"Jul 18, 2019","18.9450","19.0565","19.1183","18.9368","-0.65%"
"Jul 17, 2019","19.0687","19.0923","19.1301","18.9943","-0.13%"
"Jul 16, 2019","19.0940","18.9780","19.1280","18.9530","0.62%"
"Jul 15, 2019","18.9756","18.9995","19.0030","18.9198","-0.07%"
"Jul 12, 2019","18.9880","19.0766","19.1324","18.9746","-0.46%"
"Jul 11, 2019","19.0764","19.1385","19.1773","19.0650","-0.33%"
"Jul 10, 2019","19.1400","19.1600","19.3200","19.1342","-0.08%"
"Jul 09, 2019","19.1550","18.9145","19.3405","18.8747","1.27%"
"Jul 08, 2019","18.9143","19.0180","19.0231","18.8582","-0.54%"
"Jul 05, 2019","19.0165","19.0060","19.0895","18.9622","0.06%"
"Jul 04, 2019","19.0055","19.0180","19.0275","18.9695","-0.06%"
"Jul 03, 2019","19.0175","19.0573","19.0943","19.0057","-0.18%"
"Jul 02, 2019","19.0513","19.1240","19.1265","19.0422","-0.39%"
"Jul 01, 2019","19.1258","19.1945","19.2146","19.0430","-0.51%"
"Jun 28, 2019","19.2237","19.1858","19.2475","19.1495","0.24%"
"Jun 27, 2019","19.1784","19.1275","19.1905","19.0860","0.27%"
"Jun 26, 2019","19.1273","19.2234","19.2593","19.1160","-0.51%"
"Jun 25, 2019","19.2260","19.2005","19.2795","19.1667","0.13%"
"Jun 24, 2019","19.2015","19.0965","19.2280","19.0797","0.39%"
"Jun 21, 2019","19.1266","19.0025","19.1710","18.9720","0.64%"
"Jun 20, 2019","19.0048","19.0272","19.0487","18.8972","-0.07%"
"Jun 19, 2019","19.0180","19.1235","19.2071","19.0106","-0.55%"
"Jun 18, 2019","19.1236","19.1821","19.1850","19.0495","-0.28%"
"Jun 17, 2019","19.1776","19.1455","19.2155","19.1205","0.10%"
"Jun 14, 2019","19.1587","19.2002","19.2375","19.1137","-0.20%"
"Jun 13, 2019","19.1965","19.1745","19.2172","19.1365","0.12%"
"Jun 12, 2019","19.1730","19.1320","19.2290","19.1020","0.22%"
"Jun 11, 2019","19.1318","19.2188","19.2432","19.0888","-0.44%"
"Jun 10, 2019","19.2171","19.2980","19.3226","19.1305","-2.04%"
"Jun 07, 2019","19.6180","19.6880","19.7961","19.5595","-0.36%"
"Jun 06, 2019","19.6894","19.5843","19.8395","19.5160","0.54%"
"Jun 05, 2019","19.5843","19.5652","19.6816","19.4722","0.10%"
"Jun 04, 2019","19.5648","19.7793","19.8381","19.5180","-1.08%"
"Jun 03, 2019","19.7793","19.6064","19.8875","19.6064","0.83%"
"May 31, 2019","19.6172","19.1427","19.8328","19.1403","2.48%"
"May 30, 2019","19.1425","19.1399","19.1743","19.0430","0.05%"
"May 29, 2019","19.1323","19.1976","19.2955","19.1295","-0.32%"
"May 28, 2019","19.1929","19.0540","19.2105","19.0324","0.69%"
"May 27, 2019","19.0605","19.0424","19.0792","19.0175","0.06%"
"May 24, 2019","19.0491","19.0452","19.1025","19.0005","0.03%"
"May 23, 2019","19.0430","18.9883","19.1080","18.9810","0.29%"
"May 22, 2019","18.9873","19.0059","19.0369","18.9295","-0.12%"
"May 21, 2019","19.0104","19.0692","19.1274","19.0021","-0.30%"
"May 20, 2019","19.0685","19.1735","19.1735","19.0650","-0.52%"
"May 17, 2019","19.1681","19.1240","19.2290","19.0938","0.22%"
"May 16, 2019","19.1259","19.0522","19.1390","18.9772","0.39%"
"May 15, 2019","19.0522","19.1510","19.2640","19.0112","-0.52%"
"May 14, 2019","19.1510","19.2200","19.2300","19.0989","-0.38%"
"May 13, 2019","19.2245","19.0905","19.2515","19.0905","0.64%"
"May 10, 2019","19.1029","19.2365","19.2852","19.0465","-0.68%"
"May 09, 2019","19.2340","19.0886","19.3275","19.0680","0.78%"
"May 08, 2019","19.0860","19.0370","19.1350","19.0080","0.28%"
"May 07, 2019","19.0325","18.9810","19.0905","18.9358","0.22%"
"May 06, 2019","18.9902","19.0033","19.1141","18.9402","0.36%"
"May 03, 2019","18.9230","19.1245","19.1805","18.9175","-1.04%"
"May 02, 2019","19.1220","19.0032","19.1485","18.9390","0.67%"
"May 01, 2019","18.9943","18.9432","18.9982","18.7862","0.25%"
"Apr 30, 2019","18.9477","19.0208","19.0885","18.9247","-0.35%"
"Apr 29, 2019","19.0140","18.9291","19.0405","18.8953","0.39%"
"Apr 26, 2019","18.9407","19.0238","19.1153","18.9011","-0.43%"
"Apr 25, 2019","19.0225","19.0766","19.2035","19.0125","-0.24%"
"Apr 24, 2019","19.0683","18.8998","19.0920","18.8977","0.87%"
"Apr 23, 2019","18.9047","18.8215","18.9905","18.8144","0.42%"
"Apr 22, 2019","18.8258","18.7678","18.8615","18.7476","0.31%"
"Apr 19, 2019","18.7671","18.8045","18.8322","18.7493","-0.19%"
"Apr 18, 2019","18.8031","18.8207","18.9139","18.7513","-0.13%"
"Apr 17, 2019","18.8278","18.8705","18.8870","18.7925","-0.23%"
"Apr 16, 2019","18.8720","18.8553","19.0010","18.8405","0.08%"
"Apr 15, 2019","18.8562","18.7614","18.9058","18.7493","0.52%"
"Apr 12, 2019","18.7583","18.8335","18.8755","18.7494","-0.40%"
"Apr 11, 2019","18.8335","18.8185","18.9285","18.8124","0.09%"
"Apr 10, 2019","18.8165","18.9330","18.9500","18.8100","-0.61%"
"Apr 09, 2019","18.9312","18.9605","18.9838","18.8887","-0.19%"
"Apr 08, 2019","18.9675","19.0755","19.1367","18.9135","-0.56%"
"Apr 05, 2019","19.0738","19.1367","19.1635","19.0435","-0.38%"
"Apr 04, 2019","19.1474","19.2139","19.2822","19.1280","-0.38%"
"Apr 03, 2019","19.2200","19.2375","19.2600","19.1130","-0.04%"
"Apr 02, 2019","19.2280","19.1400","19.2610","19.0675","0.44%"
"Apr 01, 2019","19.1440","19.3770","19.3867","19.1360","-1.47%"
"Mar 29, 2019","19.4290","19.3435","19.4875","19.2705","0.45%"
"Mar 28, 2019","19.3425","19.3650","19.4505","19.3025","-0.10%"
"Mar 27, 2019","19.3625","19.1105","19.3875","19.1025","1.34%"
"Mar 26, 2019","19.1060","19.0150","19.1330","18.9930","0.46%"
"Mar 25, 2019","19.0188","19.1002","19.1602","18.9883","-0.39%"
"Mar 22, 2019","19.0940","18.8600","19.1885","18.8435","1.23%"
"Mar 21, 2019","18.8621","18.8242","18.9305","18.7715","0.18%"
"Mar 20, 2019","18.8287","19.0143","19.0297","18.7425","-0.98%"
"Mar 19, 2019","19.0141","19.0505","19.0777","18.9795","-0.22%"
"Mar 18, 2019","19.0562","19.2013","19.2335","19.0416","-0.79%"
"Mar 15, 2019","19.2071","19.3210","19.3259","19.1842","-0.58%"
"Mar 14, 2019","19.3185","19.2760","19.3773","19.2715","0.18%"
"Mar 13, 2019","19.2833","19.3490","19.3750","19.2595","-0.34%"
"Mar 12, 2019","19.3495","19.3961","19.4194","19.2363","-0.26%"
"Mar 11, 2019","19.4007","19.4969","19.5261","19.3798","-0.48%"
"Mar 08, 2019","19.4938","19.5505","19.6115","19.4575","-0.29%"
"Mar 07, 2019","19.5506","19.3557","19.6219","19.3272","0.96%"
"Mar 06, 2019","19.3650","19.2475","19.4062","19.2448","0.61%"
"Mar 05, 2019","19.2475","19.2910","19.3227","19.2075","-0.25%"
"Mar 04, 2019","19.2963","19.2743","19.3884","19.2708","0.15%"
"Mar 01, 2019","19.2676","19.2922","19.3479","19.2533","-0.08%"
"Feb 28, 2019","19.2825","19.1720","19.3250","19.1550","0.58%"
"Feb 27, 2019","19.1720","19.1803","19.2712","19.1510","-0.02%"
"Feb 26, 2019","19.1755","19.1380","19.2295","19.1095","0.22%"
"Feb 25, 2019","19.1335","19.1500","19.2475","19.0272","-0.07%"
"Feb 22, 2019","19.1470","19.2960","19.3127","19.1052","-0.73%"
"Feb 21, 2019","19.2885","19.2175","19.3335","19.1692","0.36%"
"Feb 20, 2019","19.2190","19.1440","19.2372","19.1315","0.39%"
"Feb 19, 2019","19.1440","19.2455","19.3030","19.1227","-0.53%"
"Feb 18, 2019","19.2455","19.2562","19.2905","19.2025","0.01%"
"Feb 15, 2019","19.2427","19.2603","19.4275","19.2145","-0.11%"
"Feb 14, 2019","19.2635","19.4380","19.4795","19.2512","-0.88%"
"Feb 13, 2019","19.4355","19.2585","19.4585","19.2170","0.93%"
"Feb 12, 2019","19.2556","19.3040","19.3211","19.2075","-0.25%"
"Feb 11, 2019","19.3037","19.0583","19.3350","19.0580","1.18%"
"Feb 08, 2019","19.0778","19.0822","19.1427","19.0278","-0.09%"
"Feb 07, 2019","19.0950","19.1075","19.1903","19.0410","-0.07%"
"Feb 06, 2019","19.1075","19.0340","19.1753","19.0340","0.37%"
"Feb 05, 2019","19.0363","19.1109","19.1322","19.0225","-0.40%"
"Feb 04, 2019","19.1119","19.0987","19.1877","19.0195","0.04%"
"Feb 01, 2019","19.1040","19.1150","19.1942","19.0650","-0.01%"
"Jan 31, 2019","19.1063","19.1285","19.1627","18.9685","-0.14%"
"Jan 30, 2019","19.1330","18.9999","19.2200","18.9821","0.73%"
"Jan 29, 2019","18.9945","19.0507","19.0710","18.9665","-0.24%"
"Jan 28, 2019","19.0410","18.9830","19.0870","18.9640","0.28%"
"Jan 25, 2019","18.9872","19.0242","19.0367","18.8845","-0.16%"
"Jan 24, 2019","19.0185","19.0246","19.0886","18.9477","-0.06%"
"Jan 23, 2019","19.0299","19.1755","19.1775","19.0273","-0.72%"
"Jan 22, 2019","19.1687","19.1595","19.2409","19.0980","0.01%"
"Jan 21, 2019","19.1668","19.0772","19.2177","19.0664","0.44%"
"Jan 18, 2019","19.0825","19.0156","19.1550","18.9704","0.34%"
"Jan 17, 2019","19.0181","18.8948","19.1275","18.8785","0.67%"
"Jan 16, 2019","18.8920","18.9940","19.0576","18.8860","-0.55%"
"Jan 15, 2019","18.9961","18.9813","19.0976","18.9521","0.06%"
"Jan 14, 2019","18.9838","19.1397","19.2131","18.9632","-0.82%"
"Jan 11, 2019","19.1411","19.1332","19.2002","19.0632","0.06%"
"Jan 10, 2019","19.1288","19.2296","19.2740","19.1227","-0.50%"
"Jan 09, 2019","19.2245","19.3486","19.3785","19.1971","-0.73%"
"Jan 08, 2019","19.3655","19.3625","19.4432","19.2852","0.02%"
"Jan 07, 2019","19.3619","19.4191","19.4832","19.2937","-0.30%"
"Jan 04, 2019","19.4205","19.6225","19.6723","19.3667","-1.06%"
"Jan 03, 2019","19.6295","19.5700","19.6788","19.5515","0.30%"
"Jan 02, 2019","19.5708","19.6513","19.7293","19.5343","-0.41%"
"Jan 01, 2019","19.6513","19.6513","19.6546","19.6462","0.02%"
"Dec 31, 2018","19.6478","19.6585","19.7175","19.6197","-0.06%"
"Dec 28, 2018","19.6590","19.6760","19.7549","19.6080","-0.09%"
"Dec 27, 2018","19.6758","19.9078","19.9580","19.6247","-1.16%"
"Dec 26, 2018","19.9067","19.9184","19.9727","19.8407","-0.06%"
"Dec 25, 2018","19.9192","19.8771","19.9285","19.8717","0.22%"
"Dec 24, 2018","19.8750","19.9395","19.9695","19.8190","-0.39%"
"Dec 21, 2018","19.9525","19.9011","20.0425","19.8485","0.34%"
"Dec 20, 2018","19.8845","20.1175","20.1525","19.8122","-1.15%"
"Dec 19, 2018","20.1160","20.0800","20.1736","19.9530","0.18%"
"Dec 18, 2018","20.0800","20.0780","20.1980","20.0360","0.01%"
"Dec 17, 2018","20.0775","20.2375","20.2475","20.0635","-0.81%"
"Dec 14, 2018","20.2406","20.3181","20.5386","20.1971","-0.37%"
"Dec 13, 2018","20.3155","20.0750","20.3357","20.0565","1.18%"
"Dec 12, 2018","20.0795","20.2085","20.2257","19.9890","-0.63%"
"Dec 11, 2018","20.2060","20.3110","20.3530","20.1555","-0.51%"
"Dec 10, 2018","20.3100","20.2675","20.4075","20.2042","0.21%"
"Dec 07, 2018","20.2668","20.3563","20.4313","20.1733","-0.42%"
"Dec 06, 2018","20.3520","20.5020","20.6618","20.3092","-0.73%"
"Dec 05, 2018","20.5020","20.5155","20.6239","20.4145","-0.06%"
"Dec 04, 2018","20.5135","20.3640","20.5560","20.2355","0.74%"
"Dec 03, 2018","20.3625","20.4055","20.4139","20.0130","-0.21%"
"Nov 30, 2018","20.4052","20.2443","20.4595","20.2243","0.82%"
"Nov 29, 2018","20.2400","20.2960","20.3566","20.1610","-0.28%"
"Nov 28, 2018","20.2963","20.4783","20.5209","20.2010","-0.89%"
"Nov 27, 2018","20.4782","20.6205","20.6365","20.4075","-0.68%"
"Nov 26, 2018","20.6175","20.4015","20.6345","20.3354","1.02%"
"Nov 23, 2018","20.4100","20.3180","20.4530","20.2930","0.48%"
"Nov 22, 2018","20.3125","20.2460","20.3530","20.1930","0.33%"
"Nov 21, 2018","20.2460","20.3590","20.4070","20.1660","-0.56%"
"Nov 20, 2018","20.3590","20.3770","20.5474","20.2900","-0.10%"
"Nov 19, 2018","20.3795","20.1747","20.4310","20.1125","1.14%"
"Nov 16, 2018","20.1507","20.2338","20.3920","20.0708","-0.40%"
"Nov 15, 2018","20.2320","20.4130","20.4534","20.1967","-0.87%"
"Nov 14, 2018","20.4100","20.4985","20.5429","20.3110","-0.41%"
"Nov 13, 2018","20.4930","20.3620","20.5870","20.2673","0.62%"
"Nov 12, 2018","20.3675","20.1449","20.3815","20.0850","1.13%"
"Nov 09, 2018","20.1404","20.1960","20.4120","20.0480","-0.28%"
"Nov 08, 2018","20.1963","19.8645","20.2213","19.8095","1.63%"
"Nov 07, 2018","19.8715","19.7315","19.9095","19.5765","0.74%"
"Nov 06, 2018","19.7255","19.8845","19.9682","19.7135","-0.81%"
"Nov 05, 2018","19.8875","20.0290","20.1436","19.8670","-0.73%"
"Nov 02, 2018","20.0335","20.1575","20.2282","19.8997","-0.61%"
"Nov 01, 2018","20.1565","20.3380","20.3466","20.0360","-0.90%"
"Oct 31, 2018","20.3397","20.0493","20.4803","20.0113","1.43%"
"Oct 30, 2018","20.0520","20.0650","20.1531","19.9054","-0.05%"
"Oct 29, 2018","20.0622","19.3612","20.1202","19.3392","3.62%"
"Oct 26, 2018","19.3615","19.4955","19.6221","19.3305","-0.66%"
"Oct 25, 2018","19.4905","19.6005","19.6147","19.3885","-0.60%"
"Oct 24, 2018","19.6091","19.3051","19.6391","19.2600","1.61%"
"Oct 23, 2018","19.2975","19.4075","19.4697","19.2535","-0.57%"
"Oct 22, 2018","19.4085","19.2660","19.4090","19.2175","0.73%"
"Oct 19, 2018","19.2670","19.1590","19.3500","19.0847","0.59%"
"Oct 18, 2018","19.1545","18.8770","19.1919","18.8485","1.45%"
"Oct 17, 2018","18.8800","18.7600","18.8980","18.7500","0.68%"
"Oct 16, 2018","18.7520","18.8335","18.9037","18.7262","-0.48%"
"Oct 15, 2018","18.8425","18.8670","18.9023","18.7765","-0.09%"
"Oct 12, 2018","18.8590","18.9863","18.9915","18.8435","-0.63%"
"Oct 11, 2018","18.9795","19.1565","19.1847","18.9365","-0.93%"
"Oct 10, 2018","19.1576","19.0400","19.1770","18.9698","0.62%"
"Oct 09, 2018","19.0400","18.9400","19.0770","18.9090","0.51%"
"Oct 08, 2018","18.9425","18.8237","18.9606","18.7495","0.62%"
"Oct 05, 2018","18.8255","19.1040","19.1360","18.8035","-1.44%"
"Oct 04, 2018","19.1005","19.0395","19.2035","18.9555","0.29%"
"Oct 03, 2018","19.0450","18.7943","19.0472","18.7105","1.33%"
"Oct 02, 2018","18.7955","18.7095","18.8692","18.7002","0.42%"
"Oct 01, 2018","18.7176","18.7180","18.7504","18.5040","-0.00%"
"Sep 28, 2018","18.7184","18.7894","18.8832","18.6744","-0.35%"
"Sep 27, 2018","18.7843","18.8295","18.9550","18.7465","-0.31%"
"Sep 26, 2018","18.8430","19.0005","19.0660","18.8065","-0.78%"
"Sep 25, 2018","18.9920","18.9685","19.0423","18.9236","0.12%"
"Sep 24, 2018","18.9685","18.8167","18.9714","18.8025","0.73%"
"Sep 21, 2018","18.8315","18.8302","18.9424","18.7835","0.02%"
"Sep 20, 2018","18.8280","18.7830","18.8982","18.7100","0.28%"
"Sep 19, 2018","18.7760","18.8083","18.8247","18.6790","-0.16%"
"Sep 18, 2018","18.8068","18.8335","18.9223","18.7262","-0.17%"
"Sep 17, 2018","18.8380","18.8807","18.9178","18.8015","-0.27%"
"Sep 14, 2018","18.8882","18.8364","18.9270","18.7700","0.29%"
"Sep 13, 2018","18.8335","19.0178","19.0612","18.7890","-0.97%"
"Sep 12, 2018","19.0177","19.1867","19.2299","19.0138","-0.88%"
"Sep 11, 2018","19.1870","19.2715","19.3830","19.1497","-0.44%"
"Sep 10, 2018","19.2715","19.3257","19.3672","19.2417","-0.27%"
"Sep 07, 2018","19.3240","19.1852","19.3600","19.1250","0.74%"
"Sep 06, 2018","19.1830","19.3413","19.4485","19.1510","-0.83%"
"Sep 05, 2018","19.3427","19.4043","19.6909","19.3158","-0.31%"
"Sep 04, 2018","19.4035","19.1927","19.4844","19.1827","1.10%"
"Sep 03, 2018","19.1927","19.0730","19.2859","19.0730","0.56%"
"Aug 31, 2018","19.0850","19.1090","19.2880","19.0510","-0.15%"
"Aug 30, 2018","19.1135","18.9550","19.2050","18.9320","0.83%"
"Aug 29, 2018","18.9554","19.0825","19.1981","18.9435","-0.66%"
"Aug 28, 2018","19.0822","18.7703","19.1262","18.7123","1.69%"
"Aug 27, 2018","18.7655","18.8942","18.8954","18.6060","-0.77%"
"Aug 24, 2018","18.9115","19.0227","19.0685","18.7914","-0.51%"
"Aug 23, 2018","19.0090","18.7258","19.0154","18.7188","1.50%"
"Aug 22, 2018","18.7287","18.9532","18.9847","18.7165","-1.20%"
"Aug 21, 2018","18.9562","19.0042","19.0210","18.8040","-0.26%"
"Aug 20, 2018","19.0050","18.8775","19.0950","18.8547","0.59%"
"Aug 17, 2018","18.8935","18.9785","19.1597","18.8355","-0.47%"
"Aug 16, 2018","18.9820","19.1257","19.2045","18.9245","-0.81%"
"Aug 15, 2018","19.1373","18.8819","19.3027","18.8507","1.35%"
"Aug 14, 2018","18.8826","19.1250","19.1615","18.8517","-1.24%"
"Aug 13, 2018","19.1200","18.9138","19.3829","18.9138","1.11%"
"Aug 10, 2018","18.9100","18.6985","19.0800","18.6840","1.16%"
"Aug 09, 2018","18.6928","18.4773","18.7172","18.4453","1.20%"
"Aug 08, 2018","18.4711","18.4572","18.5750","18.4110","0.08%"
"Aug 07, 2018","18.4571","18.5162","18.5542","18.4013","-0.33%"
"Aug 06, 2018","18.5190","18.5577","18.6282","18.4650","-0.19%"
"Aug 03, 2018","18.5540","18.6480","18.7137","18.5380","-0.52%"
"Aug 02, 2018","18.6505","18.5905","18.7661","18.5790","0.34%"
"Aug 01, 2018","18.5880","18.6500","18.7164","18.5600","-0.32%"
"Jul 31, 2018","18.6480","18.5430","18.6763","18.5120","0.59%"
"Jul 30, 2018","18.5395","18.6300","18.6570","18.4935","-0.48%"
"Jul 27, 2018","18.6283","18.6310","18.6773","18.5325","0.01%"
"Jul 26, 2018","18.6259","18.6713","18.7492","18.5813","-0.22%"
"Jul 25, 2018","18.6676","18.8780","18.9042","18.6660","-1.13%"
"Jul 24, 2018","18.8805","18.8885","18.9662","18.8007","-0.01%"
"Jul 23, 2018","18.8820","19.0200","19.1710","18.8565","-0.75%"
"Jul 20, 2018","19.0240","19.0535","19.1550","18.9060","-0.15%"
"Jul 19, 2018","19.0535","18.8945","19.1725","18.8595","0.83%"
"Jul 18, 2018","18.8965","18.8893","19.0450","18.8060","0.04%"
"Jul 17, 2018","18.8893","18.8190","18.9578","18.8090","0.37%"
"Jul 16, 2018","18.8200","18.8980","18.9228","18.7831","-0.38%"
