date,BTC,INNBCL,ETH,XRP,BCH,BSV,LTC,EOS,BNB,XTZ,TAGZ5,XLM,LINK,ADA,XMR,LEO,TRX,HT,CRO,STO,DASH,ETC,MIN,HEDG,NEO,ATOM,MIOTA,HEX,ZEC,XEM,MKR,INO,ONT,OKB,DOGE,FTT,BAT,PAX,VET,ELAMA,PLF,DGB,BTG,MWC,CCXX,ZRX,HYN,INB,DCR,TNC,THETA,OMG,DNA,ICX
2019-01-01,67098634181,NA,14665318370,14880496658,2892087608,1616381095,1913387274,2413813876,794641454,288374540,NA,2221377985,104779850,1103113660,807214007,NA,1303479300,55484821,31807520,NA,692537857,560395114,NA,NA,511301111,NA,1026158621,NA,333412878,595065819,336000438,4000795,176798158,NA,281442717,NA,160462113,142588094,229862439,NA,NA,120877893,235896245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-02,68849856732,NA,16150049902,15307691624,3014732747,1664647783,2000859669,2616899859,809466354,294826017,NA,2286718690,110771092,1173420170,872187905,NA,1347509926,57809725,32357549,NA,717906996,583194524,NA,NA,524970059,NA,1097094206,NA,342252065,604254087,361862964,4066180,187817527,NA,283171751,NA,166002492,139176073,234644707,NA,NA,121425553,235776178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-03,66994920903,NA,15536849936,14695011676,2843455670,1555333447,1917129494,2430015632,772178241,292890866,NA,2181193935,128091007,1106608705,831627236,NA,1338612807,54624223,36489547,NA,691215796,546424216,NA,0,499150574,NA,1054090622,NA,326191639,583754024,365544044,3939450,176569460,NA,277679885,NA,161067783,132718599,224651393,NA,NA,122163947,227023505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-04,67368333500,NA,16107068093,14553198221,2832257307,1537922018,1940204515,2466477575,793315820,293434817,NA,2210639452,153011387,1135911589,845363922,NA,1432220061,54664240,37310086,NA,694238320,563663345,NA,0,496248313,NA,1048052161,NA,327191560,585099826,363017440,3972974,177931636,NA,272494770,NA,169112062,131211457,227022231,NA,NA,123077483,227317791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-05,67157570935,NA,16219974745,14493133457,2815113500,1553493902,2092365506,2446379263,793368779,293553472,NA,2185438333,138581888,1158975656,833735767,NA,1485654797,54711985,32720969,NA,689352809,551144090,NA,0,509909060,NA,1027165541,NA,325609492,581589546,370589251,3921023,182667722,NA,272996564,NA,166939507,132606089,225920130,NA,NA,122981919,226876862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-06,71206795853,NA,16442429109,15028369642,2928444441,1586212000,2354185201,2605701211,836589632,294229729,NA,2306881891,138953564,1277183981,916301118,NA,1533052180,55958841,31379187,NA,734199904,590704005,NA,0,561765113,NA,1058789309,NA,346091701,599643071,379720591,4062772,190478731,NA,274056601,NA,172018992,132866268,240682223,NA,NA,134047292,241259441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-07,70316305580,NA,15814868678,14863201414,2830470728,1558437547,2265284886,2508645599,822912212,292464195,NA,2361236045,131765950,1244393599,882076445,NA,1572854360,54851880,40926845,NA,713013313,527734652,NA,0,550617746,NA,1022211263,NA,341541524,585145475,358796725,3962193,182859134,NA,269018283,NA,168510053,130340827,231586621,NA,NA,137580126,233569353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-08,70422743854,NA,15677889902,14902699115,2842511735,1537424564,2366141319,2535297817,868514466,294627647,NA,2359368084,148469448,1258115426,887562333,NA,1755126352,55388706,36003158,NA,698952596,535588392,NA,0,596424505,NA,1009221591,NA,342680358,578840193,356292880,3981923,187067901,NA,267977607,NA,172021493,132005458,243013235,NA,NA,130512404,235316853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-09,70508733459,NA,15726845711,15130140419,2810697903,1528138561,2337068756,2639474098,868710100,301279460,NA,2371931754,140631739,1352599204,880188905,NA,1893889900,55857202,36632283,NA,734366601,535176559,NA,0,598094197,NA,1026784852,NA,341274408,582601231,358682398,3983509,233735511,NA,266854314,NA,173207299,131797197,264492240,NA,NA,130427402,234088017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-10,64288932886,NA,13416263931,13652158155,2369927478,1333024139,2030671878,2207725769,773798122,275090901,NA,2101578736,124111323,1154512658,759671153,NA,1722582542,52209739,33537501,NA,631644094,476113076,NA,0,517924325,NA,869193282,NA,310238477,507750826,318642020,3873270,193238052,NA,251103615,NA,153411385,132657226,225613575,NA,NA,113813711,213422929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-11,64443301117,NA,13306214134,13662512032,2312246613,1317511207,1938944919,2190332346,794650511,273226269,NA,2052863209,155467564,1144607284,764824281,NA,1674709540,53061200,33826415,NA,631783615,482020404,NA,0,516504205,NA,876593512,NA,318106794,524853900,317472269,3878886,207411461,NA,250754770,NA,158495713,133976728,222129977,NA,NA,114681305,217448460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-12,63994140882,NA,13143426379,13494075804,2360139637,1454135673,1942860854,2199816780,781782829,258048387,NA,2042010171,144285540,1133124203,751516993,NA,1566205165,53628197,33647518,NA,630439544,490214580,NA,0,503879545,NA,872135457,NA,317865487,516212678,316509191,3823844,200523398,NA,253082186,NA,160541923,133983809,222935969,NA,NA,114426273,214358890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-13,62106461671,NA,12199288487,13045216854,2219291825,1360198445,1820214944,2048265249,728389539,239778739,NA,1981659222,155491200,1043328640,719835397,NA,1418916138,52860908,32744580,NA,601912036,456169750,NA,0,468999891,NA,818882842,NA,300317100,493580947,308094622,3739087,186459074,NA,246733656,NA,147450975,133829058,209906510,NA,NA,106562596,207228484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-14,64789619995,NA,13471754802,13697899741,2353563604,1411712392,1942198294,2246640413,805629865,253106093,NA,2097196130,169981024,1142310312,766658180,NA,1710959699,53186363,31993483,NA,625302585,467966585,NA,0,517575816,NA,860486211,NA,319245245,522324346,337951853,3827889,198281161,NA,257213741,NA,154109966,138131373,224223809,NA,NA,114885199,214777653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-15,63477817959,NA,12739543688,13427555274,2257176864,1360428517,1891520613,2178230225,774207426,247829979,NA,2021440021,181578132,1109941703,750562256,NA,1636805583,52957050,31267995,NA,606097142,452615817,NA,0,495444729,NA,846537475,NA,306942775,505899173,310529167,3726175,191635848,NA,248720213,NA,149357270,140506943,217906652,NA,NA,113741767,208907673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-16,63909348776,NA,12899812275,13531060365,2269508449,1373822193,1910976281,2218016458,799081409,258124771,NA,2044510226,174080781,1160927551,772411706,NA,1678251865,53280563,31206288,NA,611007487,463653575,NA,0,502841001,NA,849955196,NA,303024377,510792669,325556131,3785252,202866186,NA,251931605,NA,153327911,134903982,221473436,NA,NA,111145360,210092653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-17,64327048255,NA,12922347330,13516769990,2302882084,1371508266,1915371847,2279567084,829026635,259413304,NA,2074534041,169054158,1174964368,763695184,NA,1687652402,53176567,31933521,NA,620807031,486673703,NA,0,510252346,NA,874630769,NA,311361075,514919425,335919514,3695788,203158120,NA,246798932,NA,158879790,138759638,236373282,NA,NA,115143603,205230866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-18,63970991867,NA,12639234713,13308451031,2257476672,1334911206,1881176121,2238137993,847783881,265593204,NA,2043394276,175256028,1148980462,754975899,NA,1653057364,53185070,31505692,NA,614067356,471913768,NA,0,501264109,NA,871454889,NA,305008550,512174232,331411590,3732009,197166658,NA,248304914,NA,154910505,137296316,226035211,NA,NA,109329908,195229870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-19,65214103659,NA,13007954846,13584427086,2288428149,1362577707,1956101651,2253727490,857137442,265690163,NA,2071773680,172014468,1186172183,773381169,NA,1637519380,52911290,31922255,NA,634435314,473795324,NA,0,525169067,NA,880184030,NA,312019334,519820232,342882055,3812635,201509984,NA,253903206,NA,159631251,142078525,229468602,NA,NA,113178291,201142852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-20,62990143284,NA,12483136112,13181215054,2177598900,1324247115,1873953844,2145396773,838848751,260283695,NA,2002863078,171542899,1127226431,738232143,NA,1591020870,52844355,31133652,NA,599612574,461528744,NA,0,493449297,NA,839047167,NA,303596293,503473664,325636995,3756041,194218876,NA,249843275,NA,153471388,142533369,222470882,NA,NA,108310376,195852059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-21,62559869612,NA,12242940197,13165341827,2159253905,1318537239,1876573922,2132530758,846490209,257267880,NA,1977567464,176194054,1113231795,746108403,NA,1707046433,52666408,30374551,NA,599881626,463342096,NA,0,492617156,NA,840241056,NA,301304915,503711722,313040054,3726472,189710594,NA,247737175,NA,150274688,140676736,229017737,NA,NA,106608774,194860400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-22,63065139424,NA,12410972241,13112032408,2258084781,1334760515,1905392084,2218376062,842637433,257508560,NA,1991464324,189117145,1129838202,768696101,NA,1758703939,52848814,30026543,NA,615524471,466089467,NA,0,500896220,NA,855271387,NA,302346786,507181330,330383708,3748068,196515040,NA,242632498,NA,152243513,138484083,253317355,NA,NA,109036036,196151261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-23,62731361272,NA,12277481872,12988961767,2326546174,1328070050,1924964952,2211327785,844988795,258393550,NA,1962267842,178491610,1112274745,751394884,NA,1770223608,52374849,29991182,NA,610130559,463718877,NA,0,492474942,NA,826053071,NA,301625446,501079737,334295653,3733894,193673577,NA,240979399,NA,150678090,136535608,243483582,NA,NA,106107203,195310733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-24,63014066012,NA,12269992351,13034332606,2275366585,1310384265,1971999182,2223251406,840388816,254893227,NA,1955266764,176484747,1115551802,766615025,NA,1793718654,52581685,29709599,NA,627345653,464424611,NA,0,502977301,NA,823456596,NA,307284070,505366054,344056598,3750659,194013867,NA,240547776,NA,152425626,140116187,244570928,NA,NA,109144149,195832544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-25,63000985908,NA,12168932300,13016563843,2257551746,1314264147,1984872676,2224514134,870297268,252022887,NA,1950045412,167842286,1106850088,785243218,NA,1784252872,52801167,31164346,NA,634060854,469223073,NA,0,493431170,NA,805609804,NA,303608658,499941300,341611137,3739208,200012640,NA,249905438,NA,157803734,137262593,241034601,NA,NA,106630283,195526996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-26,63054898963,NA,12182338148,12935008078,2236142032,1300987710,1995530698,2207520178,905076469,249338320,NA,1916958809,165252211,1105756797,765948361,NA,1910371481,52413880,32083457,NA,637016967,464384473,NA,0,489725391,NA,796838205,NA,301440836,491958643,327650905,3731860,198844632,NA,245748560,NA,155248996,136284416,242701241,NA,NA,106804459,194419041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-27,62737274093,NA,11861671822,12737591539,2161816591,1263392931,1962484749,2153656962,915621569,244315648,NA,1846070963,151812147,1067363755,780207473,NA,1951984411,51923934,32323488,NA,613474381,458658539,NA,0,482255538,NA,767212409,NA,297182004,474438962,315345642,3718222,195824327,NA,239272756,NA,152810401,136081435,230992788,NA,NA,104213978,190887666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-28,60756570314,NA,11150461958,12137576987,1978985766,1143281253,1878928921,2039338985,801686639,230091268,NA,1684840922,144721540,1005243462,730286575,NA,1792414630,46198041,29402643,NA,585522248,425666671,NA,0,453945209,NA,715214732,NA,285019527,432359440,290250826,3664698,182319684,NA,229396886,NA,139013612,134545279,218186086,NA,NA,100956338,168980347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-29,60371874099,NA,11048347342,11919217295,1954462937,1117891185,1873246050,2062804208,798520266,226568540,NA,1608586311,159332250,991726129,732410825,NA,1822610017,45927127,31191633,NA,586660032,422731478,NA,0,458435139,NA,708076486,NA,282285735,424037347,286824823,3548519,177413871,NA,227482733,NA,140780579,132074842,216610838,NA,NA,97901171,172871250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-30,61044262622,NA,11396282341,13191291588,2082944610,1167863935,1923945742,2118810978,797597771,230654150,NA,1641391038,149425068,1028152445,741813802,NA,1819292450,47707861,32042135,NA,595813352,434018071,NA,0,462269051,NA,731563929,NA,287864129,424252008,276171125,3617947,180210401,NA,231532343,NA,142454291,130367487,223915159,NA,NA,102459744,180218735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-31,60553903927,NA,11204735502,12762148539,2020317794,1125734365,1907587556,2103041931,809728264,230219585,NA,1583825650,135691624,994926538,731848375,NA,1695281545,46710150,32009653,NA,587415758,426751342,NA,0,450552499,NA,718159503,NA,283972644,363002865,268918524,3597950,173856502,NA,227283335,NA,139859040,128894022,216756030,NA,NA,99362194,174477166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-01,61088747491,NA,11263815610,12699646520,2051265822,1132412159,1978856939,2120782711,847729319,232392407,NA,1602022106,146742214,1002816588,732932071,NA,1751407526,46917872,31541811,NA,580896463,426539329,NA,0,457113160,NA,720086990,NA,282886028,368880644,269420070,3605130,176493386,NA,226308067,NA,137338884,125331635,217801451,NA,NA,100892395,176150058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-02,61675119055,NA,11560765573,12798226062,2143595618,1157197654,2073872814,2203259244,890238048,231480460,NA,1592632515,145224462,1019386721,727418402,NA,1740803993,48163339,31809318,NA,585201223,432377777,NA,0,469944267,NA,717716151,NA,287047254,369403167,277427317,3651448,179253083,NA,228611251,NA,138816119,124226620,219142902,NA,NA,100241679,175676609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-03,60681847608,NA,11254870706,12445862137,2091663603,1121559772,2016740848,2152844813,870405723,226988236,NA,1559217083,138649652,985988168,719406512,NA,1696159966,46666665,32696144,NA,576039391,423399621,NA,0,456476196,NA,693384830,NA,281236962,353382892,274435056,3579475,174365401,NA,224849259,NA,136274766,123568534,214289699,NA,NA,98739880,171542882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-04,60603083461,NA,11290969364,12358907415,2097108276,1109053713,2057598930,2175307282,917210595,224756073,NA,1528223880,138058129,981529402,717705755,NA,1803954239,46618002,32392386,NA,577259676,420580245,NA,0,460594124,NA,702187832,NA,282399307,348795397,296842709,3579436,173520398,NA,223945017,NA,134264851,122969514,212240113,NA,NA,100047666,171953020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-05,60735563490,NA,11253035388,12319438868,2072438278,1072808005,2067028132,2164642819,1010127808,225676110,NA,1492883826,147621682,982536658,726863021,NA,1745321680,46577463,32398253,NA,587172496,418092908,NA,8478676,459642249,NA,693690120,NA,281784008,326384902,285556603,3574273,171232881,NA,223012093,NA,129807018,122125792,209969687,NA,NA,97394541,167483742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-06,59821158612,NA,10990266833,11969011802,2030777404,1107231481,1987640111,2129207607,1141569622,223243062,NA,1425898894,139866994,950565914,723735081,NA,1705100839,47032068,32274095,NA,566179473,406308465,NA,8361222,445958917,NA,677383095,NA,271298861,315043173,289640364,3516694,167013551,NA,220417140,NA,143606857,121685324,201682749,NA,NA,94852118,162399623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-07,59578075991,NA,10951652648,12005682182,2027740445,1100601291,2005595915,2125592025,1091332443,221043271,NA,1431663849,140515984,943648357,724980002,NA,1713590489,46699888,32298514,NA,579584088,417834477,NA,8341220,449883575,NA,707048650,NA,273691082,338068198,292652246,3391180,168007595,NA,218008800,NA,140600250,122957868,204868148,0,NA,94884611,164287967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-08,64270269953,NA,12496945336,12831745667,2304674878,1185898034,2624516069,2465412210,1210659827,235492797,NA,1556948077,152781612,1056553129,807372051,NA,1786810202,49696760,34586305,NA,636630491,449398427,NA,9480997,494187454,NA,775933325,NA,292914252,358497356,319093969,17541513,182870325,NA,231202756,NA,146502273,122427876,219930760,0,NA,107607096,184238069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-09,64354732475,NA,12515870173,12815309888,2265803863,1163931503,2705200909,2521147572,1252418196,230693936,NA,1548982176,162516967,1064517700,814857085,NA,1751099121,50014852,37298879,NA,640025451,442857560,NA,10152579,498134612,NA,769440598,NA,294905597,359563783,449721338,15432064,187573521,NA,230403927,NA,146670264,122240029,222158015,0,NA,110273495,184220881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-10,64694025951,NA,13080881910,12758715490,2247451285,1173301757,2828937241,2572785405,1300443647,230246635,NA,1541020269,158265149,1110446760,836265589,NA,1721025029,51566864,37305643,NA,651066069,451510860,NA,9789471,517438261,NA,777847784,NA,298581547,360979002,461136027,14037857,190520796,NA,229995070,NA,153676840,122169630,224236626,0,NA,105523807,188141229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-11,63968390250,NA,12714795026,12475397374,2158268752,1144580691,2609389133,2499834507,1348481387,232878819,NA,1487377204,150307799,1082007683,810293546,NA,1648566864,55173209,36895115,NA,691438368,441488385,NA,10190585,528362887,NA,746703665,NA,301235155,353545618,493475181,16119175,188410954,NA,225276851,NA,148061381,120632705,216769109,0,NA,102228551,183260279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-12,64063755250,NA,12849965121,12576315747,2174933530,1153968802,2655115121,2671034011,1318830505,236894597,NA,1487833186,148888416,1082479800,823516951,NA,1635628307,58743815,37308176,NA,713282004,442295339,NA,10846938,536226580,NA,763678412,NA,315203156,352241013,505020330,16966511,188337678,NA,223946349,NA,146265777,119474539,217588784,0,NA,99941950,184976885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-13,63694394519,NA,12849605819,12538960413,2170002268,1137354133,2539018995,2606569746,1262260337,239808548,NA,1475973016,155415427,1066068502,828292669,NA,1614051410,56240302,36788195,NA,694937603,446633290,NA,10807323,539727161,NA,752008356,NA,310740216,367649067,551876775,16835968,187995795,NA,223902917,NA,149682521,117884396,214919064,0,NA,101475527,184350027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-14,63434486052,NA,12729213675,12441105391,2143745070,1104780030,2518031066,2493031592,1239809925,249808271,NA,1469162191,149931672,1051089780,786960327,NA,1581835917,55341522,37373238,NA,677708050,447035730,NA,12201963,516765560,NA,747080935,NA,305400625,382013125,517803256,16802348,185064482,NA,224325154,NA,154488700,117427622,215285304,0,NA,102832446,183127873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-15,63509111125,NA,12805280766,12434893660,2149451478,1099721478,2582708735,2538676427,1309237748,272467401,NA,1520112631,151539099,1052637738,796744407,NA,1604077571,55100830,37843355,NA,683308137,444653644,NA,11549498,528755366,NA,756685747,NA,303017751,374669462,496801166,16793081,219058598,NA,225621219,NA,158693868,115926766,218337501,0,NA,102831816,183884380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-16,63673369195,NA,12928550184,12432602528,2156696757,1097820653,2637500546,2553361556,1288826514,263081992,NA,1503716356,154178777,1063679166,788079701,NA,1597288741,55143464,38131853,NA,687304075,443371172,NA,12287362,517689602,NA,764166815,NA,305880347,375760647,503746410,16854025,204238727,NA,227597790,NA,158380250,115878882,228765686,0,NA,102286899,179255583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-17,64453368779,NA,14014695490,12501307769,2197907885,1108140608,2658324155,2611983794,1301079823,265438343,NA,1526481083,160124725,1074721071,807554571,NA,1588228527,54430708,38446398,NA,688790081,452513075,NA,12220319,545230967,NA,772095479,NA,307575942,376859106,536371151,17309578,209448560,NA,235719871,NA,169603812,116024836,228254424,0,NA,104447464,181963327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-18,68704389994,NA,15327852479,13251207947,2545790168,1192478125,2908055843,3144033218,1360146167,275644676,NA,1604766870,166016565,1182410903,868564574,NA,1665955032,58515367,40932371,NA,747764090,477675234,NA,12274790,575503154,NA,847707451,NA,325505841,384671362,575373483,17184171,220812789,NA,250094072,NA,176242305,115823940,242540241,0,NA,113035945,210921473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-19,69262673238,NA,15250901019,13374527524,2526640652,1182805563,2897971715,3231790105,1491247773,274125632,NA,1725456253,160354681,1196753168,879340059,NA,1666581876,60608590,41598478,NA,761705059,498163443,NA,13872661,586130568,NA,848938250,NA,327043293,395825867,632143351,17439559,222515226,NA,244633573,NA,172946446,115366331,238736069,0,NA,113352157,219840610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-20,70194350042,NA,15694462393,13750925866,2610658250,1190212544,3136141808,3553278085,1548138352,281785061,NA,1759064804,163138410,1232864520,875814899,NA,1682227079,64636244,42001077,NA,759738059,509725533,NA,14191959,598402688,NA,874615881,NA,325916105,398906223,658892885,17740977,244644138,NA,246042747,NA,175794124,114916462,242020735,0,NA,115563192,222835350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-21,69398333876,NA,15337145738,13272215549,2520520395,1153050213,2977341432,3449084067,1481339199,266327091,NA,1708357389,155911935,1165921115,847771536,NA,1653985090,61878364,41554812,NA,739973582,488816361,NA,15308906,561902748,NA,836222421,NA,318985117,391139804,636502901,17304038,238722847,NA,240071970,NA,167589057,115056750,249005402,0,NA,117124342,218664300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-22,70308555857,NA,15649961167,13315770282,2559341440,1163153366,3017677753,3526468020,1529935070,271219483,NA,1738881773,158210223,1196867488,884989938,NA,1677564639,63194968,42298958,NA,750148022,512261744,NA,15663338,571862702,NA,846814076,NA,323122479,399968382,665798408,17336122,265398206,NA,243372976,NA,169491639,114657114,266998291,0,NA,118791826,221059129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-23,72720867208,NA,16670632412,13759017838,2703206926,1212312853,3132087064,3867579299,1522126090,273996489,NA,1807716546,161661081,1259878821,904789935,NA,1697403394,64015470,42391591,NA,778987549,525503034,NA,15971593,661889387,NA,893496294,NA,338777954,430206587,737599379,17801520,314517020,NA,246661869,NA,175307312,117878603,272428371,0,NA,133178024,235640462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-24,66897483404,NA,14263873721,12469397085,2297963405,1079526122,2708358746,3254300690,1427720907,258400841,NA,1615486768,143724138,1100757852,824146428,NA,1587629390,57630534,40730169,NA,705066679,455271069,NA,16009459,590106576,NA,791001091,NA,312358965,386361143,661217941,16152992,324547851,NA,233678259,NA,163694160,118286899,244394584,0,NA,118259625,213347757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-25,68173204651,NA,14682597926,13589015145,2397004768,1206403703,2802048987,3253863914,1389450859,261481246,NA,1674383207,164723462,1141916266,842219065,NA,1630393923,59388341,41645268,NA,727766422,466743262,NA,16242783,608786824,NA,804449791,NA,317459959,391920959,669079104,17693356,320113153,NA,240373595,NA,183982349,117882272,255589810,0,NA,121490470,222505753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-26,67683296223,NA,14502464167,13215356893,2368915181,1315784967,2758957944,3147734559,1344215777,247758217,NA,1667040511,153101366,1122751733,831009502,NA,1627874617,58217340,41504578,NA,719334227,469914385,NA,17853604,594461410,NA,794629854,NA,315707828,396564928,684855184,17346557,298928905,NA,239562466,NA,204327496,117549925,255329634,0,NA,122240857,224977851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-27,67631949500,NA,14298070644,12951843120,2343107844,1197314925,2765113387,3199298725,1397514790,250203994,NA,1655423442,151017630,1121874468,840927319,NA,1609080601,58021904,40572464,NA,713794772,470677633,NA,18131792,583591214,NA,797013095,NA,313353608,392241711,643312761,17135416,294414925,NA,239107350,NA,196289406,116892941,252831696,0,NA,123137176,221084526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-28,67704774107,NA,14365118213,13033383006,2332748075,1187857982,2805515464,3207737515,1463309043,249088934,NA,1642455833,149597202,1118064552,826452334,NA,1591516789,60434063,40779799,NA,722011351,464720519,NA,21152154,581139519,NA,794598876,NA,310749404,384752534,674741787,17006754,294665081,NA,234089209,NA,201901179,116243139,254877265,0,NA,126154686,220051741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-01,67796965743,NA,14335957425,13146898194,2346655915,1182343364,2882042603,3186278436,1608442973,250075551,NA,1649050087,151124739,1122108426,833981003,NA,1582095415,70277793,40527753,NA,722159553,465663258,NA,23084431,586247389,NA,828584384,NA,313866581,387981308,667265226,17613799,304110777,NA,236294434,NA,204167752,115141642,254937303,0,NA,133664790,220775803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-02,67888255371,NA,14103698392,13056329959,2339431979,1180999352,2975500410,3189533494,1675716941,246837105,NA,1622676880,149725369,1110675717,841185581,NA,1529503689,69671205,42626789,NA,721571991,465234261,NA,25162273,573273850,NA,818683012,NA,312816074,385423805,679767538,17797842,288372384,NA,237292659,NA,223210130,113038481,250652077,0,NA,133145460,218273346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-03,67592376373,NA,13900679027,12949767221,2322338739,1154648588,2937680218,3220736332,1628869047,246226141,NA,1675990127,148459049,1097017920,843385248,NA,1515198953,67785611,42899224,NA,710428400,465693846,NA,23766436,566062627,NA,796100170,NA,307232240,390123986,661231892,17697968,286429088,NA,236922047,NA,211610009,113064533,246984629,0,NA,129240927,214421600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-04,66094551587,NA,13432896659,12642316836,2208988908,1120285319,2820102325,2969556512,1630004462,246497631,NA,1604965816,142733863,1052691797,816321458,NA,1529482001,66226224,42209381,NA,691855858,452481126,NA,23298215,538561512,NA,765947977,NA,296775875,363926986,624069116,17323447,260868236,NA,234927106,NA,209307671,113182560,235888195,0,NA,121953641,193180019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-05,68470655400,NA,14492117352,13113543971,2339621253,1187893430,3227895751,3426684670,1949911246,255132716,NA,1658060295,151549045,1120354028,851030427,NA,1600176054,77538694,44775712,NA,727959459,469772810,NA,22615513,574908500,NA,787750192,NA,308108800,378845718,685379445,17628700,301645164,NA,235312822,NA,220076161,113199759,242884640,0,NA,131157581,218298727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-06,68609885776,NA,14590867639,13135275499,2353268980,1181435453,3389799196,3415997711,2049578132,255054371,NA,1643977703,151137385,1110799547,856197377,NA,1562431006,86225783,44670648,NA,729645561,469138633,NA,21834129,572348107,NA,777163819,NA,306732954,380054107,677515627,17700818,294430731,NA,235065672,NA,216595023,113160110,241107494,0,NA,130253969,220902210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
