""	"SYM"	"rmedio"	"volatility"	"Kmeans"	"HistDAWass"	"TADPole"	"Combi"
"382"	"CXT"	3.77814251565362e-05	0.398763050082358	2	1	2	7
"383"	"CYC"	-0.00678936243111475	0.322762595544499	3	1	2	6
"384"	"CYG"	-0.0275505201396479	0.4701020510766	3	2	3	11
"385"	"CYP"	0.00272994592813238	0.0392360845894593	2	3	3	1
"386"	"CZC"	-0.00329794232843267	0.0441261258213254	2	3	2	2
"387"	"DAI"	-0.000179648572575903	0.0113298576162691	2	3	2	2
"388"	"DANK"	-0.00329816904611668	0.0441163061178929	2	3	3	1
"389"	"DARK"	-0.00710945831130782	0.120759007419374	3	3	2	4
"390"	"DAS"	0.0167416697247548	0.429086661880454	2	2	3	9
"391"	"DASH"	-0.00674436852785785	0.0616685468196313	3	3	2	4
"392"	"DAT"	-0.00991808219676952	0.094491026538744	3	3	2	4
"393"	"DATA"	-0.00613369464908953	0.0847087052570859	2	3	3	1
"394"	"DAXX"	-0.00803774131487399	0.189345183606855	3	3	3	3
"395"	"DAY"	-0.00665208949558847	0.233797744606162	3	3	2	4
"396"	"DB"	-0.000974521704750635	0.0126775635858057	2	3	2	2
"397"	"DBET"	-0.00791424938397773	0.115200477060509	3	3	2	4
"398"	"DBG"	-0.00251262496798181	0.101803982246056	2	3	3	1
"399"	"DBIC"	-0.00505236317759973	0.250294871620749	3	1	2	6
"400"	"DBIX"	-0.00696562599080101	0.0917731937578244	3	3	3	3
"401"	"DBTC"	-0.00388889517158535	0.279345195911861	2	1	3	8
"402"	"DCC"	0.00241089939944938	0.4045810226087	2	1	3	8
"403"	"DCK"	-0.00804590586034275	0.224408720248815	3	1	3	5
"404"	"DCN"	0.000489774708214563	0.200507472664286	2	1	3	8
"405"	"DCR"	-0.00439407551822464	0.0683497970143039	2	3	2	2
"406"	"DCRE"	0.00204086386841891	0.0722994714148058	2	3	2	2
"407"	"DCY"	-0.00362045313221177	0.184521202981406	2	3	3	1
"408"	"DDF"	-0.00521455193949805	0.102890323171977	2	3	3	1
"409"	"DEA"	-0.00164233515827219	0.145330486950653	2	3	3	1
"410"	"DEEP"	-0.000897552095552011	0.0451094535251093	2	3	3	1
"411"	"DEM"	-0.00153105483422439	0.262086823373519	2	1	2	7
"412"	"DES"	0.0103035998698112	0.393699540933932	2	2	3	9
"413"	"DETH"	-0.003801316673855	0.257359526631173	2	1	3	8
"414"	"DEUR"	0	0	2	2	1	24
"415"	"DFS"	-0.0112515551122615	0.137996473669528	3	3	2	4
"416"	"DFT"	-0.0151158819328752	0.149240926173709	3	3	3	3
"417"	"DGB"	-0.00518739122025467	0.0793062467635935	2	3	3	1
"418"	"DGC"	-0.00630885489982764	0.122894436459708	3	3	3	3
"419"	"DGD"	-0.00583914574385819	0.0825308231708829	2	3	3	1
"420"	"DGDC"	3.0190809252966e-05	0.464576340166334	2	1	3	8
"421"	"DGMS"	-0.0012068029642927	0.277221548305317	2	1	2	7
"422"	"DGORE"	-0.00880384106905844	0.152401517185408	3	3	3	3
"423"	"DGPT"	-0.00806432366809732	0.141371106675874	3	3	2	4
"424"	"DICE"	-0.00541333451746832	0.0931353752953278	2	3	3	1
"425"	"DIEM"	-0.00329827936911592	0.178836059580259	2	3	3	1
"426"	"DIGS"	-0.00329845988841778	0.0441255513261404	2	3	3	1
"427"	"DIM"	-0.0122405928397958	0.2988728232231	3	1	3	5
"428"	"DIME"	-0.00260595994751271	0.183282658959531	2	3	2	2
"429"	"DISK"	-0.00408617396159126	0.137887926330067	2	3	2	2
"430"	"DKC"	-0.0025035265898201	0.0478952838101275	2	3	3	1
"431"	"DLC"	-0.000158087795302767	0.0697979961160469	2	3	3	1
"432"	"DLISK"	-0.00440574296727193	0.165059134455839	2	3	3	1
"433"	"DLT"	-0.00644034658444608	0.101424318475422	3	3	3	3
"434"	"DMD"	-0.00773633488520723	0.0711871105369833	3	3	2	4
"435"	"DNA"	-0.00920945916336637	0.118610903329768	3	3	2	4
"436"	"DNET"	-0.00329860628624148	0.0441240611363455	2	3	2	2
"437"	"DNR"	-0.00731979873724487	0.113256612851864	3	3	3	3
"438"	"DNT"	-0.00621601207542064	0.0988496514834375	3	3	2	4
"439"	"DOC"	-0.00329860808014091	0.0441351196921557	2	3	2	2
"440"	"DOGE"	-0.00325603571039215	0.0712605872918379	2	3	2	2
"441"	"DOGED"	0	0	2	2	2	10
"442"	"DOGETH"	-0.00621432455477532	0.346408532028295	3	1	2	6
"443"	"DON"	-0.00725111708632491	0.107908982724912	3	3	3	3
"444"	"DOPE"	-0.00859086658727659	0.0841042892038357	3	3	3	3
"445"	"DOT"	0	0	2	2	3	9
"446"	"DOV"	-0.0110348363600958	0.127745340346007	3	3	3	3
"447"	"DP"	-0.00768535725079836	0.118941157720875	3	3	3	3
"448"	"DPAY"	-0.00440574296727193	0.142611284282513	2	3	3	1
"449"	"DPP"	-0.00592612456189174	0.113538782828109	2	3	2	2
"450"	"DPY"	-0.011441509164159	0.091765108562239	3	3	2	4
"451"	"DRA"	-0.00338162679608734	0.096739577661118	2	3	3	1
"452"	"DRACO"	4.171440472893e-05	0.000798043552477787	2	3	3	1
"453"	"DRGN"	-0.00668919509859228	0.0954322320997713	3	3	3	3
"454"	"DRKC"	-0.00329846479057288	0.0441337993951605	2	3	2	2
"455"	"DRKT"	0.000717115490349247	0.0380583529678297	2	3	3	1
"456"	"DRM8"	-0.0145554778782002	0.237946633314489	3	1	3	5
"457"	"DROP"	-0.0307920261683866	0.326687467154906	3	1	3	5
"458"	"DRP"	-0.00367656645188241	0.0882125277802952	2	3	2	2
"459"	"DRPU"	-0.00528812344678509	0.153145232861356	2	3	3	1
"460"	"DRT"	-0.00879614419923069	0.139910051646972	3	3	2	4
"461"	"DRXNE"	-0.00934482189614134	0.146258737268111	3	3	2	4
"462"	"DRZ"	-0.00600334583971644	0.0981838435377187	2	3	2	2
"463"	"DSB"	-0.00329813964485055	0.0441143970010636	2	3	3	1
"464"	"DT"	-0.00329835501386581	0.0441136143537703	2	3	2	2
"465"	"DTB"	-0.00783133483230733	0.0879427915601924	3	3	2	4
"466"	"DTC"	-0.00329827936911592	0.0441321913120296	2	3	3	1
"467"	"DTC*"	0	0	2	2	2	10
"468"	"DTR"	-0.00364714880881972	0.140451783967387	2	3	3	1
"469"	"DUB"	0.0062643501969339	0.154051433535903	2	1	3	8
"470"	"DUCK"	-0.00329826555122551	0.0441325502016284	2	3	2	2
"471"	"DUO"	-0.000452225241742004	0.00847546039857881	2	3	3	1
"472"	"DUX"	-0.00383741821247742	0.290783080792105	2	1	2	7
"473"	"DVC"	-0.00329845988841778	0.0441255513261404	2	3	2	2
"474"	"DXC"	-0.00567654387200492	0.443826296342423	3	1	2	6
"475"	"DYN"	-0.00752127348345246	0.074003352202609	3	3	2	4
"476"	"EAC"	-0.00329791480304197	0.0441268556280898	2	3	2	2
"477"	"EAGS"	0	0	2	2	2	10
"478"	"EB3"	0	0	2	2	2	10
"479"	"EBC"	-0.00748221753768072	0.185902885096352	3	1	2	6
"480"	"EBET"	-0.0103467480841676	0.257736871006091	3	1	1	21
"481"	"EBIT"	0	0	2	2	3	9
"482"	"EBS"	-0.00329777187403217	0.044137557514361	2	3	2	2
"483"	"EBST"	-0.00702417781308395	0.106165571776877	3	3	3	3
"484"	"EBTC"	-0.00756468530852089	0.534842403207889	3	4	2	12
"485"	"EC"	-0.00139569842559014	0.515809808342341	2	2	2	10
"486"	"ECA"	0.0100838294565873	0.315621103779874	2	1	2	7
"487"	"ECASH"	-0.00416818696298743	0.203571827779807	2	1	2	7
"488"	"ECH"	-0.0108807360334632	0.16892828654518	3	3	2	4
"489"	"ECO"	-0.0128651062687331	0.301616225723121	3	1	2	6
"490"	"ECOB"	-0.00607260516658703	0.332876301059916	3	1	3	5
"491"	"EDC"	-0.0101485591822185	0.334303696244484	3	1	3	5
"492"	"EDDIE"	-0.0150951310568708	0.128411009858216	3	3	2	4
"493"	"EDG"	-0.00850459651067345	0.170542795992209	3	3	3	3
"494"	"EDGE"	-0.00329910033496495	0.0441268261251738	2	3	2	2
"495"	"EDO"	-0.00425483793196469	0.0774170378042106	2	3	3	1
"496"	"EDRC"	0.00147150314863291	0.233826082864992	2	1	2	7
"497"	"EFL"	-0.00694195433181475	0.0924835298433189	3	3	2	4
"498"	"EFYT"	-0.0023420942022988	0.24845898967532	2	1	2	7
"499"	"EGAS"	-0.0148148395904416	0.489252945655074	3	1	2	6
"500"	"EGC"	-0.009413040710481	0.0773725510103154	3	3	3	3
"501"	"EGG"	-0.00120542758606785	0.0459697485768859	2	3	2	2
"502"	"EGO"	-0.00651608409704392	0.333312996804249	3	1	3	5
"503"	"EKN"	0	0	2	2	2	10
"504"	"EKO"	0.0125682017510409	0.354642065420034	2	1	3	8
"505"	"ELC"	0.00141919782660817	0.113888388822942	2	1	2	7
"506"	"ELE"	-0.0112723142987736	0.303377094138475	3	1	3	5
"507"	"ELITE"	-0.0044869610252926	0.0935054305370001	2	3	3	1
"508"	"ELIX"	-0.0112537199712557	0.116196232470067	3	3	3	3
"509"	"ELLA"	-0.0107783683057722	0.0979899783903109	3	3	3	3
"510"	"ELM"	0	0.0660951248985837	2	3	2	2
"511"	"ELP"	-0.00262432550799092	0.368795412839857	2	1	2	7
"512"	"ELS"	-0.00329791878797877	0.0441299837045713	2	3	3	1
"513"	"ELTC2"	-0.00399134239746137	0.151958131158019	2	3	3	1
"514"	"ELTCOIN"	-0.00948859332685889	1.56525549931938	1	5	2	17
"515"	"EMB"	-0.00995857245432569	0.222577242567041	3	3	2	4
"516"	"EMC"	-0.00601446817406202	0.0801683314513618	2	3	2	2
"517"	"EMC2"	-0.00754311475330341	0.0831980046148354	3	3	2	4
"518"	"EMD"	-0.0044325358004225	0.0946116047033186	2	3	2	2
"519"	"EMPC"	0.009737385147375	0.272376356531259	2	1	2	7
"520"	"EMV"	-0.00374862857081644	0.35297891866871	2	1	2	7
"521"	"ENE"	-0.00686002776059541	0.212626268964636	3	3	2	4
"522"	"ENG"	-0.00603842974921494	0.0869592738471355	2	3	2	2
"523"	"ENJ"	-0.00390286460624703	0.0896526834610008	2	3	2	2
"524"	"ENRG"	-0.0113665013051195	0.0826313468628034	3	3	3	3
"525"	"ENT"	-0.0119519176696335	0.171782640662358	3	3	2	4
"526"	"ENTER"	-0.0057928017598129	0.33726658912724	3	1	3	5
"527"	"ENTRC"	-0.0243981089697778	0.39106665754492	3	4	2	12
"528"	"EOC"	-0.00425008546219482	0.11223695235195	2	3	3	1
"529"	"EOS"	-0.00271611909817657	0.0784311778381038	2	3	3	1
"530"	"EPY"	-0.00600607944718525	0.114903065491221	3	3	3	3
"531"	"EQ"	-0.00329760782534598	0.0441272994815101	2	3	2	2
"532"	"EQM"	0.0254527688184587	0.487585198323058	2	2	3	9
"533"	"EQT"	0.00162847122904159	0.0323833544965025	2	3	2	2
"534"	"EQUAL"	0.00514348041665716	0.138707046447537	2	3	2	2
"535"	"ERC"	-0.00723276270243887	0.0820156208648659	3	3	2	4
"536"	"EREAL"	-0.0100048581856988	0.92507344071936	3	4	2	12
"537"	"ERO"	-0.00738323378827931	0.082429648336054	3	3	2	4
"538"	"ERR"	-0.00408508411696685	0.105639070794951	2	3	2	2
"539"	"ERY"	0	0	2	2	2	10
"540"	"ESP"	-0.00440574296727193	0.212151908017508	2	3	2	2
"541"	"EST"	0	0	2	2	2	10
"542"	"ETBS"	-0.00750083915152451	0.194716838837915	3	1	3	5
"543"	"ETBT"	-0.0156330349546235	0.382187396708758	3	4	3	13
"544"	"ETC"	-0.00421881697167956	0.0670188456363423	2	3	3	1
"545"	"ETG"	-0.0193743198094525	0.599127113104731	3	4	3	13
"546"	"ETH"	-0.00449996994645825	0.0579696095203033	2	3	3	1
"547"	"ETHB"	-0.00417474366952687	0.284930757037317	2	1	2	7
"548"	"ETHD"	-0.00675890389951214	0.122442895739007	3	3	3	3
"549"	"ETHOS"	-0.00828257208078356	0.134458628741746	3	3	2	4
"550"	"ETHS"	-0.0102723829571527	0.236570600217535	3	1	3	5
"551"	"ETL"	0.00235559941083843	0.0890493399473224	2	3	3	1
"552"	"ETN"	-0.0062904720268789	0.0937205706115579	3	3	3	3
"553"	"ETP"	-0.00389411845631457	0.0907709796773631	2	3	2	2
"554"	"ETT"	-0.00720010593463157	0.322367898683695	3	1	3	5
"555"	"EUC"	-0.00662619512318682	0.290249050756758	3	1	3	5
"556"	"EVC"	-0.0072808634313762	0.174266292148205	3	3	3	3
"557"	"EVENT"	-0.00329864155938012	0.0441248647929339	2	3	3	1
"558"	"EVIL"	-0.00551411522719734	0.362446534796787	3	1	3	5
"559"	"EVR"	-0.0161772485088998	0.301921943920099	3	1	2	6
"560"	"EVX"	-0.00544638556001022	0.08892730824562	2	3	2	2
"561"	"EXB"	-0.00158216125124018	0.216521660599365	2	3	3	1
"562"	"EXC"	-0.00329906416808594	0.0441292277449373	2	3	2	2
"563"	"EXCL"	-0.00721477847078327	0.0752582551564722	3	3	3	3
"564"	"EXE"	-0.00329817265191849	0.0441394718975932	2	3	3	1
"565"	"EXIT"	-0.00143486890695856	0.348737284925752	2	1	3	8
"566"	"EXN"	-0.00329827936911592	0.305442959478997	2	1	3	8
"567"	"EXP"	-0.0102325943296062	0.0807252738256494	3	3	2	4
"568"	"EZC"	-0.00329847694537566	0.0441210086049969	2	3	2	2
"569"	"F16"	-0.00706186708491922	0.260981389083822	3	1	2	6
"570"	"FAIR"	-0.00542372293185741	0.070686071971069	2	3	2	2
"571"	"FAME"	-0.00329864307451667	0.0441273645140351	2	3	3	1
"572"	"FAZZ"	-0.0103704957387161	0.504380523699729	3	2	2	14
"573"	"FC"	0.00394743393338758	0.489733447037749	2	1	3	8
"574"	"FC2"	-0.00866407788168161	0.103366725427299	3	3	3	3
"575"	"FCN"	-0.0053988571624553	0.61079498616385	3	1	3	5
"576"	"FCS"	-0.00329843904368962	0.0441501301357073	2	3	2	2
"577"	"FCT"	-0.00448375215694046	0.0861674635383864	2	3	2	2
"578"	"FFC"	-0.00192282951078848	0.339271044120478	2	1	3	8
"579"	"FGZ"	-0.00561385540733373	0.207015455013864	3	3	2	4
"580"	"FIBRE"	-0.00329839391959577	0.044077647592638	2	3	3	1
"581"	"FIND"	-0.00875976523076	0.145661666315581	3	3	3	3
"582"	"FIRE"	-0.00385929358822149	0.138270587516721	2	3	2	2
"583"	"FIRST"	0	0	2	2	3	9
"584"	"FIST"	-0.00785547619061578	0.371399185345529	3	1	2	6
"585"	"FIT"	-0.00440574296727193	0.239960100937679	2	1	3	8
"586"	"FJC"	-0.00795510171318305	0.177646592384303	3	3	3	3
"587"	"FLASH"	-0.00639470513571589	0.109074529592946	3	3	3	3
"588"	"FLDC"	-0.00986341832628836	0.0821363407116181	3	3	3	3
"589"	"FLEX"	-0.00329818735932302	0.0441199734193612	2	3	2	2
"590"	"FLIK"	-0.0101798600847733	0.338477813951936	3	1	2	6
"591"	"FLIXX"	-0.00597178349264182	0.144606059558746	3	3	3	3
"592"	"FLLW"	-0.00138708906304907	1.62797471644395	1	5	2	17
"593"	"FLO"	-0.00282989121880295	0.0979413559440552	2	3	2	2
"594"	"FLT"	-0.0062288205209047	0.0963163807382472	3	3	3	3
"595"	"FLVR"	-0.00678936243111475	0.126131796364305	3	3	3	3
"596"	"FLX"	-0.00329869790210516	0.156926979759549	2	3	3	1
"597"	"FLY"	0.00866763882304183	0.165821694517373	2	3	3	1
"598"	"FNL"	0.0183277760359229	0.6143303412275	2	4	3	16
"599"	"FNX"	0	0	2	2	2	10
"600"	"FONZ"	-0.00955781071434978	0.365940395645335	3	1	3	5
"601"	"FOREX"	-0.00508963496419864	0.265043777298024	3	1	3	5
"602"	"FORK"	-0.00507588745486397	0.1282851320545	2	3	3	1
"603"	"FPC"	-0.00164877387486242	0.332928348718953	2	1	2	7
"604"	"FRAC"	-0.00329803971541339	0.0441265272685965	2	3	2	2
"605"	"FRAZ"	-0.00329843904368962	0.0441501301357073	2	3	3	1
"606"	"FRC"	-0.000304706625433569	0.173207904620792	2	1	2	7
"607"	"FRD"	-0.00810139541999022	0.113266060533134	3	3	3	3
"608"	"FRE"	-0.00816398079825945	0.199258948796826	3	3	2	4
"609"	"FRK"	-0.0057930697710385	0.420384069014657	3	1	3	5
"610"	"FRN"	0.00173783494130976	0.243938783144597	2	1	3	8
"611"	"FRST"	-0.0232782430248278	0.166813368354748	3	3	2	4
"612"	"FRWC"	0.000609681834191832	0.0116639002762081	2	3	3	1
"613"	"FSN"	0.0129440640877983	0.382841759972209	2	4	3	16
"614"	"FST"	-0.00128289535452103	0.0672354238580119	2	3	2	2
"615"	"FT"	0.0111783621547396	0.373712427079141	2	4	2	15
"616"	"FTC"	-0.00795790776812164	0.0782880518339623	3	3	3	3
"617"	"FTP"	-0.00329757475911177	0.0441217010635547	2	3	2	2
"618"	"FUCK"	-0.00329772548196764	0.0441390892566442	2	3	3	1
"619"	"FUEL"	-0.00790317714699573	0.0894927454995404	3	3	2	4
"620"	"FUN"	-0.00835093583462863	0.0818212661847368	3	3	2	4
"621"	"FUNC"	-0.0080987456810723	0.195768460589198	3	3	3	3
"622"	"FUNK"	-0.00561285674428496	0.291148599136007	3	1	2	6
"623"	"FUTC"	-0.00110851130973599	0.266919368830039	2	1	2	7
"624"	"FUZZ"	-0.0103393159396674	0.26528660498774	3	1	3	5
"625"	"FX"	-0.000974521704750635	0.154903127473437	2	1	3	8
"626"	"FYN"	-0.00935353309850803	0.202517446487542	3	1	2	6
"627"	"FYP"	-0.00897972162620782	0.169550940580124	3	3	2	4
"628"	"GAIA"	-0.00289496993325722	0.09449321579839	2	3	3	1
"629"	"GAKH"	-0.00266855739015398	0.18577468394607	2	1	2	7
"630"	"GAM"	-0.00720165380936853	0.0761682773594215	3	3	2	4
"631"	"GAME"	-0.0104307522753071	0.0784426168591484	3	3	2	4
"632"	"GAP"	-0.00353492804855505	0.121554575759835	2	3	3	1
"633"	"GAS"	-0.00685869635869228	0.0859916518625425	3	3	2	4
"634"	"GB"	-0.00886206708200052	0.148690226436396	3	3	2	4
"635"	"GBG"	-0.00885633268569043	0.0777059312446768	3	3	3	3
"636"	"GBIT"	-0.00634742764509313	0.153733068943888	3	3	3	3
"637"	"GBRC"	0	0	2	2	2	10
"638"	"GBT"	-0.00515029973555425	0.364901172802674	3	1	3	5
"639"	"GBYTE"	-0.00859185469083272	0.0791695575138541	3	3	3	3
"640"	"GCC"	-0.00341775174339845	0.0954939823211726	2	3	2	2
"641"	"GCC*"	-0.00743854017486235	0.403358907155207	3	2	3	11
"642"	"GCN"	-0.00329827936911592	0.0441316405612435	2	3	2	2
"643"	"GCR"	-0.00486460576319066	0.357947843690075	3	1	3	5
"644"	"GDC"	-0.00329827936911592	0.310705563574233	2	1	2	7
"645"	"GEMZ"	-0.00329929717364081	0.0441420570507816	2	3	2	2
"646"	"GEN"	-0.00691040138984858	0.322483565873537	3	1	3	5
"647"	"GEO"	-0.0052058628820909	0.300130643969993	3	1	2	6
"648"	"GER"	-0.0047905409282204	0.106651738238183	2	3	3	1
"649"	"GGS"	-0.0044992483580506	0.0579649290546234	2	3	2	2
"650"	"GHC"	-0.0032983347469387	0.0441286488858557	2	3	2	2
"651"	"GHOUL"	0	0	2	2	2	10
"652"	"GIFT"	-0.00490498061972215	0.11827405635424	2	3	2	2
"653"	"GIG"	-0.00365553016834454	0.144874792231999	2	3	3	1
"654"	"GIM"	-0.00972144965471107	0.39146420822194	3	1	3	5
"655"	"GIN"	0.0043215878619194	0.234221143662395	2	1	3	8
"656"	"GIVE"	-0.00329845988841778	0.0441255513261404	2	3	3	1
"657"	"GIZ"	0	0.281712755201548	2	1	2	7
"658"	"GLC"	-0.00629121610107663	0.32148433848062	3	1	2	6
"659"	"GLD"	-0.0065887409323311	0.102731695287746	3	3	2	4
"660"	"GLOBE"	-0.00329827936911592	0.0441316405612435	2	3	2	2
"661"	"GLT"	-0.00329786367622775	0.0441451582454353	2	3	3	1
"662"	"GLX"	-0.00329848669308991	0.0441251432990172	2	3	2	2
"663"	"GLYPH"	-0.00329410071428042	0.0441912159037009	2	3	2	2
"664"	"GMC"	0	0	2	2	3	9
"665"	"GML"	-0.00896766001121344	0.24694149528295	3	1	2	6
"666"	"GMX"	-0.00857209211615411	0.872396064244062	3	2	3	11
"667"	"GNJ"	0	0	2	2	2	10
"668"	"GNO"	-0.00777920463480796	0.0718284045167747	3	3	3	3
"669"	"GNT"	-0.00648293927071347	0.083321521848099	3	3	3	3
"670"	"GOAT"	-0.010688587446525	0.200576999307369	3	1	3	5
"671"	"GOLOS"	-0.00940521101636826	0.109706203837894	3	3	3	3
"672"	"GOOD"	-0.00660349104838978	1.31014588924148	1	5	3	18
"673"	"GOON"	-0.00519230464404604	0.21841970278099	3	1	3	5
"674"	"GOT"	-0.0035404732984404	0.338034999592932	2	1	3	8
"675"	"GOTX"	-0.00506710483734176	0.349572520300196	3	1	3	5
"676"	"GP"	-0.00367779548533614	0.108631399791881	2	3	3	1
"677"	"GPL"	-0.00727288064343185	0.0969054836530792	3	3	3	3
"678"	"GPU"	-0.00933989893341058	0.304708054952061	3	1	3	5
"679"	"GRAM"	-0.00221110638496521	0.214170132474442	2	3	2	2
"680"	"GRAV"	0.00846553668747015	0.208065196418867	2	1	2	7
"681"	"GRC"	-0.00799589598738337	0.0723998860428906	3	3	2	4
"682"	"GRE"	-0.00623573863293356	0.342261416893932	3	1	2	6
"683"	"GREXIT"	-0.00357990048750449	0.109175394061605	2	3	3	1
"684"	"GRID"	0	0	2	2	2	10
"685"	"GRM"	-0.00329901542285707	0.0441121644334373	2	3	2	2
"686"	"GROW"	0	0	2	2	3	9
"687"	"GRS"	-0.00484259415696656	0.0966372596805027	2	3	3	1
"688"	"GRW"	-0.00612942512116226	0.147466671673294	3	3	3	3
"689"	"GRX"	-0.0191403308342966	0.145249493101805	3	3	3	3
"690"	"GSM"	-0.00260648032470449	0.0383747930716566	2	3	2	2
"691"	"GSX"	-6.13391498294861e-05	0.00117348703293233	2	3	3	1
"692"	"GSY"	-0.00755255902112458	0.131158260623438	3	3	3	3
"693"	"GUE"	-0.00329879561280725	0.0441524411413827	2	3	3	1
"694"	"GUN"	-0.00574023406818632	0.124522314123302	2	3	2	2
"695"	"GUNS"	-0.0107910208042176	0.128482498350886	3	3	3	3
"696"	"GUP"	-0.010327872845408	0.0909499852775522	3	3	2	4
"697"	"GVT"	-0.00157203318279662	0.0960148566847742	2	3	3	1
"698"	"GXC"	-0.0137929127501241	0.263268587211336	3	1	3	5
"699"	"GXC*"	-0.00329791480304197	0.0441268556280898	2	3	3	1
"700"	"GXS"	-0.0059019859400724	0.0729181889921621	2	3	3	1
"701"	"H2O"	-0.0051125918117524	0.823419484267185	3	4	2	12
"702"	"HAC"	0.00419489054721415	0.123396796508813	2	1	3	8
"703"	"HAL"	-0.0064428789118952	0.150306746895107	3	3	2	4
"704"	"HALLO"	-0.00359114499619842	0.29504165105119	2	1	2	7
"705"	"HAMS"	-0.00565779270892261	0.259754366268818	3	1	2	6
"706"	"HAZE"	1.13819640769592e-06	0.147049093734784	2	1	2	7
"707"	"HBN"	-0.0051414131823689	0.0861987140729558	2	3	2	2
"708"	"HBT"	-0.00177743541190769	0.94719650003042	3	4	2	12
"709"	"HC"	0.00358661595100593	0.284859942295894	2	1	2	7
"710"	"HCC"	-0.0127405121877412	0.3369217053532	3	1	2	6
"711"	"HDG"	-0.00865493862921804	0.2417810085487	3	1	3	5
"712"	"HEAT"	0.0101699638439124	0.289867118803756	2	2	3	9
"713"	"HEX"	-0.00451005702450314	0.0580932260206461	2	3	3	1
"714"	"HILL"	0	0	2	2	2	10
"715"	"HIRE"	0.00250161316039268	0.450237816601118	2	2	2	10
"716"	"HKG"	-0.00329852244019274	0.0441416424155867	2	3	2	2
"717"	"HKN"	-0.00398732637993716	0.11386468536426	2	3	3	1
"718"	"HLC"	-0.00396370016102432	0.271226684681327	2	1	1	23
"719"	"HMC"	-0.00108316878712055	0.126591427981478	2	3	2	2
"720"	"HMP"	-0.0098842949312174	0.196876972153019	3	3	2	4
"721"	"HMQ"	-0.0108055572974316	0.0745954355447929	3	3	2	4
"722"	"HNC"	-0.00319335569684471	0.152386410955816	2	3	2	2
"723"	"HODL"	-0.004423791281563	0.447204049207303	3	4	2	12
"724"	"HONEY"	-0.00329835686769076	0.0441291981783071	2	3	2	2
"725"	"HPC"	-0.000158506217185563	0.192526825439235	2	3	2	2
"726"	"HRB"	-0.0044987186836692	0.0579660890804762	2	3	3	1
"727"	"HSP"	-0.00386012882084553	0.129524629602959	2	3	3	1
"728"	"HSR"	-0.00880886282794165	0.0781978875604159	3	3	2	4
"729"	"HST"	-0.00765474838244118	0.173938167653758	3	1	3	5
"730"	"HTC"	-0.00971831428941498	0.269109211187947	3	1	3	5
"731"	"HTML"	-0.00585833514076525	0.120112847920276	2	3	2	2
"732"	"HTML5"	-0.00726094860138078	0.241368333616562	3	1	3	5
"733"	"HUC"	-0.00878517442596995	0.0840843627307836	3	3	2	4
"734"	"HUGE"	0	0	2	2	3	9
"735"	"HUSH"	-0.0132865967618956	0.119662199606865	3	3	3	3
"736"	"HVC"	-0.00329864155938012	0.0441248647929339	2	3	2	2
"737"	"HVCO"	0.0111679114592039	0.213654726528543	2	3	3	1
"738"	"HVN"	-0.00792053105563566	0.102590306040629	3	3	2	4
"739"	"HXX"	0.000290473635008465	0.375918261719142	2	1	3	8
"740"	"HYP"	0	0	2	2	3	9
"741"	"HYPER"	-0.000998613760495565	0.361428227214909	2	4	3	16
"742"	"HZ"	-0.00329791480304197	0.0441268556280898	2	3	3	1
"743"	"HZT"	-0.0100237069584602	0.129825925023574	3	3	3	3
"744"	"I0C"	0	0	2	2	3	9
"745"	"IBANK"	-0.00192895836902603	0.123805076695412	2	3	3	1
"746"	"ICASH"	-0.00299936577136803	0.333959460597834	2	1	3	8
"747"	"ICB"	-0.00329781694423567	0.0441393710183198	2	3	3	1
"748"	"ICE"	-0.00639364945876925	1.21416538636172	1	5	3	18
"749"	"ICN"	-0.00686787553139256	0.0792355922896995	3	3	3	3
"750"	"ICOB"	-0.0100258717502571	0.32034973191619	3	1	2	6
"751"	"ICON"	-0.00818506085670489	0.262733199705444	3	1	3	5
"752"	"ICOS"	-0.00896457782978707	0.231941303913958	3	1	3	5
"753"	"ICX"	-0.00830876364922399	0.102262392302942	3	3	2	4
"754"	"IEC"	-0.0012555528125094	0.066193979790312	2	3	3	1
"755"	"IETH"	-0.000269702839344652	0.228362971742004	2	3	2	2
"756"	"IFC"	-0.00329791480304197	0.0441268556280898	2	3	2	2
"757"	"IFLT"	-0.00901433281754768	0.154652419485484	3	3	2	4
"758"	"IFT"	-0.00739904426530658	0.249334453641338	3	1	3	5
"759"	"ILC"	-0.00215357210822148	0.166313564957525	2	1	3	8
"760"	"ILT"	-0.00329784398818341	0.044144419504847	2	3	3	1
"761"	"IML"	-0.0130256003317468	0.259760293614532	3	1	3	5
"762"	"IMPCH"	-0.00329833608921502	0.0441304056149365	2	3	3	1
"763"	"IMPS"	-0.00587939815777356	0.135617487185102	3	3	3	3
"764"	"IMS"	-0.00618536684338146	0.364722873465094	3	1	2	6
"765"	"IMX"	-0.00329852244019274	0.0441416424155867	2	3	2	2
"766"	"IN"	-0.00661302767390828	0.382064350266604	3	1	2	6
"767"	"INC"	-0.000316025730503262	0.207000979767044	2	1	3	8
"768"	"INCNT"	-0.00626682666578512	0.094408232979721	3	3	2	4
"769"	"IND"	-0.0069216631439737	0.128009746756785	3	3	3	3
"770"	"INDI"	-0.00630005578666941	0.160572811610615	3	3	2	4
"771"	"INFX"	-0.0131003218247918	0.264537553027974	3	1	3	5
