""	"SYM"	"rmedio"	"volatility"	"Kmeans"	"HistDAWass"	"TADPole"	"Combi"
"772"	"INN"	-0.0144148280919507	0.106247399592242	3	3	3	3
"773"	"INSANE"	-4.69960834783555e-05	0.230492107515089	2	1	3	8
"774"	"INSN"	-0.00604448521751762	0.158233500375999	3	3	3	3
"775"	"INV"	-0.00519230464404604	0.158930097789717	2	3	3	1
"776"	"IOC"	-0.00864939991046681	0.0861555504401558	3	3	3	3
"777"	"ION"	-0.00726179802080841	0.0906090328402933	3	3	3	3
"778"	"IOP"	-0.0105915746365334	0.0857099114739986	3	3	2	4
"779"	"IOT"	-0.00599879589622174	0.0718950184298519	2	3	3	1
"780"	"IOU"	-0.00329822274516583	0.0441292413719959	2	3	2	2
"781"	"IPC"	-0.00329798636260593	0.0441347384057458	2	3	2	2
"782"	"IRL"	-0.00341962821733105	0.153604588621506	2	3	3	1
"783"	"ISL"	-0.00307693263449127	0.31245905509761	2	1	3	8
"784"	"ITT"	-0.00912064862384458	1.31968665828362	1	5	3	18
"785"	"ITZ"	-0.00329819179968904	0.0441204798434355	2	3	2	2
"786"	"IVZ"	-0.00326959973181509	0.161591471800181	2	3	3	1
"787"	"IW"	-7.99068171810841e-06	0.0151697084944587	2	3	3	1
"788"	"IWT"	-0.00845965219351045	0.502985505748706	3	4	3	13
"789"	"IXC"	0	0.0777113201354126	2	3	2	2
"790"	"IXT"	-0.0059562159901113	0.111968185550363	2	3	3	1
"791"	"J"	-0.0068923611590355	0.152912896049101	3	3	2	4
"792"	"JANE"	-0.0122809347781946	0.280335244882383	3	1	3	5
"793"	"JBS"	-0.00331080586002183	0.0441934112329727	2	3	3	1
"794"	"JET"	-0.00329791480304197	0.0441268556280899	2	3	2	2
"795"	"JIF"	-0.0041991959256651	0.158660404215835	2	3	2	2
"796"	"JIO"	0	0	2	2	2	10
"797"	"JKC"	-0.00329767931579516	0.0441329795746804	2	3	2	2
"798"	"JNS"	0.00872661021742669	0.325194643354587	2	2	2	10
"799"	"JNT"	0.0159432150210109	0.474612578254958	2	4	2	15
"800"	"JOBS"	-0.00589263334603633	0.387671981669469	3	2	2	14
"801"	"JOK"	-0.00510948653733281	0.205109318146483	2	3	2	2
"802"	"JUDGE"	-0.00329875816613272	0.0441458776062339	2	3	3	1
"803"	"JWL"	-0.00562681582927362	0.354356233348445	3	1	2	6
"804"	"KARMA"	-0.00834582725021018	0.199736413825495	3	3	3	3
"805"	"KAT"	-0.0134880597835676	0.314695565965268	3	1	3	5
"806"	"KAYI"	-0.00329864307451667	0.0441273645140351	2	3	3	1
"807"	"KBC"	0.00561440871276585	0.140459638236695	2	3	3	1
"808"	"KBR"	-0.0183843096720152	0.218564242112678	3	3	3	3
"809"	"KC"	-0.00355609575318061	0.111275525400464	2	3	3	1
"810"	"KCS"	-0.00420176719481316	0.0920837035714413	2	3	3	1
"811"	"KDC"	-0.00490014271330212	0.129967382951029	2	3	2	2
"812"	"KED"	-0.00458235028075946	0.121089169911291	2	3	2	2
"813"	"KEK"	-0.00550519950967832	0.108130091183347	2	3	2	2
"814"	"KEN"	-0.00438834998206448	0.458992737667845	3	4	2	12
"815"	"KEY"	-0.0137002284198954	0.223524996389867	3	1	3	5
"816"	"KGC"	-0.00440574296727193	0.206808594596937	2	3	3	1
"817"	"KICK"	-0.00585955685744682	0.0947831856326981	2	3	3	1
"818"	"KIN"	-0.00496488153600036	0.0975097402075696	2	3	3	1
"819"	"KING"	-0.00279945384301289	0.15354956449238	2	3	3	1
"820"	"KLC"	0.0018802175930298	0.39977836784602	2	1	2	7
"821"	"KMD"	-0.00655003766779609	0.0725619561186927	3	3	2	4
"822"	"KNC"	-0.00725861795701092	0.0801591873085768	3	3	2	4
"823"	"KOBO"	-0.00599788681604794	0.397736397041942	3	2	3	11
"824"	"KOLION"	-0.00869768569456199	0.0597455062085802	3	3	2	4
"825"	"KORE"	-0.0073388678278257	0.0895122368993396	3	3	3	3
"826"	"KR"	-6.01755069726793e-06	0.000115122523427318	2	3	1	19
"827"	"KRAK"	0.00515408407466761	0.098603434267979	2	3	3	1
"828"	"KRB"	-0.00870979573168899	0.0758837631335612	3	3	3	3
"829"	"KRC"	0	0	2	2	3	9
"830"	"KRONE"	-0.00163343442829404	0.0437466226474708	2	3	2	2
"831"	"KSS"	-0.00329827936911592	0.583736726668002	3	4	2	12
"832"	"KTK"	-0.00991951484442266	0.166282123254913	3	3	2	4
"833"	"KURT"	-0.0084982785410494	0.252381140180605	3	1	2	6
"834"	"KUSH"	0.00191651908025858	0.460331016298886	2	2	3	9
"835"	"LA"	-0.00506924827546625	0.0874443726124024	2	3	3	1
"836"	"LAB"	-0.00329802713189768	0.0441180883963604	2	3	2	2
"837"	"LANA"	-0.00562022063672311	0.27590650076018	3	1	3	5
"838"	"LAT"	0.00212602050409001	0.157244500686755	2	3	3	1
"839"	"LAZ"	-0.00337361875134615	0.248267792777362	2	1	2	7
"840"	"LBC"	-0.00910108881255583	0.0802261069119502	3	3	2	4
"841"	"LBTC"	-0.0115835865574342	2.33814296523271	1	5	3	18
"842"	"LC"	-0.00618675823875713	0.281552284412849	3	1	3	5
"843"	"LCASH"	0.0132467110297531	0.328248050754365	2	1	2	7
"844"	"LCP"	-0.00806839709459659	0.106282430540149	3	3	3	3
"845"	"LDC"	-0.00734604656070895	0.187209573826305	3	3	3	3
"846"	"LDM"	-0.00565752195531901	0.130707174088568	2	3	2	2
"847"	"LDOGE"	-0.00473843655081417	0.147958917689158	2	3	3	1
"848"	"LEA"	-0.008035626663999	0.335919765072644	3	1	3	5
"849"	"LEAF"	-0.00507578026084877	0.361438212469698	3	1	3	5
"850"	"LEMON"	0	0	2	2	2	10
"851"	"LEND"	-0.00841111140134765	0.0893043065222499	3	3	2	4
"852"	"LENIN"	-0.00393231263512748	0.265438447090089	2	1	2	7
"853"	"LEO"	-0.00304502098356821	0.116562431855731	2	3	2	2
"854"	"LEPEN"	-0.0102896934528992	0.297994872833622	3	1	2	6
"855"	"LFC"	0	0	2	2	2	10
"856"	"LGBTQ"	-0.00397619462460886	0.238782738503778	2	1	2	7
"857"	"LGD"	-0.00524398805627556	0.0688791652145234	2	3	2	2
"858"	"LIFE"	-0.00958949547019255	0.348243292145106	3	1	3	5
"859"	"LIMX"	-0.00353837620124247	0.175127567219286	2	1	2	7
"860"	"LINDA"	-0.000296786968559553	0.127068397652494	2	3	2	2
"861"	"LINK"	-0.00177958133988752	0.0836692640443934	2	3	1	19
"862"	"LINX"	-0.011507367418052	0.106881751371463	3	3	2	4
"863"	"LIR"	-0.000919323050877631	0.202584348518895	2	1	2	7
"864"	"LIT"	-0.00486250832856243	0.152481387444595	2	3	3	1
"865"	"LIV"	-0.00832328978051927	0.341735605249488	3	1	3	5
"866"	"LK7"	-0.00329888584252581	0.0441301074342388	2	3	2	2
"867"	"LKK"	-0.00583580363044034	0.0954402817226396	2	3	3	1
"868"	"LKY"	-0.00329798636260593	0.0441347384057458	2	3	2	2
"869"	"LMC"	-0.0221675630700803	0.269112527953808	3	1	3	5
"870"	"LNK"	-0.0147078433826833	0.363985142984239	3	1	3	5
"871"	"LOC"	-0.0155252645829873	0.581253856338939	3	2	3	11
"872"	"LOCI"	-0.0092109958761026	0.208721274308933	3	1	2	6
"873"	"LOG"	-0.00321568260558766	0.185362958672469	2	1	2	7
"874"	"LOOK"	-0.0111460091347275	0.297689057401383	3	1	2	6
"875"	"LQD"	-0.00330232063445311	0.0440807806156109	2	3	2	2
"876"	"LRC"	-0.00602086099054147	0.0909076751063207	2	3	2	2
"877"	"LSD"	0.00110658989525922	0.0875825401433919	2	3	2	2
"878"	"LSK"	-0.00729127197896273	0.0730352110418077	3	3	3	3
"879"	"LTB"	-0.00507109358240697	0.126722655336781	2	3	3	1
"880"	"LTBC"	-0.00329864155938012	0.0441038461375565	2	3	2	2
"881"	"LTC"	-0.00533168048007859	0.0566652885709002	2	3	2	2
"882"	"LTCD"	-0.00329798636260593	0.0441321094199869	2	3	3	1
"883"	"LTCR"	-0.00481815771834275	0.315089072072614	3	1	3	5
"884"	"LTCU"	-0.00497055739413048	0.24788511169081	3	1	1	21
"885"	"LTCX"	-0.00329852244019274	0.0441416424155867	2	3	3	1
"886"	"LTD"	-0.000540121266878962	0.131288435202719	2	3	2	2
"887"	"LTE"	-0.00449884551744141	0.0579650020582651	2	3	2	2
"888"	"LTG"	-0.0119856116898744	0.716424164147879	3	4	3	13
"889"	"LTH"	0.00467431263048792	0.20943964850037	2	1	3	8
"890"	"LTS"	-0.00260477105000271	0.154078283424717	2	3	3	1
"891"	"LUCKY"	-0.00757537902251306	0.320579634237471	3	1	2	6
"892"	"LUN"	-0.0065745590367329	0.0987991335194738	3	3	2	4
"893"	"LUX"	-0.00819077521277755	0.0934500462333492	3	3	2	4
"894"	"LUX*"	-0.00606805208191196	0.221896067159555	3	1	2	6
"895"	"LVG"	-0.00295084935168733	0.196520552839155	2	3	3	1
"896"	"LXC"	-0.00329889484044655	0.0441335304958139	2	3	3	1
"897"	"LYB"	0	0	2	2	2	10
"898"	"LYC"	-0.0014040700474137	0.0776992470453922	2	3	3	1
"899"	"M1"	-0.0026572993654993	0.309963595637853	2	2	2	10
"900"	"MAC"	-0.0149507975711892	0.168952845709505	3	1	3	5
"901"	"MAD*"	-0.00529086705559873	0.288817991434637	3	1	3	5
"902"	"MAID"	-0.0048368169626701	0.0696123739340943	2	3	3	1
"903"	"MAN"	-0.00097984801656089	0.291982490174431	2	1	3	8
"904"	"MANA"	-0.00215011591717916	0.10052257996211	2	3	3	1
"905"	"MAPC"	0	0	2	2	2	10
"906"	"MAR"	-0.00797026782563452	0.105802680776712	3	3	2	4
"907"	"MARS"	-0.00478566406762299	0.0926279988594369	2	3	3	1
"908"	"MARV"	-0.00574614292732216	0.2988969119204	3	1	3	5
"909"	"MARX"	-0.0031526906596746	0.231458138664796	2	1	2	7
"910"	"MARYJ"	0	0	2	2	2	10
"911"	"MAT"	-0.0133015642017877	0.334555630034599	3	1	2	6
"912"	"MAT*"	-0.00571552525590674	0.279490877415268	3	1	3	5
"913"	"MAX"	-0.000752345144161064	0.28241207126149	2	1	2	7
"914"	"MAY"	-0.0133547533240883	0.29909414260899	3	1	2	6
"915"	"MBC"	-0.00329856961384886	0.044158539571569	2	3	3	1
"916"	"MBI"	-0.00335513678389111	0.222382194415779	2	3	2	2
"917"	"MBIT"	-0.010688587446525	0.302365706684741	3	1	2	6
"918"	"MBRS"	-0.0132867673274452	0.132674622592212	3	3	2	4
"919"	"MCAP"	-0.0192791674428973	0.159901997918271	3	3	2	4
"920"	"MCAR"	-0.00364855020192536	0.199848247825822	2	3	2	2
"921"	"MCI"	-0.011478765867269	0.145339606723087	3	3	3	3
"922"	"MCO"	-0.00504388422214482	0.0795078364335525	2	3	3	1
"923"	"MCRN"	-0.00546852459073804	0.228688805441518	3	1	3	5
"924"	"MDA"	-0.00214565977011775	0.0992497980730067	2	3	3	1
"925"	"MDC"	-0.00329744524446393	0.044121059308729	2	3	2	2
"926"	"MDT"	-0.00459046966286067	0.336547473553139	3	1	3	5
"927"	"MEC"	-0.00874190698804454	0.101608319518255	3	3	3	3
"928"	"MED"	-0.0130621332208996	0.165747401223553	3	1	2	6
"929"	"MEDI"	-0.00528655975342834	0.457748610318967	3	4	2	12
"930"	"MEGA"	-0.00329871544611583	0.0441303735731747	2	3	3	1
"931"	"MEME"	-0.00931873238566971	0.0806671643791203	3	3	2	4
"932"	"MEOW"	-0.00449980470314098	0.0580013249863402	2	3	2	2
"933"	"MER"	-0.00699853736685251	0.0838383368414117	3	3	2	4
"934"	"MET"	-0.00329827936911592	0.0441316405612435	2	3	2	2
"935"	"METAL"	0.000853482746016811	0.392323595994265	2	1	3	8
"936"	"MG"	-0.00329864155938012	0.0441248647929339	2	3	2	2
"937"	"MGO"	-0.00373646015264324	0.18747492175558	2	1	2	7
"938"	"MHC"	-0.0148234711724358	0.331413044547811	3	2	2	14
"939"	"MI"	0	0	2	2	2	10
"940"	"MIC"	0	0	2	2	3	9
"941"	"MIL"	-0.00329776045188495	0.0441440998396805	2	3	2	2
"942"	"MILO"	-0.00576560983701254	0.379023433817221	3	1	2	6
"943"	"MIN"	-0.00329815004841165	0.0441303889214468	2	3	3	1
"944"	"MINE"	-0.00329864368890498	0.0441385355755914	2	3	3	1
"945"	"MINEX"	-0.00557042979803754	0.125590396611211	2	3	2	2
"946"	"MINT"	-0.00440574296727193	0.258463893688381	2	1	1	23
"947"	"MKR"	-0.00208029219050579	0.12939190380346	2	1	2	7
"948"	"MLITE"	-0.00527106092742454	0.372617508177884	3	1	3	5
"949"	"MLN"	-0.00745885927319318	0.0866998916449275	3	3	3	3
"950"	"MLS"	0	0	2	2	2	10
"951"	"MM"	-0.00519230464404604	0.140329120977409	2	3	3	1
"952"	"MMC"	-0.00329886655038047	0.0441326669462617	2	3	3	1
"953"	"MMNXT"	-0.00329817265191849	0.0441394718975932	2	3	3	1
"954"	"MMXIV"	0	0	2	2	3	9
"955"	"MMXVI"	0.00328808753896918	0.0860923932572457	2	3	2	2
"956"	"MN"	-0.00329500220488691	0.0443077798018413	2	3	2	2
"957"	"MNC"	0.00630968581980195	0.320634058882063	2	1	3	8
"958"	"MND"	0.00389668221351692	0.115300573969748	2	1	3	8
"959"	"MNE"	-0.012108979010005	0.246322516018716	3	3	3	3
"960"	"MNM"	-0.0167094758212221	0.338828532868166	3	1	3	5
"961"	"MNTP"	-0.00559592786027759	0.621465980853018	3	4	2	12
"962"	"MNX"	-0.00811923446703325	0.0939581846129525	3	3	3	3
"963"	"MNY"	0	0	2	2	3	9
"964"	"MOAC"	-0.00358179554526158	0.0844120001286934	2	3	3	1
"965"	"MOD"	-0.0077504578659134	0.0863241558256645	3	3	3	3
"966"	"MOIN"	-0.00902861367120499	0.115985205894918	3	3	2	4
"967"	"MOJO"	-0.00683421462276467	0.231691897496464	3	3	3	3
"968"	"MOL"	-0.00449980470314098	0.0579886880128336	2	3	2	2
"969"	"MONA"	-0.00718712255557444	0.0788069105369559	3	3	2	4
"970"	"MONETA"	-0.00440574296727193	0.150270938429678	2	3	3	1
"971"	"MONEY"	-0.00749347521242686	0.32403887017097	3	1	2	6
"972"	"MONK"	-0.0107292176665447	0.116523020450338	3	3	3	3
"973"	"MOON"	0	0	2	2	2	10
"974"	"MOOND"	-0.00499836135151398	0.355075979626349	3	1	3	5
"975"	"MOTO"	0.00264359023445819	0.286912360056817	2	1	3	8
"976"	"MPRO"	-0.00141040167353321	0.183405916881166	2	3	2	2
"977"	"MRP"	-0.00674927300587773	0.217781609603657	3	3	2	4
"978"	"MRS"	-0.00329796674352155	0.044119091848466	2	3	3	1
"979"	"MRSA"	-0.00329827936911592	0.0441316405612435	2	3	2	2
"980"	"MRT"	-0.0025035265898201	0.589444817388626	3	2	2	14
"981"	"MRV"	-0.00129978761027044	0.117123912518333	2	3	3	1
"982"	"MRY"	-0.00329818735932302	0.0441199734193612	2	3	2	2
"983"	"MSC"	-0.00329806811929557	0.0441666573936817	2	3	2	2
"984"	"MSD"	-7.69696091986228e-05	0.153559105603969	2	3	3	1
"985"	"MSP"	-0.00595776100534047	0.0899909598162938	2	3	3	1
"986"	"MST"	-0.00632106022276853	0.315105641602935	3	1	2	6
"987"	"MTC"	0.011980133697461	0.422788009889522	2	4	2	15
"988"	"MTH"	-0.00727944090723637	0.0998294010459627	3	3	3	3
"989"	"MTL"	-0.00898848031227118	0.0826548904285792	3	3	3	3
"990"	"MTR"	-0.00329767931579516	0.0441329795746804	2	3	2	2
"991"	"MUDRA"	0	0	2	2	3	9
"992"	"MUE"	-0.00794799717380486	0.0772713194841053	3	3	3	3
"993"	"MUSIC"	-0.0103559461283262	0.0794913945210409	3	3	2	4
"994"	"MUU"	-0.00547860434553999	0.355113116634619	3	1	2	6
"995"	"MWC"	-0.00329767931579516	0.0441329795746804	2	3	2	2
"996"	"MXT"	-0.00548570163603327	0.277134075135756	3	1	2	6
"997"	"MYB"	-0.0168386136489951	0.550475995450711	3	4	2	12
"998"	"MYC"	0	0	2	2	3	9
"999"	"MYST"	-0.00947090567443153	0.14108584717141	3	3	3	3
"1000"	"MZC"	-0.00490425153621225	0.0956605487611259	2	3	3	1
"1001"	"N7"	-0.000324918156949341	0.00634953718653259	2	3	3	1
"1002"	"NAMO"	-0.00218171501698845	0.164043050185554	2	1	3	8
"1003"	"NAN"	-0.00329888584252581	0.0441304476488494	2	3	3	1
"1004"	"NANAS"	-0.00802413833963526	0.21308558052625	3	1	2	6
"1005"	"NAS"	0.0167869338319838	0.479399852632206	2	4	2	15
"1006"	"NAS2"	-0.00329800790215071	0.0441436284921334	2	3	3	1
"1007"	"NAUT"	-0.00329746559470584	0.0441247241952225	2	3	2	2
"1008"	"NAV"	-0.00793245074527422	0.0786019179315303	3	3	3	3
"1009"	"NBIT"	-0.00695116396024036	0.305716793127641	3	1	3	5
"1010"	"NBL"	-0.00329766194047643	0.0441369650808356	2	3	3	1
"1011"	"NBT"	-0.0377418266538077	0.7170653734059	3	2	3	11
"1012"	"NDC"	-0.00991233170452226	0.19669871875893	3	1	3	5
"1013"	"NDOGE"	-0.00527590120554467	0.218350058482523	3	1	3	5
"1014"	"NEBL"	-0.00508500986993234	0.107975753149977	2	3	3	1
"1015"	"NEBU"	-0.00303767018152926	0.155698081377128	2	3	2	2
"1016"	"NEC"	-0.00329826330657705	0.044129607591191	2	3	2	2
"1017"	"NEF"	-0.00141837275022045	0.35478436088885	2	1	3	8
"1018"	"NEO"	-0.00605975538786821	0.0722285634246216	2	3	3	1
"1019"	"NEOG"	-0.00757409958421427	0.646527559409767	3	4	3	13
"1020"	"NEOS"	-0.0120532006933728	0.0955475461470576	3	3	3	3
"1021"	"NET"	-0.00755548481250905	0.592127644789163	3	4	2	12
"1022"	"NETC"	-0.00404881546352785	0.0932467603851076	2	3	2	2
"1023"	"NETKO"	-0.0115691546640913	0.302070323974603	3	1	3	5
"1024"	"NEU"	-0.00223330815087233	0.107716464897111	2	3	2	2
"1025"	"NEVA"	0.0055049025431613	0.176354001549804	2	1	3	8
"1026"	"NEWB"	-0.0108805797849036	0.352027605464541	3	2	2	14
"1027"	"NGC"	-0.00928356395919649	0.0827902055125026	3	3	1	20
"1028"	"NIC"	-0.0066489094582735	0.307018974419603	3	1	2	6
"1029"	"NICE"	-0.00438180298174716	0.274380641246064	2	1	3	8
"1030"	"NIMFA"	-0.0170822369052942	0.676499098505655	3	4	3	13
"1031"	"NKA"	-0.00513822590965757	0.29038348600497	3	1	2	6
"1032"	"NKC"	-0.00448723730219633	0.546667363580735	3	4	3	13
"1033"	"NKT"	-0.0129140192431485	0.354422749860701	3	1	2	6
"1034"	"NLC"	0	0	2	2	3	9
"1035"	"NLC2"	-0.00718766231913847	0.0933911532726734	3	3	3	3
"1036"	"NLG"	-0.00618282126760771	0.0618121682680689	2	3	2	2
"1037"	"NMB"	-0.00329827936911592	0.0441321913120296	2	3	2	2
"1038"	"NMC"	-0.00501312257962695	0.067776892722431	2	3	3	1
"1039"	"NMR"	-0.00682379255919673	0.0935094897090154	3	3	3	3
"1040"	"NMS"	-0.0159832836647353	0.131867579662772	3	3	3	3
"1041"	"NOBL"	0	0	2	2	3	9
"1042"	"NODE"	-0.00329791480304197	0.0441268556280898	2	3	2	2
"1043"	"NOO"	0	0	2	2	2	10
"1044"	"NPC"	-0.00267986134702657	0.0512687663512501	2	3	2	2
"1045"	"NRB"	-0.00329827936911592	0.0441321913120296	2	3	2	2
"1046"	"NRC"	-0.00427269690716732	0.125117378311895	2	3	2	2
"1047"	"NRS"	-0.00329860808014091	0.0441351196921558	2	3	3	1
"1048"	"NSR"	0	0	2	2	3	9
"1049"	"NTC"	0	0	2	2	3	9
"1050"	"NTCC"	0	0	2	2	3	9
"1051"	"NTM"	-0.00794435744622936	0.271760832619474	3	1	3	5
"1052"	"NTO"	-0.00898144856600093	0.243539768045368	3	3	3	3
"1053"	"NTRN"	-0.00998655777072809	0.267440055658916	3	1	2	6
"1054"	"NTWK"	-0.00699758601457285	0.439757900571649	3	1	3	5
"1055"	"NUBIS"	-0.00801277086772365	0.153293332843221	3	1	2	6
"1056"	"NUKE"	-0.016367936794911	0.44088234586489	3	2	2	14
"1057"	"NULS"	-0.00471673357662144	0.0894638438769764	2	3	2	2
"1058"	"NUM"	-0.00631027515500129	0.371024004263544	3	1	3	5
"1059"	"NVC"	-0.00587086123027706	0.0606751994323329	2	3	3	1
"1060"	"NXC"	-0.0119810336028562	0.0890325629986129	3	3	2	4
"1061"	"NXE"	-0.00222327339622339	0.0812636108630311	2	3	3	1
"1062"	"NXS"	-0.00579226249065527	0.0964259591617779	2	3	3	1
"1063"	"NXT"	-0.0081208055973697	0.0693000887846473	3	3	3	3
"1064"	"NXTI"	-0.00329747421853524	0.0441236114865184	2	3	3	1
"1065"	"NXTTY"	-0.00329791480304197	0.0441268556280898	2	3	3	1
"1066"	"NYAN"	-0.00639921757791151	0.145631250142224	3	3	3	3
"1067"	"NZC"	0.00451157635683656	0.0579875734727065	2	3	3	1
"1068"	"OAX"	-0.00618085028869617	0.0937775395213623	3	3	3	3
"1069"	"OBITS"	-0.0101896222222991	0.133114221525196	3	3	3	3
"1070"	"OBS"	-0.00378768951125653	0.0419376644594173	2	3	2	2
"1071"	"OCEAN"	-0.0024360604352016	0.213449636887526	2	1	2	7
"1072"	"OCL"	-0.00809113511703044	0.261428877953693	3	1	2	6
"1073"	"OCN"	0.00925703905382366	0.333962267151265	2	1	2	7
"1074"	"OCTO"	-0.00329864155938012	0.0441038461375565	2	3	2	2
"1075"	"ODN"	-0.0134860393652492	0.154604678257179	3	3	2	4
"1076"	"ODNT"	-0.013176456455173	0.334069119327557	3	1	3	5
"1077"	"OK"	-0.00927758537375571	0.0755075078399343	3	3	2	4
"1078"	"OLDSF"	-0.00329888584252581	0.0441301074342388	2	3	2	2
"1079"	"OLYMP"	-0.00117836828178717	0.337054407326825	2	1	2	7
"1080"	"OMA"	-0.00396935547100744	0.206139568745616	2	1	2	7
"1081"	"OMC"	-0.00357336867435336	0.286791852218361	2	1	3	8
"1082"	"OMG"	-0.00677613121670003	0.0707152682634592	3	3	2	4
"1083"	"OMNI"	-0.0104642099521842	0.0777798675870518	3	3	3	3
"1084"	"ONION"	-0.00981849528499894	0.0846612392562452	3	3	2	4
"1085"	"ONX"	-0.0109713982484884	0.256410060538454	3	1	3	5
"1086"	"OPAL"	-0.00127382873641868	0.265469678160232	2	1	3	8
"1087"	"OPC"	-0.0120375923404169	0.229109427723912	3	3	3	3
"1088"	"OPES"	0.00218171501698845	0.0414629915173902	2	3	2	2
"1089"	"OPT"	-0.00440574296727193	0.319111923035243	3	1	2	6
"1090"	"OPTION"	-0.00408445563508792	0.0740127386642692	2	3	2	2
"1091"	"ORB"	-0.00330031353912091	0.080175251951627	2	3	2	2
"1092"	"ORLY"	0.000910176093791846	0.322703320990791	2	1	2	7
"1093"	"ORME"	-0.00980662658422706	0.12768613768405	3	3	2	4
"1094"	"ORO"	0	0	2	2	3	9
"1095"	"OS76"	-0.0073833788777444	0.319860241318894	3	1	2	6
"1096"	"OSC"	-0.00495482941856334	0.165941609185693	2	3	3	1
"1097"	"OTN"	-0.0137381187061764	0.151445183665621	3	3	3	3
"1098"	"OTX"	-0.017138325239866	0.570991092654463	3	2	3	11
"1099"	"OX"	0.0117882311599905	0.296120586650219	2	1	2	7
"1100"	"OXY"	-0.0143491730899266	0.245470418500242	3	1	3	5
"1101"	"PAC"	0.011540050051646	0.350846482449036	2	1	2	7
"1102"	"PAK"	-0.00863623341477479	0.149363848528837	3	3	2	4
"1103"	"PAL"	-0.00679373751681687	0.19226707329424	3	3	3	3
"1104"	"PARA"	-0.00329791480304197	0.17862101791703	2	3	3	1
"1105"	"PART"	-0.00640300874517096	0.0902888288260063	3	3	2	4
"1106"	"PASC"	-0.00648697309663637	0.0867403053238737	3	3	3	3
"1107"	"PASL"	-0.00918067837749889	0.153520175464551	3	3	3	3
"1108"	"PAY"	-0.00728885986571451	0.0811830689411339	3	3	2	4
"1109"	"PAYP"	-0.0110561581923108	0.287233289061366	3	1	2	6
"1110"	"PBC"	0	0	2	2	2	10
"1111"	"PBL"	-0.00999865470518385	0.124008835768033	3	3	3	3
"1112"	"PCM"	-0.00660756865023977	0.254800860898182	3	1	2	6
"1113"	"PCOIN"	-0.0153295903465531	0.132876801664454	3	3	2	4
"1114"	"PCS"	-0.0047065246184884	0.170272965724088	2	1	2	7
"1115"	"PDC"	-0.00827731818634927	0.0707664811956551	3	3	2	4
"1116"	"PEC"	0	0	2	2	3	9
"1117"	"PEN*"	-0.00338407437197081	0.538560061247551	3	2	2	14
"1118"	"PEPECASH"	-0.00775725644270078	0.125455094849988	3	3	2	4
"1119"	"PEX"	-0.00294001001980897	0.125717423044051	2	3	2	2
"1120"	"PFR"	-0.00477756369126193	1.42125736049299	1	5	2	17
"1121"	"PGL"	-0.00828356350271603	0.553535226727674	3	1	3	5
"1122"	"PHO"	-0.00329827936911592	0.173687443911815	2	1	2	7
"1123"	"PHR"	-0.0236642141453314	0.319770476311212	3	1	2	6
"1124"	"PHS"	-0.00351880801952932	0.115524475509744	2	3	3	1
"1125"	"PHX"	0.00748400605524977	0.291950624459982	2	1	3	8
"1126"	"PIE"	-0.00543135067801734	0.358971048348298	3	1	2	6
"1127"	"PIGGY"	-0.00580277578635098	0.121820482704572	2	3	2	2
"1128"	"PING"	0.00248871766230824	0.105552707275511	2	3	2	2
"1129"	"PINK"	-0.00878647569385701	0.081090498893118	3	3	3	3
"1130"	"PINKX"	-0.0106812041170254	0.2907690636656	3	1	2	6
"1131"	"PIO"	-0.00166086954900336	0.0307335474269651	2	3	2	2
"1132"	"PIVX"	-0.00656468337474962	0.0763697868232924	3	3	2	4
"1133"	"PIX"	-0.00787235293994372	0.213037106200109	3	1	2	6
"1134"	"PIZZA"	-0.0110675248437208	0.174869730244527	3	1	3	5
"1135"	"PKB"	-0.0115856768034126	0.307188359143625	3	1	3	5
"1136"	"PLANET"	-0.00694288557770322	0.283613236124643	3	1	2	6
"1137"	"PLAY"	0.0142833327850658	0.441213623218315	2	4	3	16
"1138"	"PLBT"	-0.00407491530028511	0.210749799909955	2	3	3	1
"1139"	"PLC"	-0.00690999631343017	0.229924083442748	3	3	2	4
"1140"	"PLNC"	-0.00773706756677035	0.277744091206343	3	1	2	6
"1141"	"PLR"	-0.00466041760430403	0.130463026161638	2	3	1	19
"1142"	"PLU"	-0.00959058656564032	0.125582469912791	3	3	3	3
"1143"	"PLX"	-0.00466998222093176	0.0895122413482744	2	3	2	2
"1144"	"PNC"	0.0037739940417933	0.1605592588547	2	1	3	8
"1145"	"PND"	-0.00177416545874741	0.197666247136378	2	3	2	2
"1146"	"PNK"	-0.00368904092659258	0.105308180094612	2	3	2	2
"1147"	"POE"	-0.00815757925980793	0.0919654690237799	3	3	2	4
"1148"	"POINTS"	-0.00329897346422488	0.0441458557529348	2	3	2	2
"1149"	"POLL"	-0.00919871358003255	0.11468712904612	3	3	2	4
"1150"	"POLY"	0.0191413834109664	0.458690425885479	2	4	2	15
"1151"	"POP"	0	0	2	2	3	9
"1152"	"POS"	-0.0032987141614158	0.0441349399090031	2	3	2	2
"1153"	"POST"	-0.00939581516254749	0.113489434060301	3	3	2	4
"1154"	"POT"	-0.00911475295394469	0.0731725069259304	3	3	2	4
"1155"	"POWR"	-0.0063228646706983	0.0786971345536618	3	3	2	4
"1156"	"PPC"	-0.00527325900011364	0.0715385878446711	2	3	1	19
"1157"	"PPP"	-0.00919843565232738	0.259097160860564	3	1	3	5
"1158"	"PPT"	-0.00876258511732909	0.0852474348727057	3	3	3	3
