Date,BTC,ETH,XRP,USDT,BCH,LTC,BNB,EOS,XLM,TRX
02/09/2018,8736.98,883.86,0.95,1,1312.11,163.95,9.73,9.65,0.4,0.04
02/10/2018,8621.9,860.41,1.07,1,1257.31,155.59,9.26,9.1,0.4,0.04
02/11/2018,8129.97,814.66,1,0.99,1217.64,148.99,8.7,8.41,0.37,0.04
02/12/2018,8926.57,868.71,1.08,1,1283.91,161.57,9.32,9.18,0.39,0.04
02/13/2018,8598.31,845.26,1.03,1,1231.98,159.55,8.99,9.21,0.41,0.04
02/14/2018,9494.63,923.56,1.14,1,1362.27,213.36,10.4,9.97,0.45,0.04
02/15/2018,10166.4,936.98,1.15,1.01,1375.81,225.43,10.93,10.17,0.45,0.04
02/16/2018,10233.9,944.21,1.14,1,1552.2,230.12,11.2,10.02,0.45,0.05
02/17/2018,11112.7,974.11,1.2,1,1551.39,229.46,11.69,10.15,0.47,0.05
02/18/2018,10551.8,923.92,1.12,1.01,1487.46,215.74,10.7,9.38,0.45,0.04
02/19/2018,11225.3,943.86,1.14,1,1534.77,223.06,11.08,9.68,0.45,0.05
02/20/2018,11403.7,895.37,1.09,1,1418.73,232.85,9.9,9.28,0.4,0.04
02/21/2018,10690.4,849.97,1.02,1,1308.46,213.35,9.38,8.76,0.39,0.04
02/22/2018,10005,812.84,0.94,1,1219.49,195.31,8.9,8.09,0.36,0.04
02/23/2018,10301.1,864.19,0.99,1,1270.71,209.31,9.69,8.58,0.38,0.04
02/24/2018,9813.07,840.52,0.95,1,1193.27,209.42,9.14,8.19,0.35,0.04
02/25/2018,9664.73,844.81,0.94,1,1178.1,220.48,9.35,7.9,0.35,0.03
02/26/2018,10366.7,869.32,0.95,0.99,1250.56,220.96,9.9,8.13,0.36,0.04
02/27/2018,10725.6,878.27,0.94,1,1246.66,216.6,10.66,8.57,0.36,0.04
02/28/2018,10397.9,855.2,0.9,0.99,1204.16,202.9,10.44,8.41,0.33,0.04
03/01/2018,10951,872.2,0.92,1,1291.92,209.75,10.51,8.63,0.33,0.04
03/02/2018,11086.4,856.85,0.91,0.99,1275.18,212.56,10.22,8.09,0.32,0.05
03/03/2018,11489.7,857.22,0.9,1,1270.38,210.64,10.22,8,0.35,0.04
03/04/2018,11512.6,866.68,1.01,0.99,1289.08,213.8,10.35,8.18,0.36,0.04
03/05/2018,11573.3,853.68,0.95,0.99,1268.03,211.18,10.11,8.05,0.35,0.04
03/06/2018,10779.9,816.95,0.92,1,1206.04,196.6,9.38,7.25,0.33,0.04
03/07/2018,9965.57,752.83,0.87,1,1092.16,185.84,9.03,6.51,0.32,0.03
03/08/2018,9395.01,704.6,0.82,1.01,1040.21,176.51,8.31,6.2,0.31,0.03
03/09/2018,9337.55,728.92,0.84,1,1067.02,187.17,8.31,6.13,0.31,0.03
03/10/2018,8866,686.89,0.79,1.01,1005.93,177.73,7.67,5.8,0.29,0.03
03/11/2018,9578.63,723.34,0.83,1,1145.17,188.95,8.27,6.14,0.3,0.03
03/12/2018,9205.12,699.83,0.8,1,1051.28,178.23,8.04,5.83,0.29,0.03
03/13/2018,9194.85,690.83,0.78,0.99,1064.03,175.78,10.12,5.86,0.29,0.03
03/14/2018,8269.81,614.29,0.7,1,949.47,161.1,8.96,5.34,0.24,0.03
03/15/2018,8300.86,611.3,0.69,1,943.64,164.48,9.1,5.17,0.24,0.03
03/16/2018,8338.35,601.67,0.68,0.99,977.03,165.45,9.11,5.09,0.22,0.03
03/17/2018,7916.88,552.78,0.63,1,949.78,152.97,8.99,4.67,0.2,0.02
03/18/2018,8223.68,538.64,0.65,1,938.11,154.07,8.95,4.65,0.22,0.02
03/19/2018,8630.65,556.73,0.74,0.98,994.67,161.14,8.99,6.36,0.25,0.03
03/20/2018,8913.47,557.17,0.7,0.99,1059.12,168.82,9.16,6.01,0.26,0.03
03/21/2018,8929.28,561.73,0.69,0.99,1033.45,169.05,9.98,7.03,0.25,0.03
03/22/2018,8728.47,539.7,0.66,0.99,1011.52,163.67,10.07,7.03,0.24,0.03
03/23/2018,8879.62,539.62,0.64,0.99,1019.43,167.83,11.74,7.01,0.23,0.04
03/24/2018,8668.12,526.44,0.64,1.01,982.3,159.63,13.09,6.63,0.23,0.04
03/25/2018,8495.78,524.29,0.64,0.99,966.88,160.08,12.78,6.52,0.23,0.04
03/26/2018,8209.4,489.95,0.59,1,919.25,149.22,12.06,5.9,0.22,0.04
03/27/2018,7833.04,450.12,0.57,1,876.33,135.78,11.51,5.91,0.21,0.04
03/28/2018,7954.48,446.28,0.57,0.99,860.52,131.75,11.64,6.29,0.21,0.04
03/29/2018,7165.7,385.97,0.51,0.99,714.27,114.68,10.2,6.02,0.19,0.04
03/30/2018,6890.52,394.64,0.5,0.99,697.01,118.6,10.35,6.1,0.18,0.04
03/31/2018,6973.53,396.46,0.51,1,685.25,116.61,11.06,5.99,0.2,0.03
04/01/2018,6844.23,379.61,0.48,0.99,643.03,115.22,11.07,5.66,0.2,0.03
04/02/2018,7083.8,386.42,0.5,1,662.77,119.31,12.62,5.89,0.22,0.03
04/03/2018,7456.11,416.89,0.55,1,712.88,134.47,13.36,6.13,0.23,0.03
04/04/2018,6853.84,380.54,0.5,1,649.2,118.41,12.19,5.73,0.2,0.03
04/05/2018,6811.47,383.23,0.49,1,646.04,119.13,12.45,6.4,0.19,0.04
04/06/2018,6636.32,370.29,0.47,1,610.43,113.15,12.26,5.89,0.19,0.03
04/07/2018,6911.09,385.31,0.48,0.99,640.35,116.26,12.46,5.91,0.2,0.03
04/08/2018,7023.52,400.51,0.5,0.99,655.26,117.67,12.12,5.97,0.2,0.03
04/09/2018,6770.73,398.53,0.49,0.99,637.03,114.99,11.87,5.87,0.19,0.03
04/10/2018,6834.76,414.24,0.49,0.99,649.62,114.26,12.04,6,0.19,0.03
04/11/2018,6968.32,430.54,0.53,1,666.58,118.29,12.23,8.49,0.21,0.03
04/12/2018,7889.25,492.94,0.62,0.99,734.48,129.34,12.95,8.7,0.24,0.03
04/13/2018,7895.96,492.73,0.63,0.99,738.3,125.35,13.54,8.74,0.24,0.03
04/14/2018,7986.24,501.48,0.63,0.99,738.98,126.29,13.24,8.6,0.25,0.04
04/15/2018,8329.11,531.7,0.68,0.99,780.83,132.04,13.06,8.4,0.29,0.04
04/16/2018,8058.67,511.15,0.66,0.99,766.47,128.34,12.21,8.1,0.28,0.04
04/17/2018,7902.09,502.89,0.65,0.99,757.59,132.93,11.77,8.51,0.3,0.04
04/18/2018,8163.42,524.79,0.7,0.99,888.91,140,12.28,9.03,0.35,0.04
04/19/2018,8294.31,567.89,0.79,0.99,968.64,146.3,12.35,9.44,0.36,0.04
04/20/2018,8845.83,615.72,0.92,0.99,1128.02,155.54,12.58,11.45,0.39,0.05
04/21/2018,8895.58,605.4,0.87,0.99,1154.69,148.93,13.38,11.11,0.37,0.05
04/22/2018,8802.46,621.86,0.86,0.99,1201.22,146.77,12.88,11.35,0.36,0.05
04/23/2018,8930.88,642.55,0.87,0.99,1432.26,152.25,13.63,11.61,0.37,0.05
04/24/2018,9697.5,708.16,0.93,1,1426.42,165.78,15.27,15.31,0.4,0.07
04/25/2018,8845.74,615.42,0.8,0.99,1284.79,144.76,13.29,14.46,0.33,0.07
04/26/2018,9281.51,662.81,0.85,0.99,1420.41,153.68,14.65,15.49,0.38,0.07
04/27/2018,8987.05,647.03,0.81,1,1337.85,145.9,14.33,16.67,0.39,0.07
04/28/2018,9348.48,683.68,0.86,0.99,1396.25,152.3,15.2,18.87,0.42,0.08
04/29/2018,9419.08,688.88,0.87,0.99,1440.3,153.63,15.06,21.54,0.45,0.08
04/30/2018,9240.55,669.92,0.83,0.99,1350.05,148.48,14.31,17.58,0.42,0.09
05/01/2018,9119.01,673.61,0.84,1,1351.28,148.49,14.16,18.95,0.43,0.09
05/02/2018,9235.92,687.15,0.85,0.99,1458.72,151.58,14.41,19.21,0.43,0.09
05/03/2018,9743.86,779.54,0.88,0.99,1511.97,161.46,14.65,17.77,0.43,0.08
05/04/2018,9700.76,785.62,0.89,0.99,1517.33,168.79,14.33,17.15,0.43,0.08
05/05/2018,9858.15,816.12,0.9,0.99,1752.1,177.76,14.37,17.8,0.43,0.08
05/06/2018,9654.8,792.31,0.87,0.99,1765.69,171.8,13.94,17.47,0.41,0.08
05/07/2018,9373.01,753.72,0.83,0.99,1655.2,164.88,13.7,17.98,0.39,0.08
05/08/2018,9234.82,752.86,0.81,1,1611.94,159.62,13.53,18.14,0.38,0.08
05/09/2018,9325.18,752.28,0.8,1,1638.34,157.05,14.66,17.94,0.37,0.08
05/10/2018,9043.94,727.28,0.75,1,1528.59,149.87,13.82,17.54,0.35,0.07
05/11/2018,8441.49,679.59,0.68,1,1371.74,137.12,12.99,14.9,0.31,0.06
05/12/2018,8504.89,686.05,0.69,1,1472.4,141.88,12.94,14.25,0.35,0.06
05/13/2018,8723.94,733.5,0.74,1,1493.12,144.59,13.12,14.94,0.37,0.07
05/14/2018,8716.79,730.55,0.74,1,1431.69,147.71,12.87,14.02,0.36,0.07
05/15/2018,8510.38,708.87,0.69,1,1343.38,139.88,12.57,12.99,0.34,0.06
05/16/2018,8368.83,707.05,0.71,0.99,1280.62,139.27,12.26,12.77,0.33,0.07
05/17/2018,8094.32,672.66,0.66,1,1206.17,132.77,12.47,12.43,0.31,0.06
05/18/2018,8250.97,694.37,0.68,1,1207.24,136.06,15.14,13,0.31,0.06
05/19/2018,8247.18,696.53,0.67,1,1184.96,135.32,14.25,13.17,0.31,0.06
05/20/2018,8513.25,715.37,0.7,0.99,1291.77,139.7,14.12,14.01,0.33,0.07
05/21/2018,8418.99,699.22,0.68,1,1233.64,134.51,14.72,13.51,0.31,0.08
05/22/2018,8041.78,647.74,0.64,1,1141.86,128.68,13.93,12.27,0.3,0.07
05/23/2018,7557.82,583.59,0.59,1,1005.61,119.31,12.63,10.88,0.28,0.06
05/24/2018,7587.34,601.76,0.63,0.99,1071.36,122.61,13,12.75,0.29,0.07
05/25/2018,7480.14,586.73,0.61,1,1017.3,119.44,13.01,12.29,0.28,0.07
05/26/2018,7355.88,587.28,0.61,0.99,1012.48,118.28,12.76,12.35,0.28,0.07
05/27/2018,7368.22,572.67,0.6,0.99,996.92,117.99,12.61,12.51,0.27,0.07
05/28/2018,7135.99,516.04,0.55,1,892.12,111.6,11.89,11.64,0.25,0.06
05/29/2018,7472.59,565.39,0.6,1,987.66,119.57,12.57,12.18,0.28,0.06
05/30/2018,7406.52,559.59,0.6,0.99,984.68,117.53,12.57,12.01,0.27,0.06
05/31/2018,7494.17,577.65,0.61,0.99,995.34,118.07,14.19,12.28,0.29,0.06
06/01/2018,7541.45,580.04,0.62,1,1002.92,119.92,14.24,12.31,0.29,0.05
06/02/2018,7643.45,591.81,0.64,0.99,1084.78,123.31,14.68,14.74,0.29,0.06
06/03/2018,7720.25,618.33,0.67,1,1170.4,125.5,14.57,14.62,0.3,0.06
06/04/2018,7514.47,592.98,0.66,1,1105.8,119.9,14.26,13.55,0.29,0.05
06/05/2018,7633.76,609.3,0.67,1,1152.89,121.7,15.6,14.2,0.29,0.06
06/06/2018,7653.98,607.12,0.67,1,1131.17,121.18,17.25,13.94,0.29,0.05
06/07/2018,7678.24,605.19,0.67,0.99,1143.75,121.43,16.26,14.59,0.29,0.05
06/08/2018,7624.92,601.08,0.67,1,1118.19,120.08,16.27,14.04,0.28,0.05
06/09/2018,7531.98,597.56,0.65,1.01,1092.13,117.74,15.96,14.1,0.28,0.05
06/10/2018,6786.02,526.48,0.58,0.99,939.55,107.04,14.18,11.39,0.24,0.04
06/11/2018,6906.92,533.28,0.6,1,958.56,107.52,15.38,11.59,0.25,0.04
06/12/2018,6582.36,496.84,0.56,1,874.43,100.75,15.23,10.22,0.23,0.04
06/13/2018,6349.9,477.49,0.53,1,844.24,94.08,14.59,10.15,0.22,0.04
06/14/2018,6675.35,519.74,0.56,1,897.6,101.15,14.9,11.3,0.24,0.04
06/15/2018,6456.58,491,0.53,1.01,849.32,96.68,15.05,10.66,0.23,0.04
06/16/2018,6550.16,499.64,0.53,1,852.19,97.58,15.81,10.63,0.23,0.04
06/17/2018,6499.27,500.45,0.52,1.01,852.1,96.1,16.58,10.44,0.23,0.04
06/18/2018,6734.82,518.89,0.53,1,885.64,98.82,16.88,10.72,0.23,0.04
06/19/2018,6769.94,537.96,0.54,1,904.65,98.84,16.7,10.73,0.23,0.04
06/20/2018,6776.55,536.27,0.53,0.99,890.45,97.99,16.06,10.42,0.23,0.04
06/21/2018,6729.74,527.37,0.53,1,874.09,96.93,17.05,10.42,0.22,0.04
06/22/2018,6083.69,465.82,0.48,1,755.97,85.08,15.59,8.66,0.2,0.04
06/23/2018,6162.48,474.52,0.49,1,762.76,82.6,15.55,8.41,0.2,0.04
06/24/2018,6173.23,457.67,0.47,1.01,749.36,80.78,14.45,8.09,0.19,0.04
06/25/2018,6249.18,460.31,0.48,1,756.85,81.83,14.92,8.24,0.19,0.04
