Date,BTC,ETH,XRP,USDT,BCH,LTC,BNB,EOS,XLM,TRX
06/26/2018,6093.67,432.77,0.45,1,700.26,76.87,14.12,7.51,0.18,0.03
06/27/2018,6157.13,442.36,0.47,0.99,713.77,80.66,14.05,8.01,0.18,0.03
06/28/2018,5903.44,422.36,0.44,0.99,660.24,74.93,14.12,7.45,0.17,0.03
06/29/2018,6218.3,436.01,0.45,1,715.71,78.77,14.51,7.73,0.18,0.03
06/30/2018,6404,455.18,0.46,0.99,748.71,81.37,14.66,8.13,0.19,0.03
07/01/2018,6385.82,453.92,0.46,0.99,739.42,80.24,14.4,8.13,0.19,0.03
07/02/2018,6614.18,475.35,0.48,0.99,776.17,85.26,14.57,8.89,0.21,0.03
07/03/2018,6529.59,464.2,0.48,1,757.95,85.1,14.17,8.84,0.2,0.03
07/04/2018,6597.55,467.32,0.49,0.99,762.4,85.49,14.01,8.89,0.2,0.03
07/05/2018,6639.14,474.41,0.48,1.01,748.22,83.76,13.85,8.93,0.2,0.03
07/06/2018,6673.5,474.01,0.47,1,737.33,83.38,13.53,8.68,0.2,0.03
07/07/2018,6856.93,491.66,0.49,1.01,775.3,86.2,14.4,9.02,0.2,0.03
07/08/2018,6773.88,489.12,0.47,1,751.35,82.4,13.99,8.71,0.2,0.03
07/09/2018,6741.75,476.68,0.47,1.01,733.38,80.86,13.66,7.75,0.2,0.03
07/10/2018,6329.95,434.42,0.44,1,688.63,76.08,12.76,7.21,0.19,0.03
07/11/2018,6394.71,446.52,0.45,1,707.48,78.7,12.7,7.19,0.18,0.03
07/12/2018,6228.81,430.07,0.43,0.99,682.76,76.81,12.07,6.9,0.18,0.03
07/13/2018,6238.05,434.03,0.43,1,696.59,76.94,12.18,6.96,0.2,0.03
07/14/2018,6276.12,436.09,0.43,1,704.06,76.72,12.1,6.99,0.2,0.03
07/15/2018,6359.64,449.85,0.44,0.99,722.97,78.94,12.29,7.4,0.21,0.03
07/16/2018,6741.75,480.66,0.48,0.99,805.68,84.6,13.24,8.11,0.23,0.03
07/17/2018,7321.04,501,0.5,1,850.78,89.81,13.71,8.78,0.25,0.03
07/18/2018,7370.78,480.51,0.48,1,829.94,86.96,12.86,8.61,0.29,0.03
07/19/2018,7466.86,469.62,0.47,0.99,824.89,86.67,12.92,8.39,0.3,0.03
07/20/2018,7354.13,450.7,0.44,1,767.66,82.75,12.07,7.9,0.27,0.03
07/21/2018,7419.29,462.44,0.45,1,789.49,84.46,12.19,8.05,0.29,0.03
07/22/2018,7418.49,459.66,0.44,0.99,788.67,83.16,12.12,7.9,0.28,0.03
07/23/2018,7711.11,450.85,0.44,0.99,784.39,82.43,12.02,7.97,0.28,0.03
07/24/2018,8424.27,479.37,0.45,0.99,869.47,89.29,12.15,8.6,0.3,0.03
07/25/2018,8181.39,472.49,0.45,0.99,831.46,86.28,12.94,8.51,0.33,0.03
07/26/2018,7951.58,464.04,0.44,0.99,806.18,84.03,13.4,8.32,0.3,0.03
07/27/2018,8165.01,469.67,0.45,0.99,819.39,84.46,13.92,8.41,0.31,0.03
07/28/2018,8192.15,466.9,0.45,0.99,818.83,83.62,14.6,8.32,0.31,0.03
07/29/2018,8218.46,466.67,0.45,0.99,828.98,84.08,14.02,8.34,0.3,0.03
07/30/2018,8180.48,457.08,0.44,0.99,816.08,82.85,13.22,7.77,0.29,0.03
07/31/2018,7780.44,433.87,0.43,0.99,777.15,79.7,13.78,7.37,0.27,0.03
08/01/2018,7624.91,420.75,0.44,0.99,769.35,77.86,13.57,7.26,0.27,0.03
08/02/2018,7567.15,412.62,0.43,1,734.76,76.14,14.18,7.06,0.26,0.03
08/03/2018,7434.39,418.26,0.44,0.99,724.71,77.54,14.13,7.2,0.25,0.03
08/04/2018,7032.85,407.25,0.42,0.99,695.74,73.2,13.84,6.99,0.24,0.02
08/05/2018,7068.48,410.52,0.43,0.99,709.22,74.59,13.62,7.06,0.24,0.03
08/06/2018,6951.8,406.66,0.41,1,692.63,73.89,13.7,7.07,0.23,0.02
08/07/2018,6753.12,380.22,0.38,1,659.38,68.17,13.15,6.61,0.23,0.02
08/08/2018,6305.8,356.61,0.33,1,585.45,62.49,12.14,5.59,0.2,0.02
08/09/2018,6568.23,365.59,0.34,1,610.78,63.98,12.86,5.8,0.22,0.02
08/10/2018,6184.71,334.18,0.32,1,572.44,59.39,12.13,5.28,0.22,0.02
08/11/2018,6295.73,322.11,0.3,1.01,566.77,58.36,11.74,5.02,0.21,0.02
08/12/2018,6322.69,319.57,0.29,1,570.96,59.33,11.74,5.01,0.22,0.02
08/13/2018,6297.57,286.5,0.27,1,535.98,56.85,10.23,4.62,0.22,0.01
08/14/2018,6199.71,278.93,0.27,0.99,509.31,54.56,9.42,4.58,0.21,0.01
08/15/2018,6308.52,282.36,0.28,1,513.67,54.5,9.46,4.64,0.21,0.01
08/16/2018,6334.73,288.05,0.29,1,517.35,55.36,9.8,4.52,0.21,0.01
08/17/2018,6580.63,315.73,0.36,0.99,597.01,61.51,10.87,5.51,0.23,0.02
08/18/2018,6423.76,295.81,0.32,1,554.92,57.28,9.91,5.1,0.22,0.02
08/19/2018,6506.07,300.83,0.34,1,569.93,57.94,10.16,5.31,0.22,0.02
08/20/2018,6308.53,274.32,0.31,1.01,515.66,54,9.7,4.76,0.21,0.02
08/21/2018,6488.76,281.94,0.33,1,536.57,56.35,9.71,4.91,0.21,0.02
08/22/2018,6376.71,271.34,0.31,1,519.95,55.32,9.54,4.72,0.2,0.01
08/23/2018,6534.88,277.1,0.32,0.99,530.77,57.54,9.72,4.92,0.22,0.02
08/24/2018,6719.96,282.97,0.32,1,535.41,57.93,10.23,5.05,0.21,0.02
08/25/2018,6763.19,279.65,0.32,1,537.24,57.91,10.14,5.05,0.21,0.02
08/26/2018,6707.26,275.2,0.32,0.99,522.88,57.33,10.19,4.95,0.21,0.02
08/27/2018,6884.64,285.6,0.33,0.99,546.36,60.25,11.21,5.36,0.22,0.02
08/28/2018,7096.28,296.5,0.35,0.99,565.31,63.02,11.49,5.9,0.23,0.02
08/29/2018,7047.16,289.31,0.34,1,554.37,61.77,11.17,6.12,0.22,0.02
08/30/2018,6978.23,284.11,0.33,1,540.03,60.32,10.76,6.08,0.22,0.02
08/31/2018,7037.58,283,0.33,1,543.08,61.93,11.01,6.43,0.22,0.02
09/01/2018,7193.25,295.34,0.34,0.99,615.31,65.95,11.38,6.64,0.22,0.02
09/02/2018,7272.72,294.37,0.34,0.99,645.88,65.65,11.3,6.6,0.22,0.02
09/03/2018,7260.06,289.26,0.33,0.99,626.36,65.37,11.26,6.47,0.22,0.02
09/04/2018,7361.66,285.72,0.33,0.99,625.07,67.71,11.36,6.48,0.23,0.02
09/05/2018,6792.83,232.33,0.28,1.01,530.51,58.44,10.09,5.22,0.2,0.02
09/06/2018,6529.17,230.22,0.3,1,519.16,57.49,10.28,5.24,0.2,0.02
09/07/2018,6467.07,217.2,0.29,1.01,501.57,56.2,10.04,5.09,0.2,0.02
09/08/2018,6225.98,197.95,0.27,1,475.29,53.24,9.52,4.76,0.19,0.01
09/09/2018,6300.86,196.92,0.27,1,481.19,54.92,9.51,4.97,0.19,0.01
09/10/2018,6329.7,197.08,0.27,1,465.59,54.6,9.52,5.04,0.19,0.01
09/11/2018,6321.2,185.07,0.26,1,440.84,52.37,9.37,4.98,0.2,0.01
09/12/2018,6351.8,183.33,0.27,1,432.85,51.66,9.21,4.94,0.19,0.01
09/13/2018,6517.31,211.35,0.28,1.01,464.44,54.54,9.6,5.39,0.2,0.01
09/14/2018,6512.71,211.75,0.27,1,449.5,56.58,9.93,5.27,0.2,0.01
09/15/2018,6543.2,223.07,0.28,1,450.68,56.71,10.11,5.4,0.2,0.01
09/16/2018,6517.18,220.59,0.28,1,449.16,56.97,9.94,5.42,0.2,0.01
09/17/2018,6281.2,197.88,0.27,1,420.45,52.54,9.41,4.89,0.19,0.01
09/18/2018,6371.3,209.98,0.32,1,435.68,54.1,9.54,5.1,0.2,0.01
09/19/2018,6398.54,209.97,0.32,1,429.23,54.33,9.62,5.23,0.2,0.01
09/20/2018,6519.67,224.59,0.44,1,455.74,56.63,10.07,5.74,0.23,0.02
09/21/2018,6734.95,246.58,0.56,0.99,499.04,60.72,10.41,6.14,0.24,0.02
09/22/2018,6721.98,240.48,0.57,1,487.83,60.44,10.25,5.93,0.23,0.02
09/23/2018,6710.63,244.33,0.57,0.99,488.65,61.37,10.28,6.02,0.28,0.02
09/24/2018,6595.41,228.73,0.49,1,463.09,57.97,10.04,5.68,0.25,0.02
09/25/2018,6446.47,218.51,0.52,1,445.23,57.54,9.78,5.38,0.25,0.02
09/26/2018,6495,215.85,0.51,1,515.93,57.4,9.74,5.56,0.24,0.02
09/27/2018,6676.75,228.49,0.54,0.99,564.41,62.98,10.03,5.82,0.25,0.02
09/28/2018,6644.13,222.4,0.53,1,539.86,61.9,9.97,5.77,0.25,0.02
09/29/2018,6601.96,231.64,0.57,0.99,536.91,61.61,10,5.76,0.25,0.02
09/30/2018,6625.56,232.85,0.58,1,529.93,61.14,10.02,5.72,0.25,0.02
10/01/2018,6589.62,230.77,0.57,0.99,530.91,60.21,9.94,5.74,0.25,0.02
10/02/2018,6556.1,227.18,0.52,0.99,533.27,59.71,10.36,5.65,0.24,0.02
10/03/2018,6502.59,220.49,0.52,0.99,514.53,57.48,10.27,5.62,0.24,0.02
10/04/2018,6576.69,222.22,0.52,0.99,513.03,58.28,10.26,5.78,0.24,0.02
10/05/2018,6622.48,227.6,0.51,0.99,520.63,58.77,10.64,5.81,0.24,0.02
10/06/2018,6588.31,225.12,0.48,0.99,508.62,57.84,10.37,5.73,0.23,0.02
10/07/2018,6602.95,226.12,0.48,0.99,517.47,58.16,10.52,5.76,0.24,0.02
10/08/2018,6652.23,229.26,0.48,0.99,528.98,59.41,10.51,5.91,0.24,0.02
10/09/2018,6642.64,227.98,0.47,0.99,517.79,58.71,10.38,5.91,0.24,0.02
10/10/2018,6585.53,225.77,0.46,0.99,512.92,57.98,10.33,5.88,0.24,0.02
10/11/2018,6256.24,189.5,0.38,0.99,433.04,51.23,9.3,5.08,0.2,0.02
10/12/2018,6274.58,196.73,0.41,0.99,443.23,53.55,9.53,5.18,0.21,0.02
10/13/2018,6285.99,199.84,0.41,0.98,448.41,53.45,9.54,5.25,0.21,0.02
10/14/2018,6290.93,195.72,0.4,0.98,439.23,52.19,9.5,5.17,0.21,0.02
10/15/2018,6596.54,209.7,0.44,0.98,459.38,54.88,10.32,5.47,0.22,0.02
10/16/2018,6596.11,210.12,0.47,0.97,458.01,54.07,10.01,5.44,0.22,0.02
10/17/2018,6544.43,207.08,0.46,0.97,448.79,53.67,9.9,5.41,0.24,0.02
10/18/2018,6476.71,203.35,0.45,0.98,438.43,52.53,9.72,5.35,0.23,0.02
10/19/2018,6465.41,203.73,0.45,0.98,440.85,53.02,9.77,5.33,0.24,0.02
10/20/2018,6489.19,205.43,0.45,0.98,447.45,53.36,9.75,5.37,0.24,0.02
10/21/2018,6482.35,205.14,0.45,0.98,447.85,52.92,9.74,5.42,0.24,0.02
10/22/2018,6487.16,204.04,0.45,0.98,447.21,52.2,9.73,5.38,0.24,0.02
10/23/2018,6475.74,204.34,0.46,0.98,442.66,52.54,9.8,5.42,0.24,0.02
10/24/2018,6495.84,203.85,0.45,0.98,442.45,52.52,9.75,5.38,0.23,0.02
10/25/2018,6476.29,202.72,0.45,0.98,440.23,52.23,9.69,5.37,0.23,0.02
10/26/2018,6474.75,203.33,0.45,0.98,438.74,52.1,9.7,5.39,0.23,0.02
10/27/2018,6480.38,204.21,0.45,0.99,437.53,51.93,9.65,5.38,0.22,0.02
10/28/2018,6486.39,205.37,0.46,0.99,441.08,51.94,9.67,5.43,0.23,0.02
10/29/2018,6332.63,197.25,0.44,0.99,417.57,49.07,9.4,5.15,0.22,0.02
10/30/2018,6334.27,197.56,0.44,0.99,421.93,49.24,9.39,5.14,0.22,0.02
10/31/2018,6317.61,197.38,0.44,0.98,422.86,49.44,9.36,5.2,0.22,0.02
11/01/2018,6377.78,198.87,0.45,0.99,424.09,50.27,9.55,5.28,0.22,0.02
11/02/2018,6388.44,200.64,0.45,0.99,462.01,51.33,9.57,5.36,0.23,0.02
11/03/2018,6361.26,200.19,0.45,0.99,477.99,50.97,9.53,5.31,0.23,0.02
11/04/2018,6376.13,207.49,0.46,0.98,560.18,53.61,9.63,5.45,0.24,0.02
11/05/2018,6419.66,209.09,0.49,0.99,558.47,53.55,9.67,5.47,0.24,0.02
11/06/2018,6461.01,218.45,0.54,0.99,628.51,55.95,9.78,5.73,0.26,0.02
11/07/2018,6530.14,217.18,0.53,0.99,617.26,54.19,9.82,5.65,0.25,0.02
11/08/2018,6453.72,212.23,0.49,0.99,574.43,52.37,9.65,5.5,0.25,0.02
11/09/2018,6385.62,210.07,0.5,0.99,544.42,51.9,9.55,5.38,0.25,0.02
11/10/2018,6409.22,212.53,0.5,0.99,556.5,52.4,9.56,5.42,0.26,0.02
11/11/2018,6411.27,211.34,0.5,0.99,533.34,51.36,9.47,5.44,0.27,0.02
11/12/2018,6371.27,210.42,0.51,0.98,516.31,50.65,9.36,5.4,0.26,0.02
11/13/2018,6359.49,206.83,0.51,0.98,512.41,49.7,9.25,5.23,0.25,0.02
11/14/2018,5738.35,181.4,0.47,0.96,439.31,43.61,8.41,4.64,0.23,0.01
11/15/2018,5648.03,180.81,0.48,0.98,421.32,43.95,8.18,4.69,0.24,0.01
11/16/2018,5575.55,175.18,0.47,0.98,388.82,42.46,7.88,4.55,0.23,0.01
11/17/2018,5554.33,174,0.49,0.98,387.75,41.93,7.72,4.57,0.24,0.01
11/18/2018,5623.54,177.07,0.51,0.99,386.25,42.33,8,4.59,0.24,0.01
11/19/2018,4871.49,149.18,0.47,0.98,336.96,36.64,6.63,4.08,0.22,0.01
11/20/2018,4451.87,130.34,0.43,0.96,223.7,33.04,5.76,3.71,0.19,0.01
11/21/2018,4602.17,136.7,0.44,0.98,235.95,34.67,6.2,3.81,0.2,0.01
11/22/2018,4365.94,126.71,0.42,0.99,211.47,32.2,5.76,3.55,0.18,0.01
11/23/2018,4347.11,123.3,0.4,0.98,207.43,32.16,5.56,3.6,0.18,0.01
11/24/2018,3880.76,113.49,0.37,0.98,180.69,29.22,5.12,3.26,0.15,0.01
11/25/2018,4009.97,116.45,0.37,0.98,184.58,30.89,5.18,3.35,0.15,0.01
11/26/2018,3779.13,108.34,0.35,0.97,182.04,29.41,4.93,3.18,0.14,0.01
11/27/2018,3820.72,110.01,0.36,0.98,179.06,31.07,4.91,3.03,0.14,0.01
11/28/2018,4257.42,122.44,0.39,0.99,190.07,34.63,5.34,3.28,0.16,0.01
11/29/2018,4278.85,117.54,0.37,0.99,180.98,33.8,5.35,3.02,0.16,0.01
11/30/2018,4017.27,113.17,0.36,0.99,173.07,32.06,5.08,2.88,0.15,0.01
12/01/2018,4214.67,118.64,0.37,1,172.12,34.34,5.29,2.96,0.16,0.01
12/02/2018,4139.88,116.39,0.36,0.99,172.11,33.71,5.25,2.85,0.16,0.01
12/03/2018,3894.13,108.93,0.34,0.99,159.82,31.07,5.11,2.59,0.14,0.01
12/04/2018,3956.89,110.21,0.35,1,149.66,31.19,5.88,2.46,0.14,0.01
12/05/2018,3753.99,102.48,0.33,0.99,130.54,29.3,5.98,2.2,0.13,0.01
12/06/2018,3521.1,91.76,0.31,0.99,107.59,26.94,4.95,1.87,0.11,0.01
12/07/2018,3419.94,93.29,0.3,1,106.85,25.27,4.53,1.74,0.11,0.01
12/08/2018,3476.11,92.16,0.3,1.02,104.05,24.86,4.7,1.84,0.11,0.01
12/09/2018,3614.23,95.14,0.31,1.02,109.62,25.95,4.86,2.03,0.12,0.01
12/10/2018,3502.66,91.69,0.3,1.02,107.31,24.62,4.71,1.94,0.11,0.01
12/11/2018,3424.59,88.95,0.3,1.01,102.07,23.8,4.94,1.85,0.11,0.01
12/12/2018,3486.95,90.59,0.3,1.01,102.59,24.49,5.02,1.98,0.11,0.01
12/13/2018,3313.68,86.54,0.3,1,90.3,23.67,4.65,1.85,0.1,0.01
12/14/2018,3242.48,84.31,0.28,1,80.37,23.46,4.53,1.83,0.09,0.01
12/15/2018,3236.76,84.44,0.28,1,77.37,23.78,4.56,1.9,0.09,0.01
12/16/2018,3252.84,85.26,0.28,1.01,81.64,25.6,4.65,1.92,0.09,0.01
12/17/2018,3545.86,95.13,0.32,1.01,90.35,29.27,5.11,2.4,0.1,0.01
12/18/2018,3696.06,101.11,0.35,1.01,105.2,30.14,5.6,2.64,0.11,0.01
12/19/2018,3745.95,101.27,0.35,1.02,128.45,29.68,5.49,2.5,0.11,0.01
12/20/2018,4134.44,116.22,0.37,1.02,194.23,32.82,5.79,2.75,0.12,0.01
12/21/2018,3896.54,109.5,0.35,1.02,194.3,30.8,5.57,2.62,0.11,0.02
12/22/2018,4014.18,116.76,0.36,1.02,196.67,31.86,5.93,2.62,0.12,0.02
12/23/2018,3998.98,130.77,0.37,1.02,197.66,33.46,6.06,2.82,0.12,0.02
12/24/2018,4078.6,140.24,0.4,1.02,182.26,33.2,6.14,2.79,0.13,0.02
12/25/2018,3815.49,129.84,0.38,1.02,170.91,31.13,5.55,2.52,0.12,0.02
12/26/2018,3857.3,131.87,0.37,1.02,175.51,30.99,5.71,2.6,0.12,0.02
12/27/2018,3654.83,116.58,0.34,1.02,150.13,28.29,5.28,2.32,0.11,0.01
12/28/2018,3923.92,137.65,0.37,1.02,174,32.51,6.01,2.65,0.12,0.02
12/29/2018,3820.41,138.02,0.36,1.03,165.06,31.57,5.83,2.63,0.11,0.02
12/30/2018,3865.95,139.86,0.36,1.02,163.62,31.98,6,2.68,0.11,0.01
12/31/2018,3742.7,133.37,0.35,1.01,151.05,30.47,6.16,2.57,0.11,0.01
01/01/2019,3843.52,140.82,0.36,1.02,164.85,31.98,6.08,2.66,0.11,0.01
01/02/2019,3943.41,155.05,0.37,1.02,171.83,33.43,6.19,2.89,0.11,0.02
01/03/2019,3836.74,149.14,0.36,1.02,162.05,32.03,5.9,2.68,0.11,0.02
01/04/2019,3857.72,154.58,0.35,1.02,161.4,32.4,6.07,2.72,0.11,0.02
01/05/2019,3845.19,155.64,0.35,1.02,160.4,34.94,6.07,2.7,0.11,0.02
01/06/2019,4076.63,157.75,0.36,1.02,166.84,39.3,6.4,2.88,0.12,0.02
01/07/2019,4025.25,151.7,0.36,1.01,161.24,37.81,6.29,2.77,0.12,0.02
01/08/2019,4030.85,150.36,0.36,1.02,161.91,39.48,6.64,2.8,0.12,0.02
01/09/2019,4035.3,150.8,0.37,1.02,160.08,38.99,6.64,2.91,0.12,0.02
01/10/2019,3678.92,128.63,0.33,1.02,134.97,33.87,5.92,2.44,0.1,0.02
01/11/2019,3687.37,127.55,0.33,1.02,131.67,32.33,6.08,2.42,0.1,0.02
01/12/2019,3661.3,125.97,0.32,1.02,134.38,32.38,5.98,2.43,0.1,0.02
01/13/2019,3552.95,116.9,0.31,1.02,126.35,30.33,5.57,2.26,0.1,0.02
01/14/2019,3706.05,129.07,0.33,1.02,133.98,32.36,6.16,2.48,0.1,0.02
01/15/2019,3630.68,122.03,0.32,1.02,128.48,31.51,5.92,2.4,0.1,0.02
01/16/2019,3655.01,123.55,0.32,1.02,129.17,31.82,6.19,2.45,0.1,0.02
01/17/2019,3678.56,123.74,0.32,1.02,131.05,31.89,6.42,2.52,0.1,0.02
01/18/2019,3657.84,121.01,0.32,1.02,128.46,31.31,6.56,2.47,0.1,0.02
01/19/2019,3728.57,124.52,0.33,1.02,130.2,32.55,6.64,2.49,0.1,0.02
01/20/2019,3601.01,119.47,0.32,1.02,123.89,31.18,6.49,2.37,0.1,0.02
01/21/2019,3576.03,117.16,0.32,1.01,122.83,31.21,6.55,2.35,0.1,0.02
01/22/2019,3604.58,118.75,0.31,1.01,128.44,31.68,6.52,2.45,0.1,0.02
01/23/2019,3585.12,117.45,0.31,1.01,132.32,32,6.54,2.44,0.1,0.02
01/24/2019,3600.87,117.36,0.31,1.01,129.4,32.78,6.51,2.45,0.1,0.02
01/25/2019,3599.77,116.38,0.31,1.01,128.37,32.98,6.74,2.45,0.1,0.02
01/26/2019,3602.46,116.49,0.31,1.01,127.14,33.15,7.01,2.44,0.1,0.02
01/27/2019,3583.97,113.41,0.3,1.01,122.9,32.59,7.09,2.38,0.09,0.02
01/28/2019,3470.45,106.59,0.29,1.01,112.5,31.2,6.21,2.25,0.08,0.02
01/29/2019,3448.12,105.6,0.28,1.01,111.09,31.1,6.18,2.28,0.08,0.02
01/30/2019,3486.18,108.91,0.32,1.01,118.38,31.93,6.17,2.34,0.08,0.02
01/31/2019,3457.79,107.06,0.31,1.01,114.81,31.65,6.27,2.32,0.08,0.02
02/01/2019,3487.95,107.61,0.3,1.01,116.56,32.83,6.56,2.34,0.08,0.02
02/02/2019,3521.06,110.43,0.31,1,121.79,34.39,6.89,2.43,0.08,0.02
02/03/2019,3464.01,107.49,0.3,1,118.83,33.44,6.74,2.38,0.08,0.02
02/04/2019,3459.15,107.82,0.3,0.99,119.12,34.11,7.1,2.4,0.07,0.02
02/05/2019,3466.36,107.44,0.29,0.99,117.71,34.26,7.82,2.39,0.07,0.02
02/06/2019,3413.77,104.92,0.29,1,115.33,32.93,8.09,2.35,0.07,0.02
02/07/2019,3399.47,104.54,0.29,1,115.15,33.22,7.73,2.35,0.07,0.02
02/08/2019,3666.78,119.27,0.31,1,130.86,43.46,8.58,2.72,0.08,0.02
02/09/2019,3671.2,119.43,0.31,1,128.64,44.79,8.87,2.78,0.08,0.02
02/10/2019,3690.19,124.81,0.3,1,127.59,46.83,9.21,2.84,0.08,0.02
02/11/2019,3648.43,121.3,0.3,1,122.51,43.18,9.55,2.76,0.07,0.02
02/12/2019,3653.53,122.57,0.3,1,123.45,43.93,9.34,2.95,0.07,0.02
02/13/2019,3632.07,122.55,0.3,1,123.15,42,8.94,2.88,0.07,0.02
02/14/2019,3616.88,121.39,0.3,1.01,121.65,41.64,8.78,2.75,0.07,0.02
02/15/2019,3620.81,122.1,0.3,1,121.96,42.7,9.27,2.8,0.07,0.02
02/16/2019,3629.79,123.26,0.3,1,122.36,43.59,9.13,2.82,0.07,0.02
02/17/2019,3673.84,133.6,0.3,1,124.69,43.93,9.22,2.88,0.07,0.02
02/18/2019,3915.71,146.1,0.32,1.01,144.41,48.04,9.63,3.47,0.08,0.02
02/19/2019,3947.09,145.35,0.32,1.01,143.3,47.86,10.56,3.57,0.08,0.02
02/20/2019,3999.82,149.55,0.33,1.01,148.05,51.79,10.97,3.92,0.09,0.02
02/21/2019,3954.12,146.13,0.32,1,142.93,49.15,10.49,3.81,0.08,0.02
02/22/2019,4005.53,149.09,0.32,1.01,145.11,49.81,10.84,3.89,0.09,0.02
02/23/2019,4142.53,158.8,0.33,1.01,153.26,51.68,10.78,4.27,0.09,0.02
02/24/2019,3810.43,135.85,0.3,1.01,130.27,44.68,10.11,3.59,0.08,0.02
02/25/2019,3882.7,139.82,0.32,1.02,135.87,46.21,9.84,3.59,0.08,0.02
02/26/2019,3854.36,138.09,0.31,1.01,134.26,45.49,9.52,3.47,0.08,0.02
02/27/2019,3851.05,136.13,0.31,1.01,132.79,45.58,9.9,3.53,0.08,0.02
02/28/2019,3854.79,136.75,0.31,1.01,132.19,46.24,10.37,3.54,0.08,0.02
03/01/2019,3859.58,136.44,0.31,1.01,132.96,47.49,11.39,3.52,0.08,0.02
03/02/2019,3864.42,134.21,0.31,1.01,132.54,49.02,11.87,3.52,0.08,0.02
03/03/2019,3847.18,132.25,0.31,1.01,131.56,48.38,11.54,3.55,0.08,0.02
03/04/2019,3761.56,127.77,0.3,1.01,125.12,46.43,11.55,3.28,0.08,0.02
03/05/2019,3896.38,137.82,0.31,1.01,132.51,53.13,13.81,3.78,0.08,0.02
03/06/2019,3903.94,138.79,0.31,1.01,133.27,55.78,14.52,3.77,0.08,0.02
03/07/2019,3911.48,138.03,0.31,1.01,132.16,57.19,15.15,3.79,0.08,0.02
03/08/2019,3901.13,135.13,0.31,1.01,129.47,56.1,14.37,3.63,0.08,0.02
03/09/2019,3963.31,137.97,0.31,1.01,133.82,58.09,14.57,3.77,0.08,0.02
03/10/2019,3951.6,136.76,0.31,1.01,132.84,57.18,14.49,3.74,0.1,0.02
03/11/2019,3905.23,133.83,0.31,1.01,130.2,55.42,14.51,3.6,0.1,0.02
03/12/2019,3909.16,134.44,0.31,1.01,128.95,57,15.41,3.66,0.1,0.02
03/13/2019,3906.72,133.26,0.31,1.01,128.93,55.93,15.12,3.62,0.1,0.02
03/14/2019,3924.37,133.71,0.31,1.01,133.9,56.58,15.05,3.61,0.1,0.02
03/15/2019,3960.91,137.69,0.31,1.01,143.99,58.99,15.08,3.72,0.1,0.02
03/16/2019,4048.73,142.4,0.32,1.01,157.58,61.84,16.12,3.83,0.1,0.02
03/17/2019,4025.23,140,0.31,1.01,156.08,61.24,15.76,3.78,0.1,0.02
03/18/2019,4032.51,139.37,0.31,1.01,162.49,60.26,15.68,3.75,0.11,0.02
03/19/2019,4071.19,140.52,0.31,1.01,162.43,60.62,15.69,3.78,0.11,0.02
03/20/2019,4087.48,140.69,0.31,1.01,160.53,60.85,15.28,3.75,0.11,0.02
03/21/2019,4029.33,136.64,0.31,1.01,154.77,59.38,14.52,3.67,0.1,0.02
03/22/2019,4023.97,137.18,0.31,1.01,158.34,59.82,15.27,3.65,0.1,0.02
03/23/2019,4035.83,138.24,0.31,1.01,167.41,61.35,15.24,3.69,0.1,0.02
03/24/2019,4022.17,136.99,0.3,1.01,165.94,60.22,17.29,3.66,0.1,0.02
03/25/2019,3963.07,135.03,0.3,1.01,161.62,59.5,16.84,3.68,0.1,0.02
03/26/2019,3985.08,135.46,0.3,1.01,161.44,59.34,16.34,3.76,0.1,0.02
03/27/2019,4087.07,140.99,0.31,1.01,173.18,62.25,16.78,4.32,0.1,0.02
03/28/2019,4069.11,139.42,0.3,1.01,169.45,61.17,16.81,4.27,0.1,0.02
03/29/2019,4098.37,142.5,0.3,0.99,170.45,61.3,16.51,4.28,0.1,0.02
03/30/2019,4106.66,142.09,0.31,1,168.59,60.62,16.93,4.14,0.1,0.02
03/31/2019,4105.4,141.51,0.3,1,168.94,60.76,17.4,4.18,0.1,0.02
04/01/2019,4158.18,141.83,0.31,1,167.63,60.68,17.95,4.2,0.1,0.02
04/02/2019,4879.88,163.96,0.35,1.01,236.13,76.19,19.79,5.03,0.12,0.02
04/03/2019,4973.02,161.46,0.34,1.01,298.35,84.92,18.75,5.22,0.12,0.02
04/04/2019,4922.8,158.05,0.33,1.01,286.57,84.98,19.14,5.08,0.11,0.02
04/05/2019,5036.68,165.51,0.36,1.01,292.64,88.68,19.45,5.34,0.12,0.02
04/06/2019,5059.82,165.95,0.35,1,306.07,92.57,19.12,5.35,0.12,0.02
04/07/2019,5198.9,174.53,0.35,1,319.6,92.31,19.11,5.46,0.13,0.02
04/08/2019,5289.77,180.26,0.35,1.01,310.16,89.49,18.11,5.55,0.13,0.03
04/09/2019,5204.96,176.11,0.34,1.01,296.04,86.79,18.44,5.56,0.12,0.02
04/10/2019,5324.55,177.34,0.35,1,305.22,88.38,18.25,5.84,0.12,0.03
04/11/2019,5064.49,165.5,0.33,1.01,272.71,79.68,17.7,5.34,0.11,0.02
04/12/2019,5089.54,164.74,0.32,1.01,282.85,78.96,18.43,5.38,0.11,0.02
04/13/2019,5096.59,164.51,0.32,1.01,279.47,78.22,18.72,5.34,0.11,0.02
04/14/2019,5167.72,167.84,0.32,1.01,288.65,82.94,19.49,5.55,0.11,0.02
04/15/2019,5067.11,161.57,0.32,1,314.12,79.05,19.4,5.38,0.11,0.02
