Date,MSW,glasso,equally.weighted,?=0,?=0.005,?=0.025,?=0.05,?=0.15,?=0.7,?=1,emp
02/14/2018,45.62387068,56.95933698,55.89928462,55.09838855,57.30899829,56.66461486,58.21506467,55.66972259,53.98126785,53.98126785,92.87926894
02/15/2018,50.19196921,58.36424359,57.21827366,56.01577407,58.21957889,57.45918435,59.100076,56.51603849,54.80191511,54.80191511,94.04735735
02/16/2018,52.07584011,59.88268543,59.33265475,55.95795137,57.97771247,56.84220806,58.36304388,55.79985166,54.10745012,54.10745012,93.54763626
02/17/2018,52.61139843,61.48637189,60.87918022,56.80836315,58.81033735,57.42685623,58.80632308,56.19870385,54.49420518,54.49420518,94.02518089
02/18/2018,55.60934656,57.51742859,56.60861445,54.27324884,56.3094747,55.23617894,56.51616186,53.98929323,52.35180566,52.35180566,93.73896439
02/19/2018,52.48322711,59.62235419,59.12869589,55.15122702,57.10670614,55.86280054,57.23062145,54.69245952,53.03364503,53.03364503,93.40316452
02/20/2018,54.33660673,56.43056541,55.50279247,52.53416732,54.62646644,54.11903066,55.82732311,53.41263915,51.79264142,51.79264142,91.96476497
02/21/2018,54.12092009,53.54890837,52.79251945,50.95514793,52.96818175,52.47947751,54.0629375,51.70472265,50.13652579,50.13652579,91.39404486
02/22/2018,53.69118215,50.39993172,49.8176164,48.76304415,50.65302789,50.13638782,51.67118192,49.42348982,47.92448243,47.92448243,90.61371258
02/23/2018,47.01368083,52.83886498,52.06208001,50.49153224,52.42089169,51.77790894,53.28214129,50.97529326,49.25137079,49.25137079,91.56556367
02/24/2018,48.96693265,50.85778137,50.1509045,48.66875878,50.52080676,49.87041855,51.25879019,48.93481249,47.17724885,47.17724885,90.6879447
02/25/2018,46.34823032,49.98997658,48.73128466,47.74369188,49.57823386,49.01153658,50.55422207,48.6171692,47.17724885,47.17724885,90.5889737
02/26/2018,46.73305489,52.29622378,51.47397687,49.38890652,51.20147495,50.2763063,51.43296585,49.18295089,47.62648063,47.62648063,90.53967412
02/27/2018,48.77482653,53.16214194,52.23251435,50.55188824,52.36231607,51.23547593,52.24796803,49.86475056,47.86002658,47.86002658,91.93233637
02/28/2018,49.66559653,51.28344334,50.46747321,48.98010757,50.69807687,49.46350127,50.27616938,47.80754592,45.49282144,45.49282144,90.60170101
03/01/2018,47.75599195,52.44740317,51.67665136,49.3985122,51.13871737,49.92391932,50.77536719,48.23886507,45.71590457,45.71590457,91.53952015
03/02/2018,49.37071227,52.35238737,52.05696259,48.93946763,50.60519666,49.16344584,49.63085183,46.21455812,43.56631767,43.56631767,90.2589413
03/03/2018,49.63903606,52.10363925,51.41978759,48.9418479,50.63344449,49.292603,49.89773339,46.57473985,43.37728709,43.37728709,91.32527051
03/04/2018,49.88316729,53.19409079,52.50367281,49.35865152,51.0726795,49.75113155,50.39922441,47.12676139,43.89064921,43.89064921,90.86156564
03/05/2018,50.3270048,52.28147328,51.62399878,48.7652121,50.4695714,49.19585985,49.81980719,46.56445383,43.41425068,43.41425068,90.51623823
03/06/2018,50.46455109,49.50299638,49.05750023,46.7660284,48.38644145,47.08962962,47.47558295,43.77130066,40.47607892,40.47607892,90.12454242
03/07/2018,47.43690079,45.7200082,44.95737646,43.96832376,45.45418953,44.127039,44.55826563,41.066428,37.52354275,37.52354275,89.23359994
03/08/2018,44.13193872,43.61178575,42.98698404,42.93146382,44.43632126,43.29683912,43.63221333,39.97180542,36.40351583,36.40351583,89.10406129
03/09/2018,41.35372715,44.09582272,43.4799522,42.73464749,44.22113184,43.0814095,43.40786115,39.76279927,36.2131677,36.2131677,88.42570668
03/10/2018,41.32249715,41.95667528,41.41244226,41.56201996,43.02813321,41.96593839,42.34286184,38.71240059,35.25653827,35.25653827,87.94408653
03/11/2018,39.56878248,44.03032511,43.58867538,42.3016278,43.76052946,42.5794194,42.8346714,39.1327263,35.63934145,35.63934145,88.40968313
03/12/2018,41.89572161,42.49430832,41.98680224,41.69956964,43.1429107,41.97153787,42.21443042,38.50321811,35.06602955,35.06602955,87.6324164
03/13/2018,40.63448217,43.38853487,42.75937006,43.16790278,44.56487673,42.85062823,42.46461071,38.29986755,34.88083213,34.88083213,88.19972752
03/14/2018,40.40146252,39.25372927,38.79705531,40.25074408,41.53361869,39.82379068,39.32608725,35.06295144,31.93287605,31.93287605,86.49607916
03/15/2018,35.89564113,39.20806765,38.72813342,40.35517484,41.63955279,39.8934831,39.35555497,35.06295144,31.93287605,31.93287605,86.44688514
03/16/2018,35.99981931,38.70771775,38.35294733,39.58610908,40.83956201,39.10232753,38.54459885,34.23185454,30.63203835,30.44410763,85.4111702
03/17/2018,36.33560884,35.65991281,34.86356574,37.60720378,38.79618768,37.13894591,36.60067314,32.47508053,28.91060716,28.91486968,85.9059283
03/18/2018,33.93009843,36.12359011,35.2983896,38.1493308,39.36224534,37.70682649,37.19235246,33.1137544,30.03581941,30.23301328,86.13334574
03/19/2018,34.03679359,39.70500453,39.3405471,39.97959639,41.25523624,39.53757943,39.01955746,34.81689678,31.96136751,32.06912497,84.87067656
03/20/2018,36.1571745,40.05705289,39.72729962,40.61515188,41.91279048,40.17434966,39.65611595,35.41392269,32.65598514,32.83282687,85.82105593
03/21/2018,36.98189146,40.89483378,40.42506312,41.15176226,42.458452,40.66634783,40.10347775,35.67665368,32.20458309,32.21690452,85.91094109
03/22/2018,37.13276804,40.12391157,39.64550386,40.96404393,42.26115692,40.46352625,39.88638691,35.42275502,31.67368623,31.58786168,85.82899427
03/23/2018,35.9559022,41.59978038,41.29020624,43.48238557,44.89912307,43.14205862,42.71495747,38.20925551,33.63386818,33.36438145,86.16975586
03/24/2018,36.02116834,41.56885334,41.03042802,45.17303487,46.65367571,44.86184796,44.45966936,39.74376841,33.65799165,33.12320405,88.04744099
03/25/2018,35.22765773,41.13756206,40.62882097,44.39306722,45.84466999,44.07055511,43.65892284,39.01417403,33.14101811,32.62551208,86.33970306
03/26/2018,34.86964047,39.11247175,38.61177903,43.79856865,45.23839773,43.51722184,43.14726255,38.62380056,32.44767172,31.78643547,86.77525144
03/27/2018,33.12648585,37.5338746,37.06765479,43.08385973,44.5080688,42.84498413,42.51829998,38.14980511,32.40906718,31.80296701,86.56068956
03/28/2018,31.42111192,37.62755515,37.14912007,42.9654111,44.38552834,42.72634451,42.39972324,38.05149508,32.73994941,32.25358562,85.77388557
03/29/2018,31.57943004,34.11976546,33.57576316,41.11088568,42.48431172,40.95243914,40.70914782,36.71667825,32.24382871,31.81900086,85.13460209
03/30/2018,27.90748496,34.03765086,33.39490776,41.19775242,42.57088636,41.02357389,40.76455425,36.71667825,32.24382871,31.81900086,85.08295341
03/31/2018,27.50773485,33.96172289,32.98856268,40.96966239,42.28780557,40.56809619,40.08503088,35.36477417,31.05661445,30.64742872,86.08110379
04/01/2018,27.64217791,33.15441246,32.11710677,40.65568477,41.96251569,40.25138889,39.76635638,35.06529918,30.79362171,30.38790103,85.03323473
04/02/2018,26.82035291,34.63284835,33.51215231,41.74368777,43.05817761,41.19755251,40.57167798,35.36223816,31.05438739,30.645231,86.23403424
04/03/2018,27.72351237,36.45848713,35.37644992,42.0879667,43.40066192,41.47686888,40.78721111,35.36223816,31.05438739,30.645231,86.72475544
04/04/2018,29.5488305,33.74106904,32.58023648,41.5296684,42.8454355,41.02457608,40.43871027,35.36223816,31.05438739,30.645231,86.16577867
04/05/2018,26.83119412,34.67914029,33.72021524,42.60896811,43.9883544,42.23162598,41.76739913,36.96372542,32.46078043,32.03309414,86.12410108
04/06/2018,26.99227418,33.2138636,31.70923123,42.50228493,43.45514785,40.23988203,37.96810811,30.45451961,23.12239584,22.81774723,84.41125029
04/07/2018,25.93354485,33.91846108,32.46126399,42.134151,43.10818662,40.18106575,38.22218101,30.84465635,23.12239584,22.81774723,85.27805484
04/08/2018,26.81434064,34.23292973,32.82858421,42.15863303,43.1360348,40.27841036,38.39966341,31.02033089,23.12239584,22.81774723,85.32762934
04/09/2018,27.34774398,33.58456817,32.16512865,42.13085494,43.08415551,40.09276594,38.05917606,30.68267903,23.12239584,22.81774723,84.06686365
04/10/2018,26.84931231,33.90960429,32.47842493,42.15710887,43.08498275,40.05096185,37.96897399,30.59035841,23.12239584,22.81774723,84.50568397
04/11/2018,27.18367013,36.00885314,34.65374943,42.65599221,43.7419561,40.7109231,38.65298462,31.09132319,23.12239584,22.81774723,85.64874073
04/12/2018,28.19603792,38.70348381,37.45288349,42.3974242,43.52050056,41.14921923,39.8339125,32.40315204,23.12239584,22.81774723,89.32364754
04/13/2018,31.62474606,38.8102409,37.60051059,42.39821542,43.49858525,41.10403194,39.82137475,32.52247107,23.20754008,22.90176965,89.4377422
04/14/2018,31.60881852,39.43925783,38.83122491,42.45606606,43.59474475,41.46261593,40.3391438,32.9760929,23.53123771,23.22120241,89.76015226
04/15/2018,31.79830086,40.93305932,40.33685501,42.5393569,43.92751413,42.68829924,42.08274731,34.68822567,24.75298958,24.42685712,90.43651661
04/16/2018,33.5302539,39.78895648,39.17507701,42.47745427,43.70264478,41.84017683,40.85748526,33.23259759,23.71427555,23.40182864,88.70564236
04/17/2018,32.72158678,39.94945072,39.38652644,42.4446697,43.6397783,41.55244532,40.3658026,32.62922997,23.28372161,22.97694745,88.80025519
04/18/2018,32.30808813,42.22770512,41.81597845,42.50764254,43.89466105,42.47018196,41.63679879,34.01948508,24.27578648,23.9559414,90.55546245
04/19/2018,33.97791656,43.93890605,43.58881391,42.57071373,44.33643785,44.14424009,44.06433483,36.47702454,26.02944921,25.68649878,91.55797887
04/20/2018,35.69296132,47.68472395,48.06025768,42.73488799,44.9431413,46.61668896,47.50815538,39.42451055,28.13273035,27.76206818,91.80736918
04/21/2018,37.73639574,47.1832445,47.53943549,42.73179242,44.78065631,45.96432503,46.62640001,38.65410134,27.58297807,27.21955915,91.69599978
04/22/2018,38.31863474,47.11199821,47.47062425,42.73469693,44.94537961,46.69845876,47.67949797,39.53628939,28.21249402,27.84078094,91.65857807
04/23/2018,38.36796068,48.71785833,49.26497971,42.77205472,45.20746467,47.79846547,49.17297387,40.81473985,29.1247768,28.74104396,91.75243475
04/24/2018,39.5638826,53.37690909,54.8913472,43.39764415,46.33881588,51.19724318,53.75421293,44.72492759,31.91502723,31.4945315,93.00299949
04/25/2018,43.11713095,48.0606729,49.28448431,42.7817006,44.82056421,45.9590935,46.26626273,38.27539888,27.31274176,26.95288334,91.74640192
04/26/2018,38.11944132,51.03719289,52.48973719,42.88537316,45.38720913,48.33290885,49.77721966,41.30381534,29.47377362,29.08544258,91.89964799
04/27/2018,40.44179135,50.32431172,51.81254915,43.25793074,45.46199539,47.06588513,48.65997389,40.41825838,28.84185366,28.46184846,92.81286714
04/28/2018,39.306753,52.92660696,55.02789849,42.92164687,45.57715626,49.16037401,51.42046382,42.72099931,30.48505452,30.08339937,93.69544814
04/29/2018,41.26848652,54.16302597,56.45034646,42.93217209,45.64995453,49.50019017,52.03630147,43.1898565,30.81962387,30.41356061,94.626019
04/30/2018,42.19048534,51.89927989,54.20157806,42.92286073,45.37639724,48.21691589,50.24752286,41.77835579,29.81239846,29.41960587,93.17342086
05/01/2018,40.71370526,52.38762027,54.76143924,43.32523714,45.77746613,48.44967903,50.62785052,42.08697687,30.03262576,29.63693157,94.45295136
05/02/2018,40.63032966,53.18932463,55.6521655,42.92566554,45.59741769,49.24614961,51.62657483,42.91737092,30.62518231,30.2216809,94.02340319
05/03/2018,41.33887999,54.46205714,56.39894862,43.00082825,46.61350849,54.01275864,57.57128978,48.0929368,34.31838731,33.86622616,94.8223394
05/04/2018,43.67620199,54.54555982,56.42700019,42.99651524,46.53593271,53.56451632,57.09351585,47.69382203,34.03358509,33.58517635,93.64331871
05/05/2018,43.65140875,56.14716221,58.12537032,43.02412088,46.81710086,54.56721259,58.16227291,48.58662235,34.6706738,34.21387111,94.1444593
05/06/2018,44.89557016,54.9883536,56.91954753,42.99190289,46.45076678,53.4443067,56.96538644,47.58678744,33.95720683,33.50980441,92.74467154
05/07/2018,43.97241161,53.44757657,55.37728351,42.94473595,45.93423477,52.24941158,55.69176785,46.52285334,33.19799966,32.76060016,92.30853954
05/08/2018,42.35186791,52.83442785,54.719159,43.34069919,45.96644911,51.62744307,55.02882209,45.96905285,32.80281607,32.3706233,92.32286011
05/09/2018,41.62346997,53.04377188,54.93264963,43.35320779,46.13447587,51.9964312,55.42212032,46.29759972,33.03726211,32.6019804,95.30143338
05/10/2018,41.72365486,50.67447163,52.0995055,43.28612113,45.60409959,50.45634575,53.78056918,44.92630831,32.05872944,31.63634036,92.69747318
05/11/2018,39.97972502,46.39729129,47.24129331,43.20190286,43.97419522,44.93281005,47.48668092,38.34899723,27.1168545,26.75957699,86.59655784
05/12/2018,36.92425855,47.31799309,48.23043621,43.20822382,44.3336932,45.89433026,48.40875829,38.42622621,27.1168545,26.75957699,87.63934283
05/13/2018,37.60550935,49.17222155,50.47787972,43.25553225,45.18433639,48.43410626,52.14607089,43.90337436,31.29693606,30.88458397,89.21829647
05/14/2018,39.03984473,48.54867343,49.79285218,43.25483874,45.36934831,48.99719907,52.77952407,43.90337436,31.29693606,30.88458397,88.87302244
05/15/2018,38.86939666,46.25250542,47.03740821,43.20871857,44.18952924,45.01087384,47.6372684,37.64553149,26.47249209,26.12370436,85.69451455
05/16/2018,37.32810956,46.06502656,47.17480598,42.79628384,44.34877143,46.63354667,50.68369229,42.79648646,30.55324474,30.15069114,84.86302795
05/17/2018,36.93421182,44.22344392,44.90781532,43.1628361,43.52510224,43.1682728,45.9379854,36.67831208,25.84344129,25.50294161,83.03475417
05/18/2018,35.21310332,45.73282749,46.45714133,43.17757292,43.95698733,43.9959607,46.66053397,36.97014969,25.84344129,25.50294161,83.78685459
05/19/2018,36.02344244,45.34841755,46.0676392,43.17721957,43.7847157,43.7763443,46.44256385,36.82416751,25.84344129,25.50294161,83.97004152
05/20/2018,35.82083544,47.13880682,48.2774543,42.7993083,44.4379027,46.48072551,50.20967267,41.41760394,29.82722534,29.43423739,85.27199691
05/21/2018,37.18146935,46.62360346,47.98526079,43.23111137,44.44931749,46.63789393,51.71839656,45.15410902,33.81009627,33.3646321,85.9642096
05/22/2018,36.51917824,44.03948848,44.99905643,43.17636527,43.32194187,43.52202391,47.51199798,40.00204216,29.29538703,28.90940631,83.55220804
05/23/2018,34.39615244,40.46883563,40.98641783,43.10620873,41.79143976,39.40259973,42.42989175,34.61192598,24.77948321,24.45300168,80.63554055
05/24/2018,31.78030556,42.3041476,43.27118387,42.70753234,42.57679692,41.79078402,45.91289059,39.13046555,28.59925739,28.22244851,83.30053259
05/25/2018,32.58385957,41.49555298,42.3591441,43.11294588,42.58623672,41.44558759,45.02746531,38.37583862,28.04772371,27.67818155,82.61621525
05/26/2018,31.85683296,41.22594617,42.1265648,42.67469278,42.0427083,40.82620487,44.4917765,37.91928378,27.71404177,27.34889603,82.07005845
05/27/2018,31.49549826,40.86546962,41.73348999,42.67624534,42.0712351,40.88006685,44.67819511,38.07816393,27.8301624,27.46348672,82.09529392
05/28/2018,31.22297964,38.20401549,38.63751065,43.04487916,41.77749219,39.99352441,42.84555659,36.51624967,26.68860717,26.33697202,77.79575044
05/29/2018,29.19861893,40.43455304,40.99225101,43.08794117,42.55696544,41.3736881,44.81319074,38.1932175,27.91425153,27.54646793,79.90077816
05/30/2018,31.21068851,40.02824537,40.58275439,42.65730298,42.1493987,40.99287161,44.36314077,37.8096506,27.63391424,27.26982422,79.04080721
05/31/2018,30.9573331,41.17528272,41.76097405,42.66819563,42.35013124,41.35646558,44.98932285,38.34333071,28.02396467,27.65473555,79.31615373
06/01/2018,31.53708075,40.92549669,41.27445268,42.82057903,42.28997931,41.57930743,45.2317397,38.54993683,28.17496675,27.8037481,78.36101541
06/02/2018,31.75652859,42.9603866,43.56297773,43.05266995,43.85679704,43.76015713,47.6041608,40.57189495,29.65275394,29.26206474,82.82813402
06/03/2018,32.56933134,43.844728,44.52777806,43.35144497,44.14802504,44.01155932,47.8776468,40.80498057,29.82310907,29.43017536,84.62056536
06/04/2018,33.34304915,41.91581489,42.30106327,42.92349524,42.84719049,42.31797512,46.03529384,39.23478693,28.67550269,28.29768924,79.35359142
06/05/2018,32.22888507,43.58095524,44.13494623,43.71637035,43.7537336,43.29253132,47.09545755,40.13833926,29.33588138,28.94936713,82.19031729
06/06/2018,32.88682303,43.38983107,43.5854652,44.07127317,43.28676084,43.19302718,46.98721271,40.04608475,29.26845539,28.88282951,80.0496627
06/07/2018,32.83337867,43.26765762,43.53979164,43.40519522,43.44266145,43.75839399,47.60224278,40.57026027,29.6515592,29.26088574,80.52592224
06/08/2018,32.83462876,42.83557208,43.05904318,43.79160473,43.31284756,43.49472459,47.31541199,40.3258012,29.45517765,29.02934747,78.50067654
06/09/2018,32.51164841,42.42991937,42.64255055,44.16202885,42.96218491,42.92359583,46.69411382,39.79628354,29.07888378,28.68079865,77.72314715
06/10/2018,31.86044222,37.25390169,37.01532739,43.01429411,39.1936744,38.37244283,41.74317595,35.57671685,25.95184288,25.50321964,64.90919926
06/11/2018,28.43882497,38.18196928,37.89782488,43.46347643,39.97591654,39.35341832,42.81032282,36.48622077,26.59202219,26.08296115,65.85980047
06/12/2018,28.96447483,36.09097677,35.76124035,43.3117681,38.54296275,37.64688246,40.9538805,34.9040191,25.3923338,24.80766872,59.61902292
06/13/2018,27.1832274,34.90017247,34.58603131,43.19344543,37.42729774,36.26065742,39.44588593,33.61879116,24.47135454,23.9374525,57.89773957
06/14/2018,26.06745135,36.74170644,36.45001042,43.35611127,38.84524767,37.94249288,41.2754581,35.17809204,25.63823116,25.14614195,62.47442209
06/15/2018,27.65087433,35.59112057,35.25937254,43.68363459,38.35592936,36.38350087,39.57952026,33.73268453,24.58480018,24.11293007,60.16500718
06/16/2018,26.35258131,35.89573946,35.54486415,43.30654428,38.46071866,36.71241476,39.93732678,34.03763452,24.80705153,24.33091562,60.00514591
06/17/2018,26.62283342,35.93297408,35.54078506,43.69468033,38.48770808,36.30924896,39.49874588,33.66384244,24.53462721,24.0637201,59.72612573
06/18/2018,26.38202276,36.61768368,36.2224558,43.36577428,39.01823263,37.49879395,40.79278353,34.76671998,25.33841808,24.85208335,60.7793222
06/19/2018,27.43720121,36.8777922,36.48194314,43.37640434,39.12397396,37.64406789,40.9508187,34.9014096,25.43658155,24.94836272,61.12652065
06/20/2018,27.84408686,36.40726405,36.03042558,42.96376778,38.95554027,37.32630464,40.60514231,34.60679783,25.22186482,24.73776717,60.03564306
06/21/2018,27.67594779,36.3590712,35.93072978,43.35599077,39.00236126,37.14800629,40.41118179,34.44148988,25.10138634,24.6196011,59.73081971
06/22/2018,27.45219066,32.88375998,32.44709881,43.07493602,36.96998578,32.36319609,35.20606167,30.0052897,21.86822845,21.44849906,52.1627774
06/23/2018,24.5341294,32.89988152,32.44544003,43.09588991,37.21560932,32.32725613,35.16696465,29.97196824,21.84394336,21.42468008,51.70462947
06/24/2018,24.81616445,32.03182245,31.57073925,43.49280801,37.4282118,31.94913826,34.75563194,29.62139915,21.58844424,21.1740849,50.66087195
06/25/2018,24.32412591,32.35368359,31.89377986,43.12137469,37.48437955,32.40489055,35.25141867,30.0439464,21.89640193,21.47613179,51.12263013
06/26/2018,24.65517266,30.24807384,29.40192465,43.02308333,36.99667133,30.86239343,33.57342468,28.613832,20.85411677,20.45385179,47.05917275
06/27/2018,23.48164281,30.78999486,29.96771847,42.65725329,37.01472298,31.73565375,34.52339441,29.42346862,21.44419001,21.03259943,48.52359039
06/28/2018,23.88099852,29.50218319,28.67727668,42.53705939,36.21060832,30.08048216,32.72282833,27.88888894,20.32576925,19.93564515,45.75377786
06/29/2018,22.79134246,30.58869699,29.73328948,43.07627989,37.59922104,31.35080386,33.94710267,28.38845753,20.55557734,19.93564515,47.27440335
06/30/2018,23.75943562,31.39533005,30.55612138,42.75149046,38.5575821,32.32851255,34.78608832,28.71888007,20.70658952,19.93564515,48.53204251
07/01/2018,24.55557356,31.23332035,30.40340344,42.74268752,38.31685023,32.10948157,34.55732772,28.57493362,20.6410812,19.93564515,48.42365991
07/02/2018,24.39162042,32.53210579,31.72352128,42.83953398,40.01266095,33.62904216,35.78102199,29.19643252,20.92444345,19.93564515,50.69402228
07/03/2018,25.69008267,32.1121577,31.29697428,43.20816824,39.86136154,33.35174725,35.50236073,29.17677637,20.91555191,19.93564515,50.5100389
07/04/2018,25.23486053,32.20046717,31.39816586,42.82949029,39.91621548,33.48300171,35.61590688,29.22459149,20.93718665,19.93564515,50.53163725
07/05/2018,25.50823098,32.14769387,31.31812629,43.64534858,39.75359161,33.17932624,35.28337446,29.0104518,20.84035408,19.93564515,50.76374053
07/06/2018,25.33642801,31.83056859,31.01225945,43.24958482,39.52176949,33.05176858,35.23771681,29.00553425,20.84035408,19.93564515,50.07648878
07/07/2018,25.38303893,32.81139154,31.94112364,43.72295449,40.56738724,33.93652612,35.84875548,29.2186328,20.84035408,19.93564515,51.60964402
07/08/2018,25.99322746,32.11968235,31.27256547,43.28237054,40.21099969,33.69026863,35.72628379,29.18821987,20.84035408,19.93564515,50.47077372
07/09/2018,25.78859851,31.51417733,30.63369734,43.67586882,39.36324059,32.70024203,35.18558106,29.03710747,20.84035408,19.93564515,48.39804839
07/10/2018,25.27135318,29.7638443,28.95700306,43.1066059,36.98316404,30.57469917,33.66525471,28.49540123,20.84035408,19.93564515,45.52339644
07/11/2018,23.68522617,29.94966203,29.12909072,43.13212616,37.53735839,31.07620821,34.06930518,28.65271851,20.84035408,19.93564515,45.28809629
07/12/2018,24.04779976,29.11423839,28.33894174,42.65806226,36.51414862,30.21582872,33.4608319,28.4365853,20.84035408,19.93564515,44.13680235
07/13/2018,23.37294478,29.58640188,28.808047,43.07194954,36.66738787,30.33770918,33.59065611,28.54691601,20.92121228,20.01299318,44.74809577
