"Date","Price","Open","High","Low","Change %"
"Apr 22, 2019","306.400","306.450","306.450","306.400","-0.02%"
"Apr 19, 2019","306.450","306.400","306.450","306.400","0.02%"
"Apr 18, 2019","306.400","306.400","315.000","306.400","0.00%"
"Apr 17, 2019","306.400","306.400","315.000","306.400","0.00%"
"Apr 16, 2019","306.400","306.500","315.000","306.400","-0.03%"
"Apr 15, 2019","306.500","306.500","315.000","306.500","0.00%"
"Apr 12, 2019","306.500","306.500","315.000","305.000","0.00%"
"Apr 11, 2019","306.500","306.500","315.000","305.600","0.00%"
"Apr 10, 2019","306.500","306.500","315.000","306.500","0.00%"
"Apr 09, 2019","306.500","306.500","315.000","306.500","0.00%"
"Apr 08, 2019","306.500","306.500","315.000","306.500","0.00%"
"Apr 05, 2019","306.500","306.500","315.000","306.380","0.00%"
"Apr 04, 2019","306.500","306.500","315.000","306.380","0.00%"
"Apr 03, 2019","306.500","306.450","306.800","304.500","0.02%"
"Apr 02, 2019","306.450","306.450","315.000","306.380","0.00%"
"Apr 01, 2019","306.450","306.400","315.000","306.380","0.02%"
"Mar 29, 2019","306.400","306.450","315.000","306.380","-0.02%"
"Mar 28, 2019","306.450","306.450","315.000","306.380","0.00%"
"Mar 27, 2019","306.450","306.420","315.000","306.380","0.01%"
"Mar 26, 2019","306.420","306.380","315.000","306.380","0.01%"
"Mar 25, 2019","306.380","306.400","315.000","306.380","-0.01%"
"Mar 22, 2019","306.400","306.400","306.420","306.380","0.00%"
"Mar 21, 2019","306.400","306.400","315.000","306.380","0.00%"
"Mar 20, 2019","306.400","306.450","306.800","306.380","-0.02%"
"Mar 19, 2019","306.450","306.450","315.000","306.380","0.00%"
"Mar 18, 2019","306.450","306.450","315.000","306.380","0.00%"
"Mar 15, 2019","306.450","306.420","315.000","306.380","0.01%"
"Mar 14, 2019","306.420","306.450","315.000","306.380","-0.01%"
"Mar 13, 2019","306.450","306.450","315.000","306.380","0.00%"
"Mar 12, 2019","306.450","306.400","315.000","306.380","0.02%"
"Mar 11, 2019","306.400","306.400","315.000","306.400","0.00%"
"Mar 08, 2019","306.400","315.000","315.000","306.380","0.01%"
"Mar 07, 2019","306.380","306.380","315.000","306.380","0.00%"
"Mar 06, 2019","306.380","306.380","315.000","306.380","0.00%"
"Mar 05, 2019","306.380","315.000","315.000","306.300","0.03%"
"Mar 04, 2019","306.300","306.300","315.000","306.300","0.00%"
"Mar 01, 2019","306.300","315.000","315.000","306.300","-0.01%"
"Feb 28, 2019","306.320","306.300","315.000","306.300","0.01%"
"Feb 27, 2019","306.300","315.000","315.000","306.300","0.00%"
"Feb 26, 2019","306.300","306.300","315.000","306.200","0.00%"
"Feb 25, 2019","306.300","306.300","315.000","306.200","0.00%"
"Feb 22, 2019","306.300","306.300","315.000","306.200","0.00%"
"Feb 21, 2019","306.300","306.280","315.000","306.200","0.01%"
"Feb 20, 2019","306.280","306.280","315.000","306.200","0.00%"
"Feb 19, 2019","306.280","306.200","315.000","306.180","0.03%"
"Feb 18, 2019","306.200","306.250","315.000","306.180","-0.02%"
"Feb 15, 2019","306.250","306.180","307.250","306.180","0.02%"
"Feb 14, 2019","306.200","306.250","307.250","306.180","-0.02%"
"Feb 13, 2019","306.250","306.180","315.000","306.180","0.02%"
"Feb 12, 2019","306.180","306.200","315.000","306.180","-0.01%"
"Feb 11, 2019","306.200","306.200","315.000","306.200","0.00%"
"Feb 08, 2019","306.200","306.250","315.000","306.200","-0.02%"
"Feb 07, 2019","306.250","306.200","315.000","306.150","0.02%"
"Feb 06, 2019","306.200","306.280","315.000","306.200","-0.03%"
"Feb 05, 2019","306.280","307.200","315.000","305.800","-0.30%"
"Feb 04, 2019","307.200","307.200","307.280","306.800","0.00%"
"Feb 01, 2019","307.200","307.250","307.300","306.800","-0.02%"
"Jan 31, 2019","307.250","307.280","307.300","306.800","0.02%"
"Jan 30, 2019","307.200","307.200","307.280","305.000","0.00%"
"Jan 29, 2019","307.200","307.300","315.000","305.000","-0.03%"
"Jan 28, 2019","307.280","307.280","315.000","306.800","0.00%"
"Jan 25, 2019","307.280","307.300","315.000","306.800","-0.01%"
"Jan 24, 2019","307.300","307.280","315.000","306.500","0.01%"
"Jan 23, 2019","307.280","307.300","307.380","305.000","-0.01%"
"Jan 22, 2019","307.300","307.350","307.380","306.800","-0.02%"
"Jan 21, 2019","307.350","307.380","307.380","306.850","0.02%"
"Jan 18, 2019","307.300","307.350","307.380","306.850","-0.02%"
"Jan 17, 2019","307.350","307.350","307.500","305.000","0.00%"
"Jan 16, 2019","307.350","307.380","307.400","307.300","0.02%"
"Jan 15, 2019","307.300","307.300","307.500","307.300","0.00%"
"Jan 14, 2019","307.300","307.380","307.500","307.300","-0.03%"
"Jan 11, 2019","307.380","307.380","307.500","307.380","0.00%"
"Jan 10, 2019","307.380","307.380","307.500","305.000","0.00%"
"Jan 09, 2019","307.380","307.380","307.500","307.380","0.00%"
"Jan 08, 2019","307.380","307.400","307.500","306.500","-0.01%"
"Jan 07, 2019","307.400","307.400","307.500","307.400","0.00%"
"Jan 04, 2019","307.400","307.480","307.500","307.400","-0.03%"
"Jan 03, 2019","307.480","307.500","307.500","306.500","-0.01%"
"Jan 02, 2019","307.500","307.500","307.500","305.000","0.00%"
"Jan 01, 2019","307.500","307.100","307.500","307.100","0.00%"
"Dec 31, 2018","307.500","307.500","307.500","305.000","0.00%"
"Dec 28, 2018","307.500","307.100","307.500","307.100","0.03%"
"Dec 27, 2018","307.420","307.100","307.450","305.000","0.33%"
"Dec 26, 2018","306.420","307.100","307.100","306.400","-0.01%"
"Dec 25, 2018","306.450","306.450","307.100","306.450","0.00%"
"Dec 24, 2018","306.450","306.450","307.100","306.450","0.00%"
"Dec 21, 2018","306.450","306.450","307.100","306.400","0.00%"
"Dec 20, 2018","306.450","307.350","307.350","306.400","0.00%"
"Dec 19, 2018","306.450","306.450","307.350","306.450","0.00%"
"Dec 18, 2018","306.450","306.380","307.350","306.380","0.02%"
"Dec 17, 2018","306.380","306.380","307.350","306.380","0.00%"
"Dec 14, 2018","306.380","307.350","307.400","306.380","0.00%"
"Dec 13, 2018","306.380","307.350","307.400","306.350","-0.01%"
"Dec 12, 2018","306.400","306.380","307.400","306.380","0.01%"
"Dec 11, 2018","306.380","306.300","307.350","306.300","0.03%"
"Dec 10, 2018","306.300","306.300","307.350","306.250","0.00%"
"Dec 07, 2018","306.300","306.300","307.350","306.300","0.00%"
"Dec 06, 2018","306.300","306.320","307.350","305.000","-0.01%"
"Dec 05, 2018","306.320","306.300","307.300","306.280","0.01%"
"Dec 04, 2018","306.300","306.300","307.300","306.280","0.00%"
"Dec 03, 2018","306.300","306.280","307.300","306.280","0.01%"
"Nov 30, 2018","306.280","306.280","307.300","305.000","0.00%"
"Nov 29, 2018","306.280","306.300","307.300","306.200","-0.01%"
"Nov 28, 2018","306.300","306.300","315.000","306.200","0.00%"
"Nov 27, 2018","306.300","306.250","315.000","306.200","0.02%"
"Nov 26, 2018","306.250","306.200","315.000","306.200","0.02%"
"Nov 23, 2018","306.200","306.200","307.100","305.000","0.00%"
"Nov 22, 2018","306.200","306.200","307.100","306.200","0.00%"
"Nov 21, 2018","306.200","306.250","315.000","306.200","-0.02%"
"Nov 20, 2018","306.250","306.180","306.250","306.180","0.02%"
"Nov 19, 2018","306.180","306.200","315.000","306.180","-0.01%"
"Nov 16, 2018","306.200","306.180","315.000","306.180","0.01%"
"Nov 15, 2018","306.180","306.180","307.100","306.180","0.00%"
"Nov 14, 2018","306.180","306.180","307.150","306.100","0.00%"
"Nov 13, 2018","306.180","306.100","315.000","306.100","0.03%"
"Nov 12, 2018","306.100","306.100","307.150","306.100","0.00%"
"Nov 09, 2018","306.100","306.100","307.150","305.000","0.00%"
"Nov 08, 2018","306.100","306.100","307.150","306.100","0.00%"
"Nov 07, 2018","306.100","306.100","315.000","306.100","0.00%"
"Nov 06, 2018","306.100","306.080","307.150","306.050","0.01%"
"Nov 05, 2018","306.080","306.050","315.000","306.050","0.01%"
"Nov 02, 2018","306.050","306.080","315.000","306.000","-0.01%"
"Nov 01, 2018","306.080","306.050","315.000","305.000","0.01%"
"Oct 31, 2018","306.050","306.100","315.000","305.000","-0.02%"
"Oct 30, 2018","306.100","306.000","307.100","305.000","0.03%"
"Oct 29, 2018","306.000","306.000","307.050","305.000","0.00%"
"Oct 26, 2018","306.000","306.040","307.050","306.000","-0.01%"
"Oct 25, 2018","306.040","306.000","307.000","306.000","0.01%"
"Oct 24, 2018","306.000","306.000","306.900","305.700","0.00%"
"Oct 23, 2018","306.000","305.980","307.000","305.980","0.01%"
"Oct 22, 2018","305.980","305.980","307.000","305.980","0.00%"
"Oct 19, 2018","305.980","305.950","315.000","305.000","0.01%"
"Oct 18, 2018","305.950","305.950","307.000","305.950","0.00%"
"Oct 17, 2018","305.950","306.000","315.000","305.950","-0.02%"
"Oct 16, 2018","306.000","304.900","315.000","304.900","0.36%"
"Oct 15, 2018","304.900","304.900","315.000","304.900","0.00%"
"Oct 12, 2018","304.900","304.900","315.000","304.900","0.00%"
"Oct 11, 2018","304.900","304.950","306.950","304.900","-0.02%"
"Oct 10, 2018","304.950","305.900","315.000","304.950","-0.31%"
"Oct 09, 2018","305.900","305.900","315.000","305.900","0.00%"
"Oct 08, 2018","305.900","305.850","306.000","305.000","0.02%"
"Oct 05, 2018","305.850","305.900","306.850","305.000","-0.02%"
"Oct 04, 2018","305.900","305.880","306.850","305.000","0.01%"
"Oct 03, 2018","305.880","305.800","315.000","305.000","0.03%"
"Oct 02, 2018","305.800","305.800","306.850","305.800","0.00%"
"Oct 01, 2018","305.800","306.000","306.850","305.800","-0.34%"
"Sep 28, 2018","306.850","305.800","306.850","305.000","0.34%"
"Sep 27, 2018","305.800","305.800","315.000","305.800","0.00%"
"Sep 26, 2018","305.800","305.800","315.000","305.000","0.00%"
"Sep 25, 2018","305.800","305.780","306.350","305.750","0.01%"
"Sep 24, 2018","305.780","305.780","306.800","305.780","0.00%"
"Sep 21, 2018","305.780","305.780","306.800","305.000","0.00%"
"Sep 20, 2018","305.780","305.780","306.800","305.750","0.00%"
"Sep 19, 2018","305.780","305.750","315.000","305.700","0.01%"
"Sep 18, 2018","305.750","306.200","315.000","305.000","0.02%"
"Sep 17, 2018","305.700","304.720","306.800","304.720","-0.01%"
"Sep 14, 2018","305.720","304.720","315.000","304.720","0.01%"
"Sep 13, 2018","305.700","304.700","315.000","304.700","0.33%"
"Sep 12, 2018","304.700","304.720","306.750","304.700","-0.01%"
"Sep 11, 2018","304.720","305.700","315.000","304.700","-0.32%"
"Sep 10, 2018","305.700","305.680","306.000","305.650","0.01%"
"Sep 07, 2018","305.680","305.680","315.000","305.000","0.00%"
"Sep 06, 2018","305.680","305.700","306.650","305.650","-0.01%"
"Sep 05, 2018","305.700","305.650","315.000","305.600","0.02%"
"Sep 04, 2018","305.650","305.650","315.000","305.600","0.00%"
"Sep 03, 2018","305.650","305.650","315.000","305.650","0.00%"
"Aug 31, 2018","305.650","305.650","306.650","305.650","0.00%"
"Aug 30, 2018","305.650","305.650","306.550","305.580","0.00%"
"Aug 29, 2018","305.650","305.600","306.650","305.000","0.02%"
"Aug 28, 2018","305.600","305.650","306.550","305.580","0.01%"
"Aug 27, 2018","305.580","305.600","306.550","305.550","-0.01%"
"Aug 24, 2018","305.600","305.600","315.000","305.600","0.00%"
"Aug 23, 2018","305.600","305.600","315.000","305.000","0.00%"
"Aug 22, 2018","305.600","305.480","305.600","305.480","0.00%"
"Aug 21, 2018","305.600","305.600","305.600","305.480","0.00%"
"Aug 20, 2018","305.600","305.600","315.000","305.000","0.00%"
"Aug 17, 2018","305.600","305.520","315.000","305.480","0.03%"
"Aug 16, 2018","305.520","305.500","315.000","305.000","0.01%"
"Aug 15, 2018","305.500","305.550","315.000","305.000","-0.02%"
"Aug 14, 2018","305.550","305.450","315.000","305.450","0.03%"
"Aug 13, 2018","305.450","305.500","315.000","305.000","-0.02%"
"Aug 10, 2018","305.500","305.480","315.000","305.000","0.01%"
"Aug 09, 2018","305.480","305.500","315.000","305.480","-0.01%"
"Aug 08, 2018","305.500","305.500","315.500","305.500","0.00%"
"Aug 07, 2018","305.500","305.450","315.000","305.450","0.02%"
"Aug 06, 2018","305.450","305.420","315.000","305.420","0.01%"
"Aug 03, 2018","305.420","305.450","315.000","305.400","-0.01%"
"Aug 02, 2018","305.450","305.320","315.000","305.320","0.04%"
"Aug 01, 2018","305.320","305.380","315.000","305.320","-0.02%"
"Jul 31, 2018","305.380","305.380","315.000","305.000","0.00%"
"Jul 30, 2018","305.380","305.380","315.000","305.000","0.00%"
"Jul 27, 2018","305.380","305.380","315.000","305.000","0.00%"
"Jul 26, 2018","305.380","305.380","315.000","305.380","0.00%"
"Jul 25, 2018","305.380","305.300","315.000","305.300","-2.98%"
"Jul 24, 2018","314.750","305.050","314.750","305.050","3.10%"
"Jul 23, 2018","305.300","305.350","315.000","305.300","-0.02%"
"Jul 20, 2018","305.350","305.320","315.000","305.320","0.01%"
"Jul 19, 2018","305.320","305.800","315.000","305.280","0.01%"
"Jul 18, 2018","305.280","305.280","315.000","305.280","0.00%"
"Jul 17, 2018","305.280","305.280","315.000","305.280","0.00%"
"Jul 16, 2018","305.280","306.200","315.000","305.280","0.00%"
"Jul 13, 2018","305.280","305.200","306.300","305.200","0.03%"
"Jul 12, 2018","305.200","305.200","306.250","305.200","-0.26%"
"Jul 11, 2018","306.000","305.750","306.000","305.750","0.18%"
"Jul 10, 2018","305.450","314.750","314.750","305.450","-0.16%"
"Jul 09, 2018","305.950","314.750","314.750","305.250","-2.80%"
"Jul 06, 2018","314.750","314.750","314.750","314.750","3.04%"
"Jul 05, 2018","305.450","314.750","314.750","305.450","0.00%"
"Jul 04, 2018","305.450","315.250","315.250","305.450","0.00%"
"Jul 03, 2018","305.450","314.750","314.750","305.450","-0.02%"
"Jul 02, 2018","305.500","314.750","315.250","305.500","0.00%"
"Jun 29, 2018","305.500","305.950","314.750","305.500","0.00%"
"Jun 28, 2018","305.500","305.950","314.750","305.500","-0.08%"
"Jun 27, 2018","305.750","305.950","314.750","305.550","0.07%"
"Jun 26, 2018","305.550","305.950","315.250","305.550","-2.92%"
"Jun 25, 2018","314.750","314.750","314.750","305.950","0.00%"
"Jun 22, 2018","314.750","305.950","314.750","305.950","0.00%"
"Jun 21, 2018","314.750","305.950","315.250","305.950","0.00%"
"Jun 20, 2018","314.750","305.950","314.750","305.950","2.88%"
"Jun 19, 2018","305.950","314.750","314.750","305.950","-2.95%"
"Jun 18, 2018","315.250","315.250","315.250","315.250","0.00%"
"Jun 15, 2018","315.250","315.250","315.250","315.250","0.00%"
"Jun 14, 2018","315.250","314.750","315.250","305.700","2.96%"
"Jun 13, 2018","306.200","305.950","306.200","305.950","-2.87%"
"Jun 12, 2018","315.250","314.750","315.250","314.750","3.04%"
"Jun 11, 2018","305.950","314.750","315.250","305.750","0.08%"
"Jun 08, 2018","305.700","306.200","315.250","305.700","-0.16%"
"Jun 07, 2018","306.200","314.750","314.750","305.750","0.08%"
"Jun 06, 2018","305.950","314.750","314.750","305.700","0.07%"
"Jun 05, 2018","305.750","315.250","315.250","305.750","0.00%"
"Jun 04, 2018","305.750","314.750","314.750","305.700","0.00%"
"Jun 01, 2018","305.750","306.200","315.250","305.750","-0.07%"
"May 31, 2018","305.950","314.750","314.750","305.950","-2.80%"
"May 30, 2018","314.750","314.750","314.750","306.150","2.98%"
"May 29, 2018","305.650","305.650","305.650","305.650","0.00%"
"May 28, 2018","305.650","305.950","315.250","305.650","0.00%"
"May 25, 2018","305.650","314.750","314.750","305.650","-3.05%"
"May 24, 2018","315.250","315.250","315.250","305.950","3.14%"
"May 23, 2018","305.650","315.250","315.250","305.600","0.02%"
"May 22, 2018","305.600","314.750","315.250","305.600","0.00%"
"May 21, 2018","305.600","314.750","314.750","305.600","0.00%"
"May 18, 2018","305.600","314.750","315.250","305.550","-2.75%"
"May 17, 2018","314.250","314.750","314.750","306.050","2.83%"
"May 16, 2018","305.600","314.750","314.750","305.600","0.02%"
"May 15, 2018","305.550","314.250","314.750","305.550","0.00%"
"May 14, 2018","305.550","314.750","314.750","305.500","-0.15%"
"May 11, 2018","306.000","314.750","314.750","305.850","0.16%"
"May 10, 2018","305.500","314.750","314.750","305.500","0.00%"
"May 09, 2018","305.500","315.250","315.250","305.450","0.00%"
"May 08, 2018","305.500","314.750","315.250","305.500","0.00%"
